Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year
UD Cerknica,25.0,42.0,86.0,73.0,56.0,179.0,461.0,JUL,2018
UD Domžale,82.0,199.0,351.0,343.0,207.0,404.0,1586.0,JUL,2018
UD Grosuplje,118.0,139.0,275.0,248.0,145.0,301.0,1226.0,JUL,2018
UD Kamnik,61.0,100.0,226.0,174.0,108.0,272.0,941.0,JUL,2018
UD Kočevje,129.0,144.0,280.0,222.0,146.0,245.0,1166.0,JUL,2018
UD Ljubljana,740.0,1788.0,3949.0,3010.0,1686.0,4163.0,15336.0,JUL,2018
UD Logatec,29.0,41.0,65.0,71.0,49.0,113.0,368.0,JUL,2018
UD Ribnica,47.0,57.0,79.0,64.0,33.0,69.0,349.0,JUL,2018
UD Vrhnika,48.0,102.0,168.0,167.0,94.0,262.0,841.0,JUL,2018
OS Maribor,863.0,1317.0,2380.0,2014.0,1200.0,2633.0,10407.0,JUL,2018
UD Lenart,34.0,57.0,87.0,55.0,67.0,103.0,403.0,JUL,2018
UD Maribor,629.0,946.0,1760.0,1484.0,881.0,1957.0,7657.0,JUL,2018
UD Pesnica,58.0,82.0,131.0,133.0,73.0,182.0,659.0,JUL,2018
UD Ruše,51.0,81.0,112.0,129.0,66.0,132.0,571.0,JUL,2018
UD Slovenska Bistrica,91.0,151.0,290.0,213.0,113.0,259.0,1117.0,JUL,2018
OS Murska Sobota,545.0,542.0,1007.0,1053.0,865.0,1851.0,5863.0,JUL,2018
UD Gornja Radgona,62.0,62.0,176.0,154.0,137.0,311.0,902.0,JUL,2018
UD Lendava,141.0,112.0,220.0,229.0,202.0,439.0,1343.0,JUL,2018
UD Ljutomer,51.0,74.0,105.0,110.0,103.0,249.0,692.0,JUL,2018
UD Murska Sobota,291.0,294.0,506.0,560.0,423.0,852.0,2926.0,JUL,2018
OS Nova Gorica,153.0,336.0,674.0,553.0,353.0,965.0,3034.0,JUL,2018
UD Ajdovščina,42.0,79.0,176.0,133.0,108.0,220.0,758.0,JUL,2018
UD Idrija,21.0,42.0,62.0,42.0,32.0,64.0,263.0,JUL,2018
UD Nova Gorica,77.0,182.0,384.0,331.0,159.0,518.0,1651.0,JUL,2018
UD Tolmin,13.0,33.0,52.0,47.0,54.0,163.0,362.0,JUL,2018
OS Novo mesto,413.0,407.0,755.0,662.0,419.0,1104.0,3760.0,JUL,2018
UD Črnomelj,110.0,88.0,173.0,151.0,118.0,300.0,940.0,JUL,2018
UD Metlika,63.0,44.0,74.0,76.0,51.0,101.0,409.0,JUL,2018
UD Novo mesto,190.0,207.0,403.0,337.0,190.0,534.0,1861.0,JUL,2018
UD Trebnje,50.0,68.0,105.0,98.0,60.0,169.0,550.0,JUL,2018
OS Ptuj,243.0,349.0,513.0,509.0,343.0,652.0,2609.0,JUL,2018
UD Ormož,64.0,77.0,103.0,121.0,87.0,167.0,619.0,JUL,2018
UD Ptuj,179.0,272.0,410.0,388.0,256.0,485.0,1990.0,JUL,2018
OS Sevnica,262.0,299.0,562.0,553.0,428.0,916.0,3020.0,JUL,2018
UD Brežice,62.0,96.0,169.0,207.0,154.0,330.0,1018.0,JUL,2018
UD Krško,154.0,127.0,273.0,252.0,174.0,424.0,1404.0,JUL,2018
UD Sevnica,46.0,76.0,120.0,94.0,100.0,162.0,598.0,JUL,2018
OS Trbovlje,185.0,265.0,552.0,450.0,315.0,640.0,2407.0,JUL,2018
UD Hrastnik,34.0,37.0,94.0,96.0,60.0,105.0,426.0,JUL,2018
UD Litija,48.0,62.0,96.0,116.0,61.0,134.0,517.0,JUL,2018
UD Trbovlje,64.0,93.0,227.0,141.0,120.0,254.0,899.0,JUL,2018
UD Zagorje,39.0,73.0,135.0,97.0,74.0,147.0,565.0,JUL,2018
OS Velenje,395.0,517.0,1074.0,849.0,530.0,1238.0,4603.0,JUL,2018
UD Dravograd,29.0,22.0,60.0,44.0,27.0,74.0,256.0,JUL,2018
UD Mozirje,56.0,76.0,124.0,112.0,71.0,147.0,586.0,JUL,2018
UD Radlje ob Dravi,35.0,58.0,96.0,110.0,88.0,153.0,540.0,JUL,2018
UD Ravne na Koroškem,74.0,67.0,171.0,149.0,105.0,176.0,742.0,JUL,2018
UD Slovenj Gradec,48.0,75.0,139.0,117.0,76.0,160.0,615.0,JUL,2018
UD Velenje,153.0,219.0,484.0,317.0,163.0,528.0,1864.0,JUL,2018
,,,,,,,,JUL,2018
,,,,,,,76051.0,JUL,2018
OS Celje,552.0,860.0,1787.0,1633.0,1145.0,2348.0,8325.0,AVG,2018
UD Celje,158.0,281.0,691.0,589.0,357.0,727.0,2803.0,AVG,2018
UD Laško,38.0,72.0,138.0,114.0,80.0,197.0,639.0,AVG,2018
UD Slovenske Konjice,85.0,134.0,215.0,218.0,133.0,375.0,1160.0,AVG,2018
UD Šentjur,66.0,81.0,165.0,160.0,111.0,205.0,788.0,AVG,2018
UD Šmarje pri Jelšah,91.0,133.0,268.0,230.0,209.0,369.0,1300.0,AVG,2018
UD Žalec,114.0,159.0,310.0,322.0,255.0,475.0,1635.0,AVG,2018
OS Koper,257.0,427.0,1087.0,977.0,597.0,1604.0,4949.0,AVG,2018
UD Ilirska Bistrica,17.0,33.0,87.0,80.0,67.0,141.0,425.0,AVG,2018
UD Izola,30.0,35.0,108.0,85.0,53.0,183.0,494.0,AVG,2018
UD Koper,110.0,185.0,431.0,408.0,217.0,598.0,1949.0,AVG,2018
UD Piran,19.0,41.0,151.0,147.0,77.0,198.0,633.0,AVG,2018
UD Postojna,51.0,60.0,150.0,134.0,95.0,249.0,739.0,AVG,2018
UD Sežana,30.0,73.0,160.0,123.0,88.0,235.0,709.0,AVG,2018
OS Kranj,279.0,506.0,1023.0,838.0,475.0,1669.0,4790.0,AVG,2018
UD Jesenice,48.0,46.0,141.0,123.0,64.0,251.0,673.0,AVG,2018
UD Kranj,110.0,246.0,490.0,398.0,219.0,720.0,2183.0,AVG,2018
UD Radovljica,43.0,84.0,143.0,137.0,73.0,243.0,723.0,AVG,2018
UD Škofja Loka,47.0,100.0,167.0,109.0,68.0,289.0,780.0,AVG,2018
UD Tržič,31.0,30.0,82.0,71.0,51.0,166.0,431.0,AVG,2018
OS Ljubljana,1292.0,2600.0,5524.0,4403.0,2489.0,5910.0,22218.0,AVG,2018
UD Cerknica,26.0,46.0,85.0,77.0,54.0,178.0,466.0,AVG,2018
UD Domžale,81.0,212.0,354.0,347.0,204.0,387.0,1585.0,AVG,2018
UD Grosuplje,121.0,140.0,293.0,260.0,145.0,299.0,1258.0,AVG,2018
UD Kamnik,64.0,97.0,221.0,170.0,110.0,273.0,935.0,AVG,2018
UD Kočevje,133.0,148.0,276.0,225.0,140.0,254.0,1176.0,AVG,2018
UD Ljubljana,741.0,1763.0,3977.0,3014.0,1656.0,4098.0,15249.0,AVG,2018
UD Logatec,28.0,37.0,68.0,73.0,48.0,107.0,361.0,AVG,2018
UD Ribnica,49.0,58.0,80.0,64.0,31.0,69.0,351.0,AVG,2018
UD Vrhnika,49.0,99.0,170.0,173.0,101.0,245.0,837.0,AVG,2018
OS Maribor,860.0,1318.0,2404.0,2005.0,1194.0,2605.0,10386.0,AVG,2018
UD Lenart,36.0,54.0,90.0,55.0,64.0,98.0,397.0,AVG,2018
UD Maribor,617.0,961.0,1776.0,1479.0,873.0,1939.0,7645.0,AVG,2018
UD Pesnica,56.0,84.0,128.0,131.0,68.0,176.0,643.0,AVG,2018
UD Ruše,51.0,79.0,113.0,130.0,69.0,130.0,572.0,AVG,2018
UD Slovenska Bistrica,100.0,140.0,297.0,210.0,120.0,262.0,1129.0,AVG,2018
OS Murska Sobota,528.0,565.0,1018.0,1043.0,851.0,1852.0,5857.0,AVG,2018
UD Gornja Radgona,61.0,64.0,178.0,155.0,133.0,311.0,902.0,AVG,2018
UD Lendava,135.0,124.0,209.0,225.0,196.0,445.0,1334.0,AVG,2018
UD Ljutomer,54.0,79.0,114.0,105.0,104.0,249.0,705.0,AVG,2018
UD Murska Sobota,278.0,298.0,517.0,558.0,418.0,847.0,2916.0,AVG,2018
OS Nova Gorica,148.0,327.0,679.0,568.0,348.0,952.0,3022.0,AVG,2018
UD Ajdovščina,42.0,71.0,179.0,127.0,102.0,215.0,736.0,AVG,2018
UD Idrija,18.0,44.0,62.0,43.0,32.0,63.0,262.0,AVG,2018
UD Nova Gorica,73.0,177.0,390.0,346.0,158.0,517.0,1661.0,AVG,2018
UD Tolmin,15.0,35.0,48.0,52.0,56.0,157.0,363.0,AVG,2018
OS Novo mesto,427.0,404.0,783.0,663.0,401.0,1112.0,3790.0,AVG,2018
UD Črnomelj,118.0,88.0,183.0,151.0,113.0,306.0,959.0,AVG,2018
UD Metlika,65.0,42.0,78.0,76.0,52.0,104.0,417.0,AVG,2018
UD Novo mesto,191.0,205.0,414.0,338.0,178.0,534.0,1860.0,AVG,2018
UD Trebnje,53.0,69.0,108.0,98.0,58.0,168.0,554.0,AVG,2018
OS Ptuj,243.0,351.0,519.0,486.0,340.0,639.0,2578.0,AVG,2018
UD Ormož,63.0,70.0,109.0,113.0,83.0,169.0,607.0,AVG,2018
UD Ptuj,180.0,281.0,410.0,373.0,257.0,470.0,1971.0,AVG,2018
OS Sevnica,243.0,307.0,586.0,554.0,426.0,901.0,3017.0,AVG,2018
UD Brežice,64.0,98.0,182.0,209.0,151.0,327.0,1031.0,AVG,2018
UD Krško,138.0,131.0,282.0,251.0,172.0,423.0,1397.0,AVG,2018
UD Sevnica,41.0,78.0,122.0,94.0,103.0,151.0,589.0,AVG,2018
OS Trbovlje,189.0,265.0,561.0,472.0,308.0,642.0,2437.0,AVG,2018
UD Hrastnik,34.0,38.0,90.0,101.0,60.0,103.0,426.0,AVG,2018
UD Litija,44.0,57.0,99.0,119.0,59.0,132.0,510.0,AVG,2018
UD Trbovlje,66.0,95.0,233.0,147.0,118.0,254.0,913.0,AVG,2018
UD Zagorje,45.0,75.0,139.0,105.0,71.0,153.0,588.0,AVG,2018
OS Velenje,370.0,517.0,1088.0,822.0,527.0,1227.0,4551.0,AVG,2018
UD Dravograd,31.0,21.0,63.0,40.0,32.0,74.0,261.0,AVG,2018
UD Mozirje,54.0,73.0,120.0,109.0,67.0,143.0,566.0,AVG,2018
UD Radlje ob Dravi,36.0,61.0,97.0,114.0,88.0,149.0,545.0,AVG,2018
UD Ravne na Koroškem,68.0,72.0,176.0,138.0,104.0,173.0,731.0,AVG,2018
UD Slovenj Gradec,45.0,69.0,148.0,116.0,73.0,167.0,618.0,AVG,2018
UD Velenje,136.0,221.0,484.0,305.0,163.0,521.0,1830.0,AVG,2018
,,,,,,,,AVG,2018
,,,,,,,75920.0,AVG,2018
OS Celje,547.0,812.0,1698.0,1576.0,1127.0,2325.0,8085.0,SEP,2018
UD Celje,165.0,275.0,649.0,583.0,346.0,709.0,2727.0,SEP,2018
UD Laško,42.0,68.0,142.0,101.0,79.0,197.0,629.0,SEP,2018
UD Slovenske Konjice,77.0,123.0,198.0,212.0,132.0,386.0,1128.0,SEP,2018
UD Šentjur,62.0,81.0,161.0,154.0,111.0,201.0,770.0,SEP,2018
UD Šmarje pri Jelšah,83.0,119.0,246.0,224.0,208.0,363.0,1243.0,SEP,2018
UD Žalec,118.0,146.0,302.0,302.0,251.0,469.0,1588.0,SEP,2018
OS Koper,264.0,415.0,1023.0,949.0,588.0,1584.0,4823.0,SEP,2018
UD Ilirska Bistrica,19.0,30.0,76.0,83.0,64.0,137.0,409.0,SEP,2018
UD Izola,29.0,39.0,104.0,85.0,54.0,181.0,492.0,SEP,2018
UD Koper,111.0,188.0,418.0,385.0,216.0,594.0,1912.0,SEP,2018
UD Piran,23.0,43.0,137.0,151.0,78.0,190.0,622.0,SEP,2018
UD Postojna,55.0,53.0,145.0,126.0,88.0,246.0,713.0,SEP,2018
UD Sežana,27.0,62.0,143.0,119.0,88.0,236.0,675.0,SEP,2018
OS Kranj,302.0,463.0,970.0,773.0,460.0,1602.0,4570.0,SEP,2018
UD Jesenice,42.0,42.0,131.0,113.0,59.0,241.0,628.0,SEP,2018
UD Kranj,123.0,230.0,481.0,369.0,221.0,685.0,2109.0,SEP,2018
UD Radovljica,47.0,81.0,132.0,124.0,67.0,238.0,689.0,SEP,2018
UD Škofja Loka,57.0,81.0,147.0,106.0,66.0,285.0,742.0,SEP,2018
UD Tržič,33.0,29.0,79.0,61.0,47.0,153.0,402.0,SEP,2018
OS Ljubljana,1372.0,2513.0,5371.0,4358.0,2437.0,5764.0,21815.0,SEP,2018
UD Cerknica,27.0,47.0,81.0,72.0,48.0,173.0,448.0,SEP,2018
UD Domžale,96.0,182.0,345.0,353.0,198.0,379.0,1553.0,SEP,2018
UD Grosuplje,130.0,134.0,301.0,246.0,141.0,291.0,1243.0,SEP,2018
UD Kamnik,67.0,98.0,200.0,162.0,104.0,257.0,888.0,SEP,2018
UD Kočevje,130.0,144.0,263.0,216.0,140.0,245.0,1138.0,SEP,2018
UD Ljubljana,787.0,1740.0,3877.0,3008.0,1630.0,4014.0,15056.0,SEP,2018
UD Logatec,29.0,35.0,65.0,72.0,48.0,106.0,355.0,SEP,2018
UD Ribnica,55.0,49.0,76.0,64.0,30.0,66.0,340.0,SEP,2018
UD Vrhnika,51.0,84.0,163.0,165.0,98.0,233.0,794.0,SEP,2018
OS Maribor,826.0,1237.0,2281.0,1952.0,1163.0,2547.0,10006.0,SEP,2018
UD Lenart,30.0,45.0,78.0,56.0,61.0,99.0,369.0,SEP,2018
UD Maribor,600.0,909.0,1710.0,1432.0,862.0,1912.0,7425.0,SEP,2018
UD Pesnica,49.0,71.0,123.0,131.0,65.0,163.0,602.0,SEP,2018
UD Ruše,50.0,68.0,104.0,129.0,61.0,126.0,538.0,SEP,2018
UD Slovenska Bistrica,97.0,144.0,266.0,204.0,114.0,247.0,1072.0,SEP,2018
OS Murska Sobota,524.0,512.0,990.0,995.0,831.0,1825.0,5677.0,SEP,2018
UD Gornja Radgona,62.0,54.0,170.0,143.0,128.0,303.0,860.0,SEP,2018
UD Lendava,134.0,107.0,205.0,213.0,200.0,444.0,1303.0,SEP,2018
UD Ljutomer,49.0,73.0,110.0,110.0,100.0,243.0,685.0,SEP,2018
UD Murska Sobota,279.0,278.0,505.0,529.0,403.0,835.0,2829.0,SEP,2018
OS Nova Gorica,159.0,324.0,642.0,558.0,331.0,933.0,2947.0,SEP,2018
UD Ajdovščina,44.0,68.0,160.0,132.0,97.0,212.0,713.0,SEP,2018
UD Idrija,26.0,44.0,58.0,45.0,31.0,68.0,272.0,SEP,2018
UD Nova Gorica,74.0,173.0,378.0,333.0,153.0,502.0,1613.0,SEP,2018
UD Tolmin,15.0,39.0,46.0,48.0,50.0,151.0,349.0,SEP,2018
OS Novo mesto,414.0,355.0,739.0,649.0,388.0,1092.0,3637.0,SEP,2018
UD Črnomelj,121.0,76.0,176.0,152.0,110.0,308.0,943.0,SEP,2018
UD Metlika,67.0,37.0,77.0,73.0,48.0,96.0,398.0,SEP,2018
UD Novo mesto,174.0,181.0,385.0,329.0,172.0,534.0,1775.0,SEP,2018
UD Trebnje,52.0,61.0,101.0,95.0,58.0,154.0,521.0,SEP,2018
OS Ptuj,256.0,355.0,516.0,473.0,326.0,635.0,2561.0,SEP,2018
UD Ormož,61.0,69.0,107.0,107.0,76.0,166.0,586.0,SEP,2018
UD Ptuj,195.0,286.0,409.0,366.0,250.0,469.0,1975.0,SEP,2018
OS Sevnica,259.0,291.0,564.0,552.0,424.0,888.0,2978.0,SEP,2018
UD Brežice,70.0,94.0,174.0,207.0,152.0,317.0,1014.0,SEP,2018
UD Krško,136.0,134.0,282.0,249.0,169.0,420.0,1390.0,SEP,2018
UD Sevnica,53.0,63.0,108.0,96.0,103.0,151.0,574.0,SEP,2018
OS Trbovlje,178.0,250.0,532.0,439.0,306.0,614.0,2319.0,SEP,2018
UD Hrastnik,31.0,37.0,93.0,92.0,61.0,103.0,417.0,SEP,2018
UD Litija,36.0,52.0,96.0,109.0,62.0,128.0,483.0,SEP,2018
UD Trbovlje,67.0,92.0,211.0,137.0,117.0,235.0,859.0,SEP,2018
UD Zagorje,44.0,69.0,132.0,101.0,66.0,148.0,560.0,SEP,2018
OS Velenje,362.0,470.0,1008.0,805.0,513.0,1205.0,4363.0,SEP,2018
UD Dravograd,23.0,18.0,62.0,41.0,28.0,75.0,247.0,SEP,2018
UD Mozirje,57.0,71.0,115.0,108.0,61.0,139.0,551.0,SEP,2018
UD Radlje ob Dravi,31.0,54.0,92.0,107.0,86.0,147.0,517.0,SEP,2018
UD Ravne na Koroškem,62.0,72.0,152.0,135.0,103.0,172.0,696.0,SEP,2018
UD Slovenj Gradec,48.0,56.0,131.0,115.0,74.0,162.0,586.0,SEP,2018
UD Velenje,141.0,199.0,456.0,299.0,161.0,510.0,1766.0,SEP,2018
,,,,,,,,SEP,2018
,,,,,,,73781.0,SEP,2018
OS Celje,779.0,922.0,1647.0,1564.0,1122.0,2276.0,8310.0,OKT,2018
UD Celje,211.0,310.0,627.0,576.0,338.0,676.0,2738.0,OKT,2018
UD Laško,57.0,79.0,135.0,98.0,78.0,192.0,639.0,OKT,2018
UD Slovenske Konjice,127.0,139.0,197.0,215.0,137.0,381.0,1196.0,OKT,2018
UD Šentjur,92.0,92.0,163.0,152.0,110.0,203.0,812.0,OKT,2018
UD Šmarje pri Jelšah,135.0,148.0,239.0,226.0,212.0,362.0,1322.0,OKT,2018
UD Žalec,157.0,154.0,286.0,297.0,247.0,462.0,1603.0,OKT,2018
OS Koper,361.0,477.0,1053.0,986.0,608.0,1599.0,5084.0,OKT,2018
UD Ilirska Bistrica,36.0,32.0,75.0,77.0,65.0,132.0,417.0,OKT,2018
UD Izola,35.0,46.0,103.0,97.0,56.0,179.0,516.0,OKT,2018
UD Koper,135.0,204.0,433.0,393.0,223.0,600.0,1988.0,OKT,2018
UD Piran,37.0,62.0,157.0,164.0,83.0,198.0,701.0,OKT,2018
UD Postojna,70.0,63.0,140.0,127.0,92.0,249.0,741.0,OKT,2018
UD Sežana,48.0,70.0,145.0,128.0,89.0,241.0,721.0,OKT,2018
OS Kranj,442.0,520.0,985.0,787.0,483.0,1583.0,4800.0,OKT,2018
UD Jesenice,69.0,53.0,137.0,121.0,62.0,234.0,676.0,OKT,2018
UD Kranj,173.0,241.0,476.0,368.0,214.0,674.0,2146.0,OKT,2018
UD Radovljica,73.0,99.0,149.0,129.0,82.0,241.0,773.0,OKT,2018
UD Škofja Loka,85.0,92.0,145.0,105.0,75.0,283.0,785.0,OKT,2018
UD Tržič,42.0,35.0,78.0,64.0,50.0,151.0,420.0,OKT,2018
OS Ljubljana,1739.0,2874.0,5282.0,4311.0,2397.0,5706.0,22309.0,OKT,2018
UD Cerknica,43.0,54.0,78.0,68.0,44.0,164.0,451.0,OKT,2018
UD Domžale,119.0,200.0,327.0,340.0,191.0,382.0,1559.0,OKT,2018
UD Grosuplje,160.0,153.0,285.0,246.0,134.0,291.0,1269.0,OKT,2018
UD Kamnik,91.0,111.0,205.0,167.0,105.0,262.0,941.0,OKT,2018
UD Kočevje,151.0,148.0,264.0,197.0,133.0,237.0,1130.0,OKT,2018
UD Ljubljana,999.0,2003.0,3824.0,3009.0,1619.0,3979.0,15433.0,OKT,2018
UD Logatec,37.0,48.0,60.0,68.0,45.0,101.0,359.0,OKT,2018
UD Ribnica,68.0,54.0,70.0,56.0,28.0,64.0,340.0,OKT,2018
UD Vrhnika,71.0,103.0,169.0,160.0,98.0,226.0,827.0,OKT,2018
OS Maribor,1118.0,1377.0,2266.0,1932.0,1153.0,2498.0,10344.0,OKT,2018
UD Lenart,64.0,54.0,69.0,58.0,60.0,96.0,401.0,OKT,2018
UD Maribor,771.0,1008.0,1688.0,1414.0,859.0,1872.0,7612.0,OKT,2018
UD Pesnica,71.0,78.0,128.0,131.0,64.0,154.0,626.0,OKT,2018
UD Ruše,84.0,74.0,112.0,123.0,56.0,126.0,575.0,OKT,2018
UD Slovenska Bistrica,128.0,163.0,269.0,206.0,114.0,250.0,1130.0,OKT,2018
OS Murska Sobota,683.0,572.0,987.0,1006.0,843.0,1801.0,5892.0,OKT,2018
UD Gornja Radgona,87.0,62.0,169.0,151.0,130.0,293.0,892.0,OKT,2018
UD Lendava,155.0,112.0,215.0,217.0,202.0,441.0,1342.0,OKT,2018
UD Ljutomer,66.0,82.0,105.0,106.0,103.0,236.0,698.0,OKT,2018
UD Murska Sobota,375.0,316.0,498.0,532.0,408.0,831.0,2960.0,OKT,2018
OS Nova Gorica,235.0,378.0,636.0,565.0,339.0,931.0,3084.0,OKT,2018
UD Ajdovščina,59.0,86.0,159.0,141.0,100.0,203.0,748.0,OKT,2018
UD Idrija,41.0,46.0,59.0,49.0,28.0,73.0,296.0,OKT,2018
UD Nova Gorica,105.0,201.0,374.0,321.0,157.0,499.0,1657.0,OKT,2018
UD Tolmin,30.0,45.0,44.0,54.0,54.0,156.0,383.0,OKT,2018
OS Novo mesto,446.0,410.0,726.0,652.0,383.0,1053.0,3670.0,OKT,2018
UD Črnomelj,116.0,80.0,172.0,153.0,109.0,293.0,923.0,OKT,2018
UD Metlika,82.0,38.0,78.0,72.0,44.0,94.0,408.0,OKT,2018
UD Novo mesto,194.0,220.0,377.0,325.0,172.0,512.0,1800.0,OKT,2018
UD Trebnje,54.0,72.0,99.0,102.0,58.0,154.0,539.0,OKT,2018
OS Ptuj,351.0,384.0,520.0,480.0,327.0,630.0,2692.0,OKT,2018
UD Ormož,89.0,71.0,109.0,116.0,76.0,169.0,630.0,OKT,2018
UD Ptuj,262.0,313.0,411.0,364.0,251.0,461.0,2062.0,OKT,2018
OS Sevnica,346.0,336.0,566.0,545.0,422.0,885.0,3100.0,OKT,2018
UD Brežice,95.0,104.0,177.0,201.0,155.0,314.0,1046.0,OKT,2018
UD Krško,168.0,161.0,275.0,251.0,167.0,415.0,1437.0,OKT,2018
UD Sevnica,83.0,71.0,114.0,93.0,100.0,156.0,617.0,OKT,2018
OS Trbovlje,243.0,267.0,514.0,435.0,305.0,597.0,2361.0,OKT,2018
UD Hrastnik,46.0,47.0,93.0,92.0,58.0,102.0,438.0,OKT,2018
UD Litija,49.0,53.0,93.0,105.0,69.0,127.0,496.0,OKT,2018
UD Trbovlje,84.0,97.0,201.0,144.0,113.0,223.0,862.0,OKT,2018
UD Zagorje,64.0,70.0,127.0,94.0,65.0,145.0,565.0,OKT,2018
OS Velenje,566.0,521.0,979.0,806.0,518.0,1196.0,4586.0,OKT,2018
UD Dravograd,44.0,23.0,53.0,45.0,29.0,76.0,270.0,OKT,2018
UD Mozirje,97.0,73.0,112.0,102.0,66.0,145.0,595.0,OKT,2018
UD Radlje ob Dravi,49.0,60.0,95.0,111.0,87.0,148.0,550.0,OKT,2018
UD Ravne na Koroškem,102.0,86.0,140.0,127.0,102.0,177.0,734.0,OKT,2018
UD Slovenj Gradec,68.0,71.0,118.0,119.0,76.0,163.0,615.0,OKT,2018
UD Velenje,206.0,208.0,461.0,302.0,158.0,487.0,1822.0,OKT,2018
,,,,,,,,OKT,2018
,,,,,,,76232.0,OKT,2018
OS Celje,743.0,894.0,1611.0,1599.0,1124.0,2229.0,8200.0,NOV,2018
UD Celje,207.0,297.0,601.0,576.0,338.0,659.0,2678.0,NOV,2018
UD Laško,53.0,74.0,128.0,102.0,81.0,189.0,627.0,NOV,2018
UD Slovenske Konjice,116.0,135.0,193.0,219.0,140.0,364.0,1167.0,NOV,2018
UD Šentjur,89.0,87.0,161.0,160.0,107.0,203.0,807.0,NOV,2018
UD Šmarje pri Jelšah,133.0,159.0,238.0,243.0,210.0,361.0,1344.0,NOV,2018
UD Žalec,145.0,142.0,290.0,299.0,248.0,453.0,1577.0,NOV,2018
OS Koper,385.0,488.0,1120.0,1029.0,623.0,1604.0,5249.0,NOV,2018
UD Ilirska Bistrica,32.0,35.0,70.0,82.0,64.0,134.0,417.0,NOV,2018
UD Izola,38.0,53.0,115.0,106.0,60.0,173.0,545.0,NOV,2018
UD Koper,149.0,193.0,455.0,410.0,228.0,605.0,2040.0,NOV,2018
