Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year
UD Radlje ob Dravi,163.0,234.0,140.0,96.0,633.0,JAN,2019
UD Ravne na Koroškem,205.0,249.0,198.0,115.0,767.0,JAN,2019
UD Slovenj Gradec,163.0,208.0,162.0,107.0,640.0,JAN,2019
UD Velenje,668.0,513.0,504.0,274.0,1959.0,JAN,2019
,,,,,,JAN,2019
,,,,,82791.0,JAN,2019
OS Celje,2848.0,2538.0,2192.0,1316.0,8894.0,FEB,2019
UD Celje,837.0,789.0,769.0,569.0,2964.0,FEB,2019
UD Laško,196.0,178.0,176.0,84.0,634.0,FEB,2019
UD Slovenske Konjice,456.0,389.0,295.0,154.0,1294.0,FEB,2019
UD Šentjur,224.0,280.0,212.0,123.0,839.0,FEB,2019
UD Šmarje pri Jelšah,537.0,434.0,322.0,163.0,1456.0,FEB,2019
UD Žalec,598.0,468.0,418.0,223.0,1707.0,FEB,2019
OS Koper,1870.0,1495.0,1427.0,820.0,5612.0,FEB,2019
UD Ilirska Bistrica,137.0,129.0,95.0,66.0,427.0,FEB,2019
UD Izola,222.0,155.0,150.0,76.0,603.0,FEB,2019
UD Koper,722.0,569.0,565.0,309.0,2165.0,FEB,2019
UD Piran,271.0,231.0,248.0,129.0,879.0,FEB,2019
UD Postojna,308.0,209.0,182.0,102.0,801.0,FEB,2019
UD Sežana,210.0,202.0,187.0,138.0,737.0,FEB,2019
OS Kranj,1749.0,1244.0,1398.0,896.0,5287.0,FEB,2019
UD Jesenice,265.0,222.0,185.0,87.0,759.0,FEB,2019
UD Kranj,904.0,507.0,606.0,433.0,2450.0,FEB,2019
UD Radovljica,205.0,211.0,269.0,166.0,851.0,FEB,2019
UD Škofja Loka,217.0,196.0,232.0,157.0,802.0,FEB,2019
UD Tržič,158.0,108.0,106.0,53.0,425.0,FEB,2019
OS Ljubljana,6729.0,5293.0,6098.0,4675.0,22795.0,FEB,2019
UD Cerknica,106.0,134.0,144.0,66.0,450.0,FEB,2019
UD Domžale,466.0,394.0,424.0,312.0,1596.0,FEB,2019
UD Grosuplje,482.0,379.0,321.0,184.0,1366.0,FEB,2019
UD Kamnik,279.0,264.0,266.0,158.0,967.0,FEB,2019
UD Kočevje,549.0,360.0,212.0,80.0,1201.0,FEB,2019
UD Ljubljana,4401.0,3316.0,4327.0,3621.0,15665.0,FEB,2019
UD Logatec,101.0,94.0,105.0,60.0,360.0,FEB,2019
UD Ribnica,112.0,106.0,81.0,54.0,353.0,FEB,2019
UD Vrhnika,233.0,246.0,218.0,140.0,837.0,FEB,2019
OS Maribor,3318.0,3012.0,2978.0,1959.0,11267.0,FEB,2019
UD Lenart,150.0,169.0,125.0,78.0,522.0,FEB,2019
UD Maribor,2396.0,2092.0,2190.0,1488.0,8166.0,FEB,2019
UD Pesnica,235.0,238.0,175.0,93.0,741.0,FEB,2019
UD Ruše,158.0,197.0,166.0,87.0,608.0,FEB,2019
UD Slovenska Bistrica,379.0,316.0,322.0,213.0,1230.0,FEB,2019
OS Murska Sobota,2622.0,1917.0,1304.0,783.0,6626.0,FEB,2019
UD Gornja Radgona,322.0,350.0,218.0,135.0,1025.0,FEB,2019
UD Lendava,591.0,423.0,270.0,139.0,1423.0,FEB,2019
UD Ljutomer,280.0,256.0,178.0,113.0,827.0,FEB,2019
UD Murska Sobota,1429.0,888.0,638.0,396.0,3351.0,FEB,2019
OS Nova Gorica,1037.0,733.0,750.0,569.0,3089.0,FEB,2019
UD Ajdovščina,225.0,200.0,162.0,120.0,707.0,FEB,2019
UD Idrija,91.0,72.0,68.0,45.0,276.0,FEB,2019
UD Nova Gorica,600.0,355.0,404.0,341.0,1700.0,FEB,2019
UD Tolmin,121.0,106.0,116.0,63.0,406.0,FEB,2019
OS Novo mesto,1741.0,861.0,650.0,416.0,3668.0,FEB,2019
UD Črnomelj,439.0,254.0,157.0,68.0,918.0,FEB,2019
UD Metlika,227.0,99.0,65.0,32.0,423.0,FEB,2019
UD Novo mesto,828.0,378.0,342.0,254.0,1802.0,FEB,2019
UD Trebnje,247.0,130.0,86.0,62.0,525.0,FEB,2019
OS Ptuj,784.0,903.0,883.0,401.0,2971.0,FEB,2019
UD Ormož,188.0,253.0,167.0,79.0,687.0,FEB,2019
UD Ptuj,596.0,650.0,716.0,322.0,2284.0,FEB,2019
OS Sevnica,1227.0,958.0,672.0,360.0,3217.0,FEB,2019
UD Brežice,325.0,356.0,271.0,139.0,1091.0,FEB,2019
UD Krško,709.0,375.0,268.0,131.0,1483.0,FEB,2019
UD Sevnica,193.0,227.0,133.0,90.0,643.0,FEB,2019
OS Trbovlje,842.0,675.0,554.0,334.0,2405.0,FEB,2019
UD Hrastnik,152.0,131.0,85.0,53.0,421.0,FEB,2019
UD Litija,208.0,145.0,105.0,73.0,531.0,FEB,2019
UD Trbovlje,297.0,264.0,224.0,129.0,914.0,FEB,2019
UD Zagorje,185.0,135.0,140.0,79.0,539.0,FEB,2019
OS Velenje,1422.0,1500.0,1263.0,739.0,4924.0,FEB,2019
UD Dravograd,83.0,104.0,80.0,39.0,306.0,FEB,2019
UD Mozirje,135.0,176.0,179.0,97.0,587.0,FEB,2019
UD Radlje ob Dravi,154.0,228.0,128.0,91.0,601.0,FEB,2019
UD Ravne na Koroškem,199.0,256.0,197.0,114.0,766.0,FEB,2019
UD Slovenj Gradec,176.0,213.0,151.0,106.0,646.0,FEB,2019
UD Velenje,675.0,523.0,528.0,292.0,2018.0,FEB,2019
,,,,,,FEB,2019
,,,,,80755.0,FEB,2019
OS Celje,2570.0,2404.0,2102.0,1278.0,8354.0,MAR,2019
UD Celje,741.0,741.0,749.0,543.0,2774.0,MAR,2019
UD Laško,191.0,174.0,171.0,84.0,620.0,MAR,2019
UD Slovenske Konjice,410.0,363.0,281.0,152.0,1206.0,MAR,2019
UD Šentjur,199.0,277.0,204.0,122.0,802.0,MAR,2019
UD Šmarje pri Jelšah,485.0,401.0,308.0,157.0,1351.0,MAR,2019
UD Žalec,544.0,448.0,389.0,220.0,1601.0,MAR,2019
OS Koper,1758.0,1416.0,1348.0,785.0,5307.0,MAR,2019
UD Ilirska Bistrica,134.0,127.0,96.0,59.0,416.0,MAR,2019
UD Izola,205.0,139.0,135.0,73.0,552.0,MAR,2019
UD Koper,675.0,540.0,545.0,303.0,2063.0,MAR,2019
UD Piran,242.0,213.0,220.0,127.0,802.0,MAR,2019
UD Postojna,305.0,202.0,173.0,95.0,775.0,MAR,2019
UD Sežana,197.0,195.0,179.0,128.0,699.0,MAR,2019
OS Kranj,1548.0,1184.0,1321.0,892.0,4945.0,MAR,2019
UD Jesenice,242.0,208.0,165.0,90.0,705.0,MAR,2019
UD Kranj,766.0,482.0,575.0,429.0,2252.0,MAR,2019
UD Radovljica,188.0,197.0,258.0,162.0,805.0,MAR,2019
UD Škofja Loka,204.0,192.0,219.0,159.0,774.0,MAR,2019
UD Tržič,148.0,105.0,104.0,52.0,409.0,MAR,2019
OS Ljubljana,6442.0,5046.0,5939.0,4540.0,21967.0,MAR,2019
UD Cerknica,96.0,131.0,129.0,60.0,416.0,MAR,2019
UD Domžale,431.0,380.0,440.0,305.0,1556.0,MAR,2019
UD Grosuplje,444.0,358.0,314.0,173.0,1289.0,MAR,2019
UD Kamnik,264.0,262.0,266.0,158.0,950.0,MAR,2019
UD Kočevje,555.0,353.0,202.0,81.0,1191.0,MAR,2019
UD Ljubljana,4241.0,3138.0,4209.0,3530.0,15118.0,MAR,2019
UD Logatec,95.0,101.0,98.0,56.0,350.0,MAR,2019
UD Ribnica,111.0,99.0,75.0,47.0,332.0,MAR,2019
UD Vrhnika,205.0,224.0,206.0,130.0,765.0,MAR,2019
OS Maribor,3027.0,2853.0,2828.0,1893.0,10601.0,MAR,2019
UD Lenart,120.0,144.0,117.0,74.0,455.0,MAR,2019
UD Maribor,2211.0,2002.0,2097.0,1447.0,7757.0,MAR,2019
UD Pesnica,207.0,217.0,163.0,90.0,677.0,MAR,2019
UD Ruše,149.0,189.0,150.0,82.0,570.0,MAR,2019
UD Slovenska Bistrica,340.0,301.0,301.0,200.0,1142.0,MAR,2019
OS Murska Sobota,2379.0,1711.0,1222.0,720.0,6032.0,MAR,2019
UD Gornja Radgona,296.0,304.0,197.0,128.0,925.0,MAR,2019
UD Lendava,563.0,395.0,257.0,131.0,1346.0,MAR,2019
UD Ljutomer,244.0,224.0,165.0,102.0,735.0,MAR,2019
UD Murska Sobota,1276.0,788.0,603.0,359.0,3026.0,MAR,2019
OS Nova Gorica,1002.0,726.0,714.0,557.0,2999.0,MAR,2019
UD Ajdovščina,212.0,196.0,155.0,115.0,678.0,MAR,2019
UD Idrija,91.0,67.0,72.0,49.0,279.0,MAR,2019
UD Nova Gorica,593.0,357.0,388.0,335.0,1673.0,MAR,2019
UD Tolmin,106.0,106.0,99.0,58.0,369.0,MAR,2019
OS Novo mesto,1647.0,816.0,621.0,398.0,3482.0,MAR,2019
UD Črnomelj,423.0,246.0,145.0,64.0,878.0,MAR,2019
UD Metlika,215.0,91.0,61.0,30.0,397.0,MAR,2019
UD Novo mesto,785.0,360.0,334.0,246.0,1725.0,MAR,2019
UD Trebnje,224.0,119.0,81.0,58.0,482.0,MAR,2019
OS Ptuj,714.0,820.0,825.0,369.0,2728.0,MAR,2019
UD Ormož,158.0,215.0,153.0,70.0,596.0,MAR,2019
UD Ptuj,556.0,605.0,672.0,299.0,2132.0,MAR,2019
OS Sevnica,1161.0,902.0,651.0,347.0,3061.0,MAR,2019
UD Brežice,321.0,337.0,261.0,135.0,1054.0,MAR,2019
UD Krško,669.0,346.0,257.0,123.0,1395.0,MAR,2019
UD Sevnica,171.0,219.0,133.0,89.0,612.0,MAR,2019
OS Trbovlje,797.0,670.0,545.0,319.0,2331.0,MAR,2019
UD Hrastnik,154.0,130.0,76.0,53.0,413.0,MAR,2019
UD Litija,199.0,139.0,108.0,71.0,517.0,MAR,2019
UD Trbovlje,282.0,257.0,225.0,121.0,885.0,MAR,2019
UD Zagorje,162.0,144.0,136.0,74.0,516.0,MAR,2019
OS Velenje,1317.0,1435.0,1263.0,711.0,4726.0,MAR,2019
UD Dravograd,85.0,98.0,76.0,39.0,298.0,MAR,2019
UD Mozirje,132.0,176.0,180.0,94.0,582.0,MAR,2019
UD Radlje ob Dravi,144.0,202.0,129.0,82.0,557.0,MAR,2019
UD Ravne na Koroškem,190.0,247.0,205.0,112.0,754.0,MAR,2019
UD Slovenj Gradec,173.0,205.0,152.0,105.0,635.0,MAR,2019
UD Velenje,593.0,507.0,521.0,279.0,1900.0,MAR,2019
,,,,,,MAR,2019
,,,,,76533.0,MAR,2019
OS Celje,2473.0,2365.0,2058.0,1252.0,8148.0,APR,2019
UD Celje,717.0,717.0,740.0,525.0,2699.0,APR,2019
UD Laško,181.0,179.0,160.0,81.0,601.0,APR,2019
UD Slovenske Konjice,399.0,363.0,291.0,143.0,1196.0,APR,2019
UD Šentjur,198.0,266.0,196.0,123.0,783.0,APR,2019
UD Šmarje pri Jelšah,466.0,408.0,297.0,146.0,1317.0,APR,2019
UD Žalec,512.0,432.0,374.0,234.0,1552.0,APR,2019
OS Koper,1637.0,1339.0,1298.0,735.0,5009.0,APR,2019
UD Ilirska Bistrica,131.0,126.0,101.0,53.0,411.0,APR,2019
UD Izola,187.0,140.0,134.0,65.0,526.0,APR,2019
UD Koper,640.0,511.0,526.0,302.0,1979.0,APR,2019
UD Piran,213.0,184.0,195.0,115.0,707.0,APR,2019
UD Postojna,278.0,187.0,163.0,88.0,716.0,APR,2019
UD Sežana,188.0,191.0,179.0,112.0,670.0,APR,2019
OS Kranj,1469.0,1178.0,1259.0,847.0,4753.0,APR,2019
UD Jesenice,237.0,216.0,164.0,88.0,705.0,APR,2019
UD Kranj,711.0,482.0,557.0,410.0,2160.0,APR,2019
UD Radovljica,171.0,180.0,234.0,147.0,732.0,APR,2019
UD Škofja Loka,204.0,197.0,205.0,151.0,757.0,APR,2019
UD Tržič,146.0,103.0,99.0,51.0,399.0,APR,2019
OS Ljubljana,6249.0,4914.0,5820.0,4451.0,21434.0,APR,2019
UD Cerknica,90.0,123.0,123.0,58.0,394.0,APR,2019
UD Domžale,425.0,373.0,423.0,309.0,1530.0,APR,2019
UD Grosuplje,431.0,336.0,310.0,168.0,1245.0,APR,2019
UD Kamnik,260.0,251.0,254.0,160.0,925.0,APR,2019
UD Kočevje,534.0,343.0,191.0,74.0,1142.0,APR,2019
UD Ljubljana,4118.0,3081.0,4148.0,3455.0,14802.0,APR,2019
UD Logatec,92.0,98.0,92.0,55.0,337.0,APR,2019
UD Ribnica,108.0,98.0,74.0,45.0,325.0,APR,2019
UD Vrhnika,191.0,211.0,205.0,127.0,734.0,APR,2019
OS Maribor,2910.0,2735.0,2784.0,1861.0,10290.0,APR,2019
UD Lenart,104.0,127.0,101.0,73.0,405.0,APR,2019
UD Maribor,2138.0,1916.0,2073.0,1418.0,7545.0,APR,2019
UD Pesnica,203.0,205.0,164.0,88.0,660.0,APR,2019
UD Ruše,136.0,182.0,150.0,81.0,549.0,APR,2019
UD Slovenska Bistrica,329.0,305.0,296.0,201.0,1131.0,APR,2019
OS Murska Sobota,2272.0,1578.0,1149.0,689.0,5688.0,APR,2019
UD Gornja Radgona,280.0,279.0,191.0,119.0,869.0,APR,2019
UD Lendava,535.0,369.0,238.0,121.0,1263.0,APR,2019
UD Ljutomer,236.0,204.0,149.0,94.0,683.0,APR,2019
UD Murska Sobota,1221.0,726.0,571.0,355.0,2873.0,APR,2019
OS Nova Gorica,978.0,688.0,680.0,541.0,2887.0,APR,2019
UD Ajdovščina,211.0,188.0,153.0,111.0,663.0,APR,2019
UD Idrija,89.0,65.0,74.0,44.0,272.0,APR,2019
UD Nova Gorica,583.0,334.0,364.0,328.0,1609.0,APR,2019
UD Tolmin,95.0,101.0,89.0,58.0,343.0,APR,2019
OS Novo mesto,1598.0,790.0,617.0,374.0,3379.0,APR,2019
UD Črnomelj,427.0,239.0,150.0,55.0,871.0,APR,2019
UD Metlika,200.0,87.0,60.0,31.0,378.0,APR,2019
UD Novo mesto,754.0,354.0,327.0,237.0,1672.0,APR,2019
UD Trebnje,217.0,110.0,80.0,51.0,458.0,APR,2019
OS Ptuj,655.0,772.0,784.0,361.0,2572.0,APR,2019
UD Ormož,141.0,207.0,144.0,64.0,556.0,APR,2019
UD Ptuj,514.0,565.0,640.0,297.0,2016.0,APR,2019
OS Sevnica,1114.0,872.0,608.0,345.0,2939.0,APR,2019
UD Brežice,305.0,325.0,248.0,126.0,1004.0,APR,2019
UD Krško,650.0,335.0,237.0,125.0,1347.0,APR,2019
UD Sevnica,159.0,212.0,123.0,94.0,588.0,APR,2019
OS Trbovlje,794.0,658.0,533.0,315.0,2300.0,APR,2019
UD Hrastnik,160.0,127.0,80.0,53.0,420.0,APR,2019
UD Litija,195.0,136.0,96.0,67.0,494.0,APR,2019
UD Trbovlje,275.0,251.0,221.0,120.0,867.0,APR,2019
UD Zagorje,164.0,144.0,136.0,75.0,519.0,APR,2019
OS Velenje,1246.0,1399.0,1234.0,687.0,4566.0,APR,2019
UD Dravograd,82.0,95.0,72.0,33.0,282.0,APR,2019
UD Mozirje,129.0,179.0,175.0,90.0,573.0,APR,2019
UD Radlje ob Dravi,135.0,193.0,127.0,78.0,533.0,APR,2019
UD Ravne na Koroškem,181.0,244.0,198.0,108.0,731.0,APR,2019
UD Slovenj Gradec,168.0,206.0,150.0,105.0,629.0,APR,2019
UD Velenje,551.0,482.0,512.0,273.0,1818.0,APR,2019
,,,,,,APR,2019
,,,,,73965.0,APR,2019
OS Celje,2412.0,2318.0,2012.0,1229.0,7971.0,MAJ,2019
UD Celje,678.0,699.0,720.0,514.0,2611.0,MAJ,2019
UD Laško,188.0,181.0,159.0,74.0,602.0,MAJ,2019
UD Slovenske Konjice,393.0,360.0,277.0,141.0,1171.0,MAJ,2019
UD Šentjur,198.0,260.0,193.0,120.0,771.0,MAJ,2019
UD Šmarje pri Jelšah,456.0,401.0,293.0,148.0,1298.0,MAJ,2019
UD Žalec,499.0,417.0,370.0,232.0,1518.0,MAJ,2019
OS Koper,1576.0,1284.0,1217.0,698.0,4775.0,MAJ,2019
UD Ilirska Bistrica,139.0,128.0,91.0,52.0,410.0,MAJ,2019
UD Izola,174.0,139.0,117.0,64.0,494.0,MAJ,2019
UD Koper,606.0,485.0,508.0,277.0,1876.0,MAJ,2019
UD Piran,199.0,170.0,173.0,113.0,655.0,MAJ,2019
UD Postojna,272.0,181.0,149.0,81.0,683.0,MAJ,2019
UD Sežana,186.0,181.0,179.0,111.0,657.0,MAJ,2019
OS Kranj,1409.0,1124.0,1225.0,814.0,4572.0,MAJ,2019
UD Jesenice,221.0,194.0,150.0,84.0,649.0,MAJ,2019
UD Kranj,697.0,469.0,551.0,391.0,2108.0,MAJ,2019
UD Radovljica,151.0,173.0,224.0,143.0,691.0,MAJ,2019
UD Škofja Loka,201.0,188.0,211.0,149.0,749.0,MAJ,2019
UD Tržič,139.0,100.0,89.0,47.0,375.0,MAJ,2019
OS Ljubljana,6184.0,4824.0,5700.0,4361.0,21069.0,MAJ,2019
UD Cerknica,82.0,122.0,130.0,59.0,393.0,MAJ,2019
UD Domžale,424.0,365.0,408.0,306.0,1503.0,MAJ,2019
UD Grosuplje,431.0,329.0,311.0,171.0,1242.0,MAJ,2019
UD Kamnik,259.0,256.0,240.0,161.0,916.0,MAJ,2019
UD Kočevje,511.0,338.0,183.0,69.0,1101.0,MAJ,2019
UD Ljubljana,4098.0,3024.0,4068.0,3379.0,14569.0,MAJ,2019
UD Logatec,89.0,91.0,91.0,55.0,326.0,MAJ,2019
UD Ribnica,106.0,91.0,68.0,37.0,302.0,MAJ,2019
UD Vrhnika,184.0,208.0,201.0,124.0,717.0,MAJ,2019
OS Maribor,2789.0,2637.0,2716.0,1833.0,9975.0,MAJ,2019
UD Lenart,100.0,117.0,94.0,60.0,371.0,MAJ,2019
UD Maribor,2048.0,1850.0,2036.0,1385.0,7319.0,MAJ,2019
UD Pesnica,187.0,204.0,155.0,95.0,641.0,MAJ,2019
UD Ruše,131.0,170.0,145.0,89.0,535.0,MAJ,2019
UD Slovenska Bistrica,323.0,296.0,286.0,204.0,1109.0,MAJ,2019
OS Murska Sobota,2220.0,1536.0,1115.0,664.0,5535.0,MAJ,2019
UD Gornja Radgona,271.0,265.0,191.0,112.0,839.0,MAJ,2019
UD Lendava,532.0,364.0,239.0,120.0,1255.0,MAJ,2019
UD Ljutomer,221.0,195.0,150.0,91.0,657.0,MAJ,2019
UD Murska Sobota,1196.0,712.0,535.0,341.0,2784.0,MAJ,2019
OS Nova Gorica,939.0,682.0,647.0,522.0,2790.0,MAJ,2019
UD Ajdovščina,205.0,187.0,148.0,110.0,650.0,MAJ,2019
UD Idrija,95.0,60.0,69.0,48.0,272.0,MAJ,2019
UD Nova Gorica,547.0,340.0,349.0,308.0,1544.0,MAJ,2019
UD Tolmin,92.0,95.0,81.0,56.0,324.0,MAJ,2019
OS Novo mesto,1584.0,771.0,593.0,375.0,3323.0,MAJ,2019
UD Črnomelj,418.0,231.0,148.0,54.0,851.0,MAJ,2019
UD Metlika,202.0,85.0,56.0,26.0,369.0,MAJ,2019
UD Novo mesto,749.0,347.0,308.0,240.0,1644.0,MAJ,2019
UD Trebnje,215.0,108.0,81.0,55.0,459.0,MAJ,2019
OS Ptuj,640.0,731.0,748.0,353.0,2472.0,MAJ,2019
UD Ormož,131.0,193.0,137.0,62.0,523.0,MAJ,2019
UD Ptuj,509.0,538.0,611.0,291.0,1949.0,MAJ,2019
OS Sevnica,1080.0,859.0,583.0,331.0,2853.0,MAJ,2019
UD Brežice,292.0,310.0,242.0,117.0,961.0,MAJ,2019
UD Krško,633.0,334.0,227.0,122.0,1316.0,MAJ,2019
UD Sevnica,155.0,215.0,114.0,92.0,576.0,MAJ,2019
OS Trbovlje,779.0,626.0,541.0,316.0,2262.0,MAJ,2019
UD Hrastnik,158.0,119.0,88.0,52.0,417.0,MAJ,2019
UD Litija,190.0,135.0,100.0,66.0,491.0,MAJ,2019
UD Trbovlje,269.0,241.0,218.0,123.0,851.0,MAJ,2019
UD Zagorje,162.0,131.0,135.0,75.0,503.0,MAJ,2019
OS Velenje,1197.0,1357.0,1176.0,685.0,4415.0,MAJ,2019
UD Dravograd,81.0,94.0,69.0,30.0,274.0,MAJ,2019
UD Mozirje,121.0,163.0,152.0,87.0,523.0,MAJ,2019
UD Radlje ob Dravi,135.0,191.0,128.0,79.0,533.0,MAJ,2019
UD Ravne na Koroškem,179.0,235.0,204.0,108.0,726.0,MAJ,2019
UD Slovenj Gradec,160.0,207.0,149.0,104.0,620.0,MAJ,2019
UD Velenje,521.0,467.0,474.0,277.0,1739.0,MAJ,2019
,,,,,,MAJ,2019
,,,,,72012.0,MAJ,2019
OS Celje,2341.0,2277.0,1974.0,1237.0,7829.0,JUN,2019
UD Celje,650.0,678.0,690.0,524.0,2542.0,JUN,2019
UD Laško,186.0,184.0,154.0,73.0,597.0,JUN,2019
UD Slovenske Konjice,378.0,357.0,276.0,143.0,1154.0,JUN,2019
UD Šentjur,198.0,256.0,203.0,126.0,783.0,JUN,2019
UD Šmarje pri Jelšah,452.0,390.0,296.0,145.0,1283.0,JUN,2019
UD Žalec,477.0,412.0,355.0,226.0,1470.0,JUN,2019
OS Koper,1503.0,1225.0,1162.0,686.0,4576.0,JUN,2019
UD Ilirska Bistrica,133.0,129.0,83.0,60.0,405.0,JUN,2019
UD Izola,166.0,126.0,108.0,60.0,460.0,JUN,2019
UD Koper,575.0,461.0,490.0,280.0,1806.0,JUN,2019
UD Piran,178.0,157.0,168.0,102.0,605.0,JUN,2019
UD Postojna,270.0,177.0,145.0,79.0,671.0,JUN,2019
UD Sežana,181.0,175.0,168.0,105.0,629.0,JUN,2019
OS Kranj,1367.0,1090.0,1223.0,823.0,4503.0,JUN,2019
UD Jesenice,201.0,178.0,144.0,86.0,609.0,JUN,2019
UD Kranj,673.0,460.0,571.0,397.0,2101.0,JUN,2019
UD Radovljica,142.0,158.0,215.0,141.0,656.0,JUN,2019
UD Škofja Loka,206.0,192.0,199.0,148.0,745.0,JUN,2019
UD Tržič,145.0,102.0,94.0,51.0,392.0,JUN,2019
OS Ljubljana,6116.0,4793.0,5664.0,4259.0,20832.0,JUN,2019
UD Cerknica,80.0,121.0,124.0,65.0,390.0,JUN,2019
UD Domžale,430.0,360.0,399.0,299.0,1488.0,JUN,2019
UD Grosuplje,413.0,333.0,302.0,170.0,1218.0,JUN,2019
UD Kamnik,265.0,255.0,233.0,152.0,905.0,JUN,2019
UD Kočevje,506.0,332.0,183.0,69.0,1090.0,JUN,2019
UD Ljubljana,4050.0,3009.0,4053.0,3292.0,14404.0,JUN,2019
UD Logatec,92.0,89.0,88.0,50.0,319.0,JUN,2019
UD Ribnica,109.0,95.0,73.0,37.0,314.0,JUN,2019
UD Vrhnika,171.0,199.0,209.0,125.0,704.0,JUN,2019
OS Maribor,2739.0,2618.0,2660.0,1811.0,9828.0,JUN,2019
UD Lenart,95.0,114.0,103.0,57.0,369.0,JUN,2019
UD Maribor,2029.0,1832.0,1982.0,1373.0,7216.0,JUN,2019
UD Pesnica,184.0,206.0,138.0,87.0,615.0,JUN,2019
UD Ruše,118.0,169.0,142.0,94.0,523.0,JUN,2019
UD Slovenska Bistrica,313.0,297.0,295.0,200.0,1105.0,JUN,2019
OS Murska Sobota,2187.0,1529.0,1097.0,649.0,5462.0,JUN,2019
UD Gornja Radgona,267.0,264.0,190.0,104.0,825.0,JUN,2019
UD Lendava,527.0,358.0,230.0,113.0,1228.0,JUN,2019
UD Ljutomer,218.0,200.0,138.0,94.0,650.0,JUN,2019
UD Murska Sobota,1175.0,707.0,539.0,338.0,2759.0,JUN,2019
OS Nova Gorica,890.0,669.0,633.0,506.0,2698.0,JUN,2019
UD Ajdovščina,195.0,180.0,150.0,108.0,633.0,JUN,2019
UD Idrija,85.0,60.0,65.0,47.0,257.0,JUN,2019
UD Nova Gorica,526.0,342.0,342.0,296.0,1506.0,JUN,2019
UD Tolmin,84.0,87.0,76.0,55.0,302.0,JUN,2019
OS Novo mesto,1553.0,758.0,584.0,367.0,3262.0,JUN,2019
UD Črnomelj,417.0,230.0,144.0,56.0,847.0,JUN,2019
UD Metlika,198.0,83.0,55.0,25.0,361.0,JUN,2019
UD Novo mesto,725.0,344.0,304.0,235.0,1608.0,JUN,2019
UD Trebnje,213.0,101.0,81.0,51.0,446.0,JUN,2019
OS Ptuj,616.0,707.0,727.0,366.0,2416.0,JUN,2019
UD Ormož,126.0,184.0,133.0,72.0,515.0,JUN,2019
UD Ptuj,490.0,523.0,594.0,294.0,1901.0,JUN,2019
OS Sevnica,1067.0,845.0,584.0,322.0,2818.0,JUN,2019
UD Brežice,286.0,295.0,234.0,115.0,930.0,JUN,2019
UD Krško,628.0,333.0,237.0,122.0,1320.0,JUN,2019
UD Sevnica,153.0,217.0,113.0,85.0,568.0,JUN,2019
OS Trbovlje,762.0,606.0,513.0,309.0,2190.0,JUN,2019
UD Hrastnik,159.0,116.0,93.0,49.0,417.0,JUN,2019
UD Litija,182.0,132.0,87.0,66.0,467.0,JUN,2019
UD Trbovlje,265.0,232.0,206.0,117.0,820.0,JUN,2019
UD Zagorje,156.0,126.0,127.0,77.0,486.0,JUN,2019
OS Velenje,1156.0,1334.0,1162.0,681.0,4333.0,JUN,2019
UD Dravograd,74.0,88.0,67.0,35.0,264.0,JUN,2019
UD Mozirje,116.0,162.0,153.0,95.0,526.0,JUN,2019
UD Radlje ob Dravi,126.0,183.0,128.0,75.0,512.0,JUN,2019
UD Ravne na Koroškem,162.0,235.0,203.0,107.0,707.0,JUN,2019
UD Slovenj Gradec,161.0,206.0,147.0,102.0,616.0,JUN,2019
UD Velenje,517.0,460.0,464.0,267.0,1708.0,JUN,2019
,,,,,,JUN,2019
,,,,,70747.0,JUN,2019
OS Celje,2350.0,2302.0,2031.0,1282.0,7965.0,JUL,2019
UD Celje,651.0,689.0,724.0,545.0,2609.0,JUL,2019
UD Laško,184.0,169.0,156.0,78.0,587.0,JUL,2019
UD Slovenske Konjice,384.0,367.0,274.0,144.0,1169.0,JUL,2019
UD Šentjur,201.0,251.0,203.0,131.0,786.0,JUL,2019
UD Šmarje pri Jelšah,455.0,397.0,306.0,148.0,1306.0,JUL,2019
UD Žalec,475.0,429.0,368.0,236.0,1508.0,JUL,2019
OS Koper,1459.0,1226.0,1174.0,757.0,4616.0,JUL,2019
UD Ilirska Bistrica,127.0,126.0,81.0,69.0,403.0,JUL,2019
UD Izola,158.0,129.0,108.0,65.0,460.0,JUL,2019
UD Koper,568.0,467.0,500.0,305.0,1840.0,JUL,2019
UD Piran,169.0,157.0,171.0,113.0,610.0,JUL,2019
UD Postojna,258.0,175.0,147.0,88.0,668.0,JUL,2019
UD Sežana,179.0,172.0,167.0,117.0,635.0,JUL,2019
OS Kranj,1369.0,1085.0,1222.0,883.0,4559.0,JUL,2019
UD Jesenice,192.0,171.0,144.0,96.0,603.0,JUL,2019
UD Kranj,684.0,463.0,588.0,439.0,2174.0,JUL,2019
UD Radovljica,146.0,152.0,204.0,142.0,644.0,JUL,2019
UD Škofja Loka,206.0,191.0,200.0,152.0,749.0,JUL,2019
UD Tržič,141.0,108.0,86.0,54.0,389.0,JUL,2019
OS Ljubljana,6119.0,4833.0,5740.0,4432.0,21124.0,JUL,2019
UD Cerknica,77.0,127.0,123.0,72.0,399.0,JUL,2019
UD Domžale,427.0,356.0,420.0,319.0,1522.0,JUL,2019
