Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year
OS Novo mesto,1651.0,807.0,675.0,407.0,3540.0,MAJ,izob
UD Črnomelj,427.0,204.0,145.0,58.0,834.0,MAJ,izob
UD Metlika,215.0,102.0,61.0,30.0,408.0,MAJ,izob
UD Novo mesto,777.0,387.0,389.0,252.0,1805.0,MAJ,izob
UD Trebnje,232.0,114.0,80.0,67.0,493.0,MAJ,izob
OS Ptuj,724.0,903.0,871.0,374.0,2872.0,MAJ,izob
UD Ormož,140.0,173.0,152.0,66.0,531.0,MAJ,izob
UD Ptuj,584.0,730.0,719.0,308.0,2341.0,MAJ,izob
OS Sevnica,1149.0,1000.0,689.0,368.0,3206.0,MAJ,izob
UD Brežice,289.0,366.0,284.0,140.0,1079.0,MAJ,izob
UD Krško,664.0,384.0,268.0,133.0,1449.0,MAJ,izob
UD Sevnica,196.0,250.0,137.0,95.0,678.0,MAJ,izob
OS Trbovlje,843.0,666.0,536.0,271.0,2316.0,MAJ,izob
UD Hrastnik,169.0,126.0,91.0,44.0,430.0,MAJ,izob
UD Litija,207.0,155.0,122.0,59.0,543.0,MAJ,izob
UD Trbovlje,309.0,248.0,200.0,114.0,871.0,MAJ,izob
UD Zagorje,158.0,137.0,123.0,54.0,472.0,MAJ,izob
OS Velenje,1143.0,1204.0,1136.0,666.0,4149.0,MAJ,izob
UD Dravograd,57.0,68.0,70.0,35.0,230.0,MAJ,izob
UD Mozirje,105.0,113.0,125.0,54.0,397.0,MAJ,izob
UD Radlje ob Dravi,123.0,196.0,143.0,72.0,534.0,MAJ,izob
UD Ravne na Koroškem,157.0,221.0,205.0,96.0,679.0,MAJ,izob
UD Slovenj Gradec,155.0,189.0,159.0,102.0,605.0,MAJ,izob
UD Velenje,546.0,417.0,434.0,307.0,1704.0,MAJ,izob
OS Celje,2194.0,2222.0,2075.0,1214.0,7705.0,JUN,izob
UD Celje,636.0,667.0,696.0,490.0,2489.0,JUN,izob
UD Laško,174.0,157.0,133.0,53.0,517.0,JUN,izob
UD Slovenske Konjice,345.0,333.0,296.0,155.0,1129.0,JUN,izob
UD Šentjur,183.0,230.0,186.0,118.0,717.0,JUN,izob
UD Šmarje pri Jelšah,475.0,460.0,362.0,170.0,1467.0,JUN,izob
UD Žalec,381.0,375.0,402.0,228.0,1386.0,JUN,izob
OS Koper,1615.0,1290.0,1372.0,767.0,5044.0,JUN,izob
UD Ilirska Bistrica,98.0,100.0,81.0,45.0,324.0,JUN,izob
UD Izola,180.0,131.0,153.0,75.0,539.0,JUN,izob
UD Koper,636.0,512.0,574.0,322.0,2044.0,JUN,izob
UD Piran,195.0,193.0,211.0,127.0,726.0,JUN,izob
UD Postojna,268.0,172.0,154.0,91.0,685.0,JUN,izob
UD Sežana,238.0,182.0,199.0,107.0,726.0,JUN,izob
OS Kranj,1398.0,1138.0,1379.0,830.0,4745.0,JUN,izob
UD Jesenice,240.0,223.0,194.0,93.0,750.0,JUN,izob
UD Kranj,686.0,447.0,609.0,413.0,2155.0,JUN,izob
UD Radovljica,203.0,199.0,278.0,164.0,844.0,JUN,izob
UD Škofja Loka,179.0,198.0,215.0,125.0,717.0,JUN,izob
UD Tržič,90.0,71.0,83.0,35.0,279.0,JUN,izob
OS Ljubljana,6431.0,4667.0,5942.0,4249.0,21289.0,JUN,izob
UD Cerknica,76.0,96.0,102.0,41.0,315.0,JUN,izob
UD Domžale,483.0,410.0,448.0,318.0,1659.0,JUN,izob
UD Grosuplje,386.0,273.0,273.0,169.0,1101.0,JUN,izob
UD Kamnik,284.0,243.0,258.0,147.0,932.0,JUN,izob
UD Kočevje,427.0,264.0,158.0,58.0,907.0,JUN,izob
UD Ljubljana,4393.0,3016.0,4340.0,3270.0,15019.0,JUN,izob
UD Logatec,73.0,80.0,84.0,66.0,303.0,JUN,izob
UD Ribnica,102.0,80.0,71.0,39.0,292.0,JUN,izob
UD Vrhnika,207.0,205.0,208.0,141.0,761.0,JUN,izob
OS Maribor,2846.0,2517.0,2729.0,1730.0,9822.0,JUN,izob
UD Lenart,95.0,104.0,90.0,60.0,349.0,JUN,izob
UD Maribor,2110.0,1784.0,2033.0,1330.0,7257.0,JUN,izob
UD Pesnica,196.0,193.0,162.0,78.0,629.0,JUN,izob
UD Ruše,136.0,182.0,148.0,89.0,555.0,JUN,izob
UD Slovenska Bistrica,309.0,254.0,296.0,173.0,1032.0,JUN,izob
OS Murska Sobota,1727.0,1241.0,927.0,538.0,4433.0,JUN,izob
UD Gornja Radgona,178.0,204.0,149.0,92.0,623.0,JUN,izob
UD Lendava,426.0,321.0,190.0,97.0,1034.0,JUN,izob
UD Ljutomer,176.0,132.0,115.0,78.0,501.0,JUN,izob
UD Murska Sobota,947.0,584.0,473.0,271.0,2275.0,JUN,izob
OS Nova Gorica,921.0,654.0,664.0,539.0,2778.0,JUN,izob
UD Ajdovščina,199.0,164.0,147.0,104.0,614.0,JUN,izob
UD Idrija,90.0,64.0,67.0,55.0,276.0,JUN,izob
UD Nova Gorica,532.0,331.0,375.0,325.0,1563.0,JUN,izob
UD Tolmin,100.0,95.0,75.0,55.0,325.0,JUN,izob
OS Novo mesto,1593.0,767.0,623.0,386.0,3369.0,JUN,izob
UD Črnomelj,409.0,193.0,131.0,60.0,793.0,JUN,izob
UD Metlika,208.0,95.0,57.0,29.0,389.0,JUN,izob
UD Novo mesto,751.0,373.0,362.0,237.0,1723.0,JUN,izob
UD Trebnje,225.0,106.0,73.0,60.0,464.0,JUN,izob
OS Ptuj,672.0,841.0,807.0,352.0,2672.0,JUN,izob
UD Ormož,128.0,162.0,142.0,59.0,491.0,JUN,izob
UD Ptuj,544.0,679.0,665.0,293.0,2181.0,JUN,izob
OS Sevnica,1118.0,958.0,646.0,340.0,3062.0,JUN,izob
UD Brežice,279.0,346.0,257.0,132.0,1014.0,JUN,izob
UD Krško,652.0,363.0,260.0,121.0,1396.0,JUN,izob
UD Sevnica,187.0,249.0,129.0,87.0,652.0,JUN,izob
OS Trbovlje,807.0,642.0,513.0,266.0,2228.0,JUN,izob
UD Hrastnik,163.0,122.0,86.0,44.0,415.0,JUN,izob
UD Litija,193.0,151.0,113.0,63.0,520.0,JUN,izob
UD Trbovlje,303.0,237.0,189.0,110.0,839.0,JUN,izob
UD Zagorje,148.0,132.0,125.0,49.0,454.0,JUN,izob
OS Velenje,1095.0,1153.0,1084.0,615.0,3947.0,JUN,izob
UD Dravograd,48.0,71.0,70.0,31.0,220.0,JUN,izob
UD Mozirje,101.0,103.0,120.0,54.0,378.0,JUN,izob
UD Radlje ob Dravi,122.0,188.0,135.0,67.0,512.0,JUN,izob
UD Ravne na Koroškem,156.0,215.0,196.0,85.0,652.0,JUN,izob
UD Slovenj Gradec,153.0,178.0,145.0,86.0,562.0,JUN,izob
UD Velenje,515.0,398.0,418.0,292.0,1623.0,JUN,izob
OS Celje,2157.0,2197.0,2071.0,1243.0,7668.0,JUL,izob
UD Celje,616.0,660.0,690.0,494.0,2460.0,JUL,izob
UD Laško,175.0,158.0,131.0,54.0,518.0,JUL,izob
UD Slovenske Konjice,340.0,332.0,298.0,159.0,1129.0,JUL,izob
UD Šentjur,183.0,232.0,190.0,122.0,727.0,JUL,izob
UD Šmarje pri Jelšah,468.0,440.0,368.0,179.0,1455.0,JUL,izob
UD Žalec,375.0,375.0,394.0,235.0,1379.0,JUL,izob
OS Koper,1518.0,1227.0,1316.0,800.0,4861.0,JUL,izob
UD Ilirska Bistrica,90.0,98.0,78.0,50.0,316.0,JUL,izob
UD Izola,163.0,122.0,142.0,76.0,503.0,JUL,izob
UD Koper,622.0,486.0,551.0,332.0,1991.0,JUL,izob
UD Piran,169.0,178.0,201.0,135.0,683.0,JUL,izob
UD Postojna,247.0,163.0,151.0,95.0,656.0,JUL,izob
UD Sežana,227.0,180.0,193.0,112.0,712.0,JUL,izob
OS Kranj,1347.0,1091.0,1373.0,892.0,4703.0,JUL,izob
UD Jesenice,217.0,206.0,195.0,99.0,717.0,JUL,izob
UD Kranj,675.0,447.0,620.0,444.0,2186.0,JUL,izob
UD Radovljica,187.0,175.0,252.0,170.0,784.0,JUL,izob
UD Škofja Loka,182.0,190.0,218.0,142.0,732.0,JUL,izob
UD Tržič,86.0,73.0,88.0,37.0,284.0,JUL,izob
OS Ljubljana,6352.0,4570.0,5835.0,4288.0,21045.0,JUL,izob
UD Cerknica,74.0,92.0,96.0,48.0,310.0,JUL,izob
UD Domžale,477.0,401.0,452.0,332.0,1662.0,JUL,izob
UD Grosuplje,371.0,270.0,275.0,170.0,1086.0,JUL,izob
UD Kamnik,281.0,228.0,250.0,157.0,916.0,JUL,izob
UD Kočevje,415.0,263.0,164.0,60.0,902.0,JUL,izob
UD Ljubljana,4349.0,2946.0,4241.0,3271.0,14807.0,JUL,izob
UD Logatec,71.0,78.0,78.0,66.0,293.0,JUL,izob
UD Ribnica,104.0,80.0,70.0,42.0,296.0,JUL,izob
UD Vrhnika,210.0,212.0,209.0,142.0,773.0,JUL,izob
OS Maribor,2779.0,2470.0,2688.0,1773.0,9710.0,JUL,izob
UD Lenart,84.0,95.0,82.0,61.0,322.0,JUL,izob
UD Maribor,2058.0,1750.0,2010.0,1359.0,7177.0,JUL,izob
UD Pesnica,188.0,184.0,159.0,81.0,612.0,JUL,izob
UD Ruše,133.0,176.0,144.0,87.0,540.0,JUL,izob
UD Slovenska Bistrica,316.0,265.0,293.0,185.0,1059.0,JUL,izob
OS Murska Sobota,1669.0,1237.0,936.0,584.0,4426.0,JUL,izob
UD Gornja Radgona,186.0,221.0,158.0,101.0,666.0,JUL,izob
UD Lendava,403.0,298.0,193.0,105.0,999.0,JUL,izob
UD Ljutomer,172.0,151.0,119.0,83.0,525.0,JUL,izob
UD Murska Sobota,908.0,567.0,466.0,295.0,2236.0,JUL,izob
OS Nova Gorica,890.0,615.0,654.0,567.0,2726.0,JUL,izob
UD Ajdovščina,192.0,156.0,141.0,118.0,607.0,JUL,izob
UD Idrija,83.0,58.0,63.0,56.0,260.0,JUL,izob
UD Nova Gorica,520.0,314.0,387.0,336.0,1557.0,JUL,izob
UD Tolmin,95.0,87.0,63.0,57.0,302.0,JUL,izob
OS Novo mesto,1579.0,780.0,606.0,399.0,3364.0,JUL,izob
UD Črnomelj,409.0,195.0,121.0,60.0,785.0,JUL,izob
UD Metlika,202.0,100.0,64.0,33.0,399.0,JUL,izob
UD Novo mesto,751.0,377.0,351.0,250.0,1729.0,JUL,izob
UD Trebnje,217.0,108.0,70.0,56.0,451.0,JUL,izob
OS Ptuj,706.0,962.0,897.0,380.0,2945.0,JUL,izob
UD Ormož,164.0,292.0,246.0,78.0,780.0,JUL,izob
UD Ptuj,542.0,670.0,651.0,302.0,2165.0,JUL,izob
OS Sevnica,1105.0,943.0,637.0,345.0,3030.0,JUL,izob
UD Brežice,275.0,341.0,253.0,135.0,1004.0,JUL,izob
UD Krško,652.0,354.0,254.0,116.0,1376.0,JUL,izob
UD Sevnica,178.0,248.0,130.0,94.0,650.0,JUL,izob
OS Trbovlje,809.0,633.0,526.0,280.0,2248.0,JUL,izob
UD Hrastnik,164.0,120.0,88.0,46.0,418.0,JUL,izob
UD Litija,186.0,149.0,116.0,62.0,513.0,JUL,izob
UD Trbovlje,312.0,234.0,195.0,111.0,852.0,JUL,izob
UD Zagorje,147.0,130.0,127.0,61.0,465.0,JUL,izob
OS Velenje,1124.0,1134.0,1053.0,618.0,3929.0,JUL,izob
UD Dravograd,45.0,70.0,69.0,31.0,215.0,JUL,izob
UD Mozirje,101.0,93.0,109.0,57.0,360.0,JUL,izob
UD Radlje ob Dravi,119.0,184.0,132.0,62.0,497.0,JUL,izob
UD Ravne na Koroškem,162.0,209.0,193.0,85.0,649.0,JUL,izob
UD Slovenj Gradec,161.0,184.0,137.0,86.0,568.0,JUL,izob
UD Velenje,536.0,394.0,413.0,297.0,1640.0,JUL,izob
OS Celje,2122.0,2153.0,2011.0,1235.0,7521.0,AVG,izob
UD Celje,613.0,631.0,675.0,484.0,2403.0,AVG,izob
UD Laško,175.0,160.0,127.0,59.0,521.0,AVG,izob
UD Slovenske Konjice,332.0,334.0,282.0,153.0,1101.0,AVG,izob
UD Šentjur,182.0,233.0,190.0,131.0,736.0,AVG,izob
UD Šmarje pri Jelšah,453.0,425.0,355.0,174.0,1407.0,AVG,izob
UD Žalec,367.0,370.0,382.0,234.0,1353.0,AVG,izob
OS Koper,1482.0,1189.0,1286.0,780.0,4737.0,AVG,izob
UD Ilirska Bistrica,91.0,102.0,73.0,48.0,314.0,AVG,izob
UD Izola,153.0,117.0,138.0,72.0,480.0,AVG,izob
UD Koper,609.0,473.0,536.0,325.0,1943.0,AVG,izob
UD Piran,169.0,176.0,202.0,131.0,678.0,AVG,izob
UD Postojna,243.0,150.0,148.0,98.0,639.0,AVG,izob
UD Sežana,217.0,171.0,189.0,106.0,683.0,AVG,izob
OS Kranj,1307.0,1060.0,1331.0,886.0,4584.0,AVG,izob
UD Jesenice,218.0,198.0,185.0,100.0,701.0,AVG,izob
UD Kranj,648.0,432.0,596.0,452.0,2128.0,AVG,izob
UD Radovljica,175.0,176.0,248.0,163.0,762.0,AVG,izob
UD Škofja Loka,181.0,184.0,212.0,132.0,709.0,AVG,izob
UD Tržič,85.0,70.0,90.0,39.0,284.0,AVG,izob
OS Ljubljana,6248.0,4454.0,5715.0,4236.0,20653.0,AVG,izob
UD Cerknica,71.0,87.0,96.0,48.0,302.0,AVG,izob
UD Domžale,474.0,388.0,452.0,323.0,1637.0,AVG,izob
UD Grosuplje,355.0,267.0,276.0,166.0,1064.0,AVG,izob
UD Kamnik,270.0,231.0,251.0,158.0,910.0,AVG,izob
UD Kočevje,420.0,256.0,159.0,65.0,900.0,AVG,izob
UD Ljubljana,4265.0,2863.0,4119.0,3227.0,14474.0,AVG,izob
UD Logatec,73.0,81.0,79.0,66.0,299.0,AVG,izob
UD Ribnica,106.0,79.0,72.0,41.0,298.0,AVG,izob
UD Vrhnika,214.0,202.0,211.0,142.0,769.0,AVG,izob
OS Maribor,2691.0,2416.0,2593.0,1758.0,9458.0,AVG,izob
UD Lenart,82.0,87.0,76.0,61.0,306.0,AVG,izob
UD Maribor,2017.0,1707.0,1946.0,1338.0,7008.0,AVG,izob
UD Pesnica,181.0,184.0,155.0,79.0,599.0,AVG,izob
UD Ruše,120.0,181.0,139.0,90.0,530.0,AVG,izob
UD Slovenska Bistrica,291.0,257.0,277.0,190.0,1015.0,AVG,izob
OS Murska Sobota,1621.0,1188.0,907.0,574.0,4290.0,AVG,izob
UD Gornja Radgona,182.0,210.0,147.0,103.0,642.0,AVG,izob
UD Lendava,400.0,291.0,189.0,101.0,981.0,AVG,izob
UD Ljutomer,164.0,143.0,122.0,78.0,507.0,AVG,izob
UD Murska Sobota,875.0,544.0,449.0,292.0,2160.0,AVG,izob
OS Nova Gorica,853.0,583.0,645.0,566.0,2647.0,AVG,izob
UD Ajdovščina,184.0,156.0,137.0,125.0,602.0,AVG,izob
UD Idrija,76.0,52.0,63.0,50.0,241.0,AVG,izob
UD Nova Gorica,498.0,300.0,379.0,337.0,1514.0,AVG,izob
UD Tolmin,95.0,75.0,66.0,54.0,290.0,AVG,izob
OS Novo mesto,1562.0,769.0,609.0,393.0,3333.0,AVG,izob
UD Črnomelj,402.0,193.0,123.0,63.0,781.0,AVG,izob
UD Metlika,198.0,95.0,62.0,30.0,385.0,AVG,izob
UD Novo mesto,752.0,375.0,351.0,239.0,1717.0,AVG,izob
UD Trebnje,210.0,106.0,73.0,61.0,450.0,AVG,izob
OS Ptuj,713.0,945.0,890.0,369.0,2917.0,AVG,izob
UD Ormož,157.0,289.0,251.0,77.0,774.0,AVG,izob
UD Ptuj,556.0,656.0,639.0,292.0,2143.0,AVG,izob
OS Sevnica,1094.0,923.0,637.0,346.0,3000.0,AVG,izob
UD Brežice,272.0,329.0,251.0,135.0,987.0,AVG,izob
UD Krško,641.0,362.0,250.0,122.0,1375.0,AVG,izob
UD Sevnica,181.0,232.0,136.0,89.0,638.0,AVG,izob
OS Trbovlje,785.0,623.0,514.0,283.0,2205.0,AVG,izob
UD Hrastnik,163.0,120.0,91.0,48.0,422.0,AVG,izob
UD Litija,182.0,142.0,115.0,64.0,503.0,AVG,izob
UD Trbovlje,299.0,233.0,185.0,110.0,827.0,AVG,izob
UD Zagorje,141.0,128.0,123.0,61.0,453.0,AVG,izob
OS Velenje,1140.0,1164.0,1025.0,618.0,3947.0,AVG,izob
UD Dravograd,50.0,77.0,68.0,30.0,225.0,AVG,izob
UD Mozirje,98.0,87.0,106.0,61.0,352.0,AVG,izob
UD Radlje ob Dravi,116.0,183.0,122.0,59.0,480.0,AVG,izob
UD Ravne na Koroškem,163.0,214.0,198.0,90.0,665.0,AVG,izob
UD Slovenj Gradec,179.0,211.0,132.0,85.0,607.0,AVG,izob
UD Velenje,534.0,392.0,399.0,293.0,1618.0,AVG,izob
OS Celje,2026.0,2067.0,1915.0,1110.0,7118.0,SEP,izob
UD Celje,588.0,605.0,624.0,434.0,2251.0,SEP,izob
UD Laško,167.0,162.0,120.0,54.0,503.0,SEP,izob
UD Slovenske Konjice,311.0,318.0,272.0,136.0,1037.0,SEP,izob
UD Šentjur,179.0,220.0,195.0,114.0,708.0,SEP,izob
UD Šmarje pri Jelšah,439.0,406.0,330.0,165.0,1340.0,SEP,izob
UD Žalec,342.0,356.0,374.0,207.0,1279.0,SEP,izob
OS Koper,1464.0,1142.0,1224.0,713.0,4543.0,SEP,izob
UD Ilirska Bistrica,87.0,97.0,69.0,38.0,291.0,SEP,izob
UD Izola,160.0,122.0,130.0,64.0,476.0,SEP,izob
UD Koper,605.0,448.0,515.0,304.0,1872.0,SEP,izob
UD Piran,169.0,167.0,197.0,121.0,654.0,SEP,izob
UD Postojna,236.0,147.0,141.0,85.0,609.0,SEP,izob
UD Sežana,207.0,161.0,172.0,101.0,641.0,SEP,izob
OS Kranj,1244.0,991.0,1218.0,788.0,4241.0,SEP,izob
UD Jesenice,195.0,180.0,166.0,97.0,638.0,SEP,izob
UD Kranj,630.0,399.0,550.0,391.0,1970.0,SEP,izob
UD Radovljica,169.0,165.0,230.0,150.0,714.0,SEP,izob
UD Škofja Loka,166.0,184.0,186.0,113.0,649.0,SEP,izob
UD Tržič,84.0,63.0,86.0,37.0,270.0,SEP,izob
OS Ljubljana,6165.0,4269.0,5454.0,3956.0,19844.0,SEP,izob
UD Cerknica,73.0,88.0,88.0,45.0,294.0,SEP,izob
UD Domžale,474.0,370.0,444.0,300.0,1588.0,SEP,izob
UD Grosuplje,359.0,245.0,255.0,148.0,1007.0,SEP,izob
UD Kamnik,264.0,232.0,238.0,130.0,864.0,SEP,izob
UD Kočevje,406.0,252.0,151.0,59.0,868.0,SEP,izob
UD Ljubljana,4201.0,2742.0,3942.0,3052.0,13937.0,SEP,izob
UD Logatec,70.0,79.0,74.0,63.0,286.0,SEP,izob
UD Ribnica,106.0,72.0,71.0,35.0,284.0,SEP,izob
UD Vrhnika,212.0,189.0,191.0,124.0,716.0,SEP,izob
OS Maribor,2614.0,2316.0,2456.0,1605.0,8991.0,SEP,izob
UD Lenart,79.0,87.0,73.0,49.0,288.0,SEP,izob
UD Maribor,1964.0,1650.0,1835.0,1235.0,6684.0,SEP,izob
UD Pesnica,175.0,176.0,142.0,74.0,567.0,SEP,izob
UD Ruše,113.0,170.0,131.0,83.0,497.0,SEP,izob
UD Slovenska Bistrica,283.0,233.0,275.0,164.0,955.0,SEP,izob
OS Murska Sobota,1581.0,1141.0,828.0,500.0,4050.0,SEP,izob
UD Gornja Radgona,177.0,206.0,128.0,91.0,602.0,SEP,izob
UD Lendava,386.0,280.0,185.0,87.0,938.0,SEP,izob
UD Ljutomer,145.0,132.0,110.0,70.0,457.0,SEP,izob
UD Murska Sobota,873.0,523.0,405.0,252.0,2053.0,SEP,izob
OS Nova Gorica,825.0,579.0,608.0,495.0,2507.0,SEP,izob
UD Ajdovščina,172.0,151.0,132.0,107.0,562.0,SEP,izob
UD Idrija,73.0,52.0,55.0,35.0,215.0,SEP,izob
UD Nova Gorica,490.0,300.0,355.0,307.0,1452.0,SEP,izob
UD Tolmin,90.0,76.0,66.0,46.0,278.0,SEP,izob
OS Novo mesto,1568.0,745.0,603.0,368.0,3284.0,SEP,izob
UD Črnomelj,401.0,181.0,120.0,60.0,762.0,SEP,izob
UD Metlika,205.0,90.0,61.0,29.0,385.0,SEP,izob
UD Novo mesto,754.0,370.0,351.0,223.0,1698.0,SEP,izob
UD Trebnje,208.0,104.0,71.0,56.0,439.0,SEP,izob
OS Ptuj,688.0,913.0,817.0,331.0,2749.0,SEP,izob
UD Ormož,146.0,271.0,210.0,67.0,694.0,SEP,izob
UD Ptuj,542.0,642.0,607.0,264.0,2055.0,SEP,izob
OS Sevnica,1098.0,905.0,593.0,290.0,2886.0,SEP,izob
UD Brežice,278.0,324.0,244.0,108.0,954.0,SEP,izob
UD Krško,641.0,358.0,224.0,100.0,1323.0,SEP,izob
UD Sevnica,179.0,223.0,125.0,82.0,609.0,SEP,izob
OS Trbovlje,787.0,614.0,514.0,261.0,2176.0,SEP,izob
UD Hrastnik,159.0,119.0,86.0,42.0,406.0,SEP,izob
UD Litija,179.0,141.0,118.0,58.0,496.0,SEP,izob
UD Trbovlje,297.0,226.0,182.0,104.0,809.0,SEP,izob
UD Zagorje,152.0,128.0,128.0,57.0,465.0,SEP,izob
OS Velenje,1074.0,1122.0,974.0,563.0,3733.0,SEP,izob
UD Dravograd,46.0,70.0,63.0,27.0,206.0,SEP,izob
UD Mozirje,97.0,94.0,106.0,53.0,350.0,SEP,izob
UD Radlje ob Dravi,115.0,178.0,119.0,46.0,458.0,SEP,izob
UD Ravne na Koroškem,147.0,189.0,182.0,83.0,601.0,SEP,izob
UD Slovenj Gradec,164.0,202.0,119.0,85.0,570.0,SEP,izob
UD Velenje,505.0,389.0,385.0,269.0,1548.0,SEP,izob
OS Celje,2010.0,2046.0,1977.0,1165.0,7198.0,OKT,izob
UD Celje,583.0,591.0,637.0,454.0,2265.0,OKT,izob
UD Laško,169.0,156.0,130.0,54.0,509.0,OKT,izob
UD Slovenske Konjice,311.0,317.0,288.0,138.0,1054.0,OKT,izob
UD Šentjur,178.0,226.0,190.0,121.0,715.0,OKT,izob
UD Šmarje pri Jelšah,426.0,396.0,342.0,176.0,1340.0,OKT,izob
UD Žalec,343.0,360.0,390.0,222.0,1315.0,OKT,izob
OS Koper,1482.0,1183.0,1243.0,734.0,4642.0,OKT,izob
UD Ilirska Bistrica,88.0,96.0,73.0,35.0,292.0,OKT,izob
UD Izola,170.0,132.0,134.0,66.0,502.0,OKT,izob
UD Koper,614.0,456.0,519.0,323.0,1912.0,OKT,izob
UD Piran,175.0,172.0,202.0,122.0,671.0,OKT,izob
UD Postojna,231.0,158.0,145.0,90.0,624.0,OKT,izob
UD Sežana,204.0,169.0,170.0,98.0,641.0,OKT,izob
OS Kranj,1228.0,966.0,1237.0,805.0,4236.0,OKT,izob
UD Jesenice,206.0,183.0,171.0,86.0,646.0,OKT,izob
UD Kranj,612.0,387.0,564.0,393.0,1956.0,OKT,izob
UD Radovljica,171.0,161.0,226.0,166.0,724.0,OKT,izob
UD Škofja Loka,157.0,178.0,189.0,117.0,641.0,OKT,izob
UD Tržič,82.0,57.0,87.0,43.0,269.0,OKT,izob
OS Ljubljana,6071.0,4209.0,5491.0,4012.0,19783.0,OKT,izob
UD Cerknica,75.0,91.0,89.0,49.0,304.0,OKT,izob
UD Domžale,466.0,359.0,461.0,306.0,1592.0,OKT,izob
UD Grosuplje,343.0,240.0,259.0,149.0,991.0,OKT,izob
UD Kamnik,263.0,231.0,232.0,132.0,858.0,OKT,izob
UD Kočevje,399.0,249.0,160.0,59.0,867.0,OKT,izob
UD Ljubljana,4134.0,2702.0,3959.0,3095.0,13890.0,OKT,izob
UD Logatec,70.0,78.0,76.0,58.0,282.0,OKT,izob
UD Ribnica,103.0,74.0,63.0,33.0,273.0,OKT,izob
UD Vrhnika,218.0,185.0,192.0,131.0,726.0,OKT,izob
OS Maribor,2660.0,2347.0,2537.0,1663.0,9207.0,OKT,izob
UD Lenart,73.0,102.0,86.0,59.0,320.0,OKT,izob
UD Maribor,1996.0,1657.0,1886.0,1274.0,6813.0,OKT,izob
UD Pesnica,187.0,177.0,156.0,78.0,598.0,OKT,izob
UD Ruše,117.0,171.0,127.0,87.0,502.0,OKT,izob
UD Slovenska Bistrica,287.0,240.0,282.0,165.0,974.0,OKT,izob
OS Murska Sobota,1563.0,1137.0,863.0,513.0,4076.0,OKT,izob
UD Gornja Radgona,169.0,196.0,132.0,82.0,579.0,OKT,izob
UD Lendava,389.0,289.0,190.0,92.0,960.0,OKT,izob
UD Ljutomer,144.0,130.0,117.0,74.0,465.0,OKT,izob
UD Murska Sobota,861.0,522.0,424.0,265.0,2072.0,OKT,izob
OS Nova Gorica,802.0,564.0,644.0,499.0,2509.0,OKT,izob
UD Ajdovščina,164.0,150.0,146.0,108.0,568.0,OKT,izob
UD Idrija,72.0,50.0,56.0,39.0,217.0,OKT,izob
UD Nova Gorica,481.0,286.0,365.0,305.0,1437.0,OKT,izob
UD Tolmin,85.0,78.0,77.0,47.0,287.0,OKT,izob
OS Novo mesto,1558.0,719.0,604.0,380.0,3261.0,OKT,izob
UD Črnomelj,398.0,180.0,120.0,63.0,761.0,OKT,izob
UD Metlika,207.0,91.0,56.0,32.0,386.0,OKT,izob
UD Novo mesto,752.0,343.0,351.0,234.0,1680.0,OKT,izob
UD Trebnje,201.0,105.0,77.0,51.0,434.0,OKT,izob
OS Ptuj,681.0,874.0,835.0,370.0,2760.0,OKT,izob
UD Ormož,146.0,255.0,205.0,72.0,678.0,OKT,izob
UD Ptuj,535.0,619.0,630.0,298.0,2082.0,OKT,izob
OS Sevnica,1103.0,914.0,593.0,305.0,2915.0,OKT,izob
UD Brežice,287.0,334.0,237.0,115.0,973.0,OKT,izob
UD Krško,640.0,352.0,232.0,109.0,1333.0,OKT,izob
UD Sevnica,176.0,228.0,124.0,81.0,609.0,OKT,izob
OS Trbovlje,789.0,609.0,546.0,280.0,2224.0,OKT,izob
UD Hrastnik,159.0,119.0,93.0,46.0,417.0,OKT,izob
UD Litija,180.0,138.0,122.0,64.0,504.0,OKT,izob
UD Trbovlje,290.0,218.0,188.0,103.0,799.0,OKT,izob
UD Zagorje,160.0,134.0,143.0,67.0,504.0,OKT,izob
OS Velenje,1077.0,1125.0,1047.0,594.0,3843.0,OKT,izob
UD Dravograd,54.0,67.0,68.0,34.0,223.0,OKT,izob
UD Mozirje,102.0,100.0,117.0,58.0,377.0,OKT,izob
UD Radlje ob Dravi,112.0,182.0,134.0,52.0,480.0,OKT,izob
UD Ravne na Koroškem,147.0,183.0,194.0,90.0,614.0,OKT,izob
UD Slovenj Gradec,165.0,203.0,136.0,90.0,594.0,OKT,izob
UD Velenje,497.0,390.0,398.0,270.0,1555.0,OKT,izob
OS Celje,1976.0,2013.0,1927.0,1120.0,7036.0,NOV,izob
UD Celje,569.0,566.0,626.0,429.0,2190.0,NOV,izob
UD Laško,164.0,152.0,124.0,47.0,487.0,NOV,izob
UD Slovenske Konjice,300.0,316.0,280.0,125.0,1021.0,NOV,izob
UD Šentjur,173.0,222.0,188.0,120.0,703.0,NOV,izob
UD Šmarje pri Jelšah,426.0,401.0,331.0,173.0,1331.0,NOV,izob
UD Žalec,344.0,356.0,378.0,226.0,1304.0,NOV,izob
OS Koper,1493.0,1179.0,1254.0,728.0,4654.0,NOV,izob
