Urad za delo,Moški,Ženske,Skupaj,month,year,moški,ženske
UD Celje,1447.0,1694.0,3141.0,AVG,2020,,
UD Laško,361.0,335.0,696.0,AVG,2020,,
UD Slovenske Konjice,596.0,702.0,1298.0,AVG,2020,,
UD Šentjur,435.0,518.0,953.0,AVG,2020,,
UD Šmarje pri Jelšah,784.0,915.0,1699.0,AVG,2020,,
UD Žalec,864.0,919.0,1783.0,AVG,2020,,
OS Koper,3172.0,3085.0,6257.0,AVG,2020,,
UD Ilirska Bistrica,223.0,260.0,483.0,AVG,2020,,
UD Izola,336.0,322.0,658.0,AVG,2020,,
UD Koper,1250.0,1232.0,2482.0,AVG,2020,,
UD Piran,437.0,369.0,806.0,AVG,2020,,
UD Postojna,435.0,477.0,912.0,AVG,2020,,
UD Sežana,491.0,425.0,916.0,AVG,2020,,
OS Kranj,3284.0,3272.0,6556.0,AVG,2020,,
UD Jesenice,474.0,484.0,958.0,AVG,2020,,
UD Kranj,1531.0,1495.0,3026.0,AVG,2020,,
UD Radovljica,540.0,555.0,1095.0,AVG,2020,,
UD Škofja Loka,496.0,482.0,978.0,AVG,2020,,
UD Tržič,243.0,256.0,499.0,AVG,2020,,
OS Ljubljana,13102.0,12104.0,25206.0,AVG,2020,,
UD Cerknica,250.0,239.0,489.0,AVG,2020,,
UD Domžale,1002.0,980.0,1982.0,AVG,2020,,
UD Grosuplje,719.0,684.0,1403.0,AVG,2020,,
UD Kamnik,578.0,603.0,1181.0,AVG,2020,,
UD Kočevje,566.0,620.0,1186.0,AVG,2020,,
UD Ljubljana,9129.0,8104.0,17233.0,AVG,2020,,
UD Logatec,202.0,227.0,429.0,AVG,2020,,
UD Ribnica,192.0,202.0,394.0,AVG,2020,,
UD Vrhnika,464.0,445.0,909.0,AVG,2020,,
OS Maribor,5505.0,6208.0,11713.0,AVG,2020,,
UD Lenart,226.0,260.0,486.0,AVG,2020,,
UD Maribor,4039.0,4470.0,8509.0,AVG,2020,,
UD Pesnica,349.0,392.0,741.0,AVG,2020,,
UD Ruše,332.0,323.0,655.0,AVG,2020,,
UD Slovenska Bistrica,559.0,763.0,1322.0,AVG,2020,,
OS Murska Sobota,2683.0,3217.0,5900.0,AVG,2020,,
UD Gornja Radgona,397.0,470.0,867.0,AVG,2020,,
UD Lendava,607.0,702.0,1309.0,AVG,2020,,
UD Ljutomer,273.0,398.0,671.0,AVG,2020,,
UD Murska Sobota,1406.0,1647.0,3053.0,AVG,2020,,
OS Nova Gorica,1759.0,1776.0,3535.0,AVG,2020,,
UD Ajdovščina,370.0,409.0,779.0,AVG,2020,,
UD Idrija,223.0,169.0,392.0,AVG,2020,,
UD Nova Gorica,930.0,998.0,1928.0,AVG,2020,,
UD Tolmin,236.0,200.0,436.0,AVG,2020,,
OS Novo mesto,2304.0,2124.0,4428.0,AVG,2020,,
UD Črnomelj,568.0,506.0,1074.0,AVG,2020,,
UD Metlika,276.0,211.0,487.0,AVG,2020,,
UD Novo mesto,1184.0,1104.0,2288.0,AVG,2020,,
UD Trebnje,276.0,303.0,579.0,AVG,2020,,
OS Ptuj,1472.0,1822.0,3294.0,AVG,2020,,
UD Ormož,292.0,363.0,655.0,AVG,2020,,
UD Ptuj,1180.0,1459.0,2639.0,AVG,2020,,
OS Sevnica,1779.0,1758.0,3537.0,AVG,2020,,
UD Brežice,602.0,557.0,1159.0,AVG,2020,,
UD Krško,819.0,805.0,1624.0,AVG,2020,,
UD Sevnica,358.0,396.0,754.0,AVG,2020,,
OS Trbovlje,1390.0,1382.0,2772.0,AVG,2020,,
UD Hrastnik,244.0,264.0,508.0,AVG,2020,,
UD Litija,328.0,334.0,662.0,AVG,2020,,
UD Trbovlje,518.0,487.0,1005.0,AVG,2020,,
UD Zagorje,300.0,297.0,597.0,AVG,2020,,
OS Velenje,2517.0,2887.0,5404.0,AVG,2020,,
UD Dravograd,173.0,181.0,354.0,AVG,2020,,
UD Mozirje,309.0,282.0,591.0,AVG,2020,,
UD Radlje ob Dravi,281.0,367.0,648.0,AVG,2020,,
UD Ravne na Koroškem,446.0,490.0,936.0,AVG,2020,,
UD Slovenj Gradec,390.0,420.0,810.0,AVG,2020,,
UD Velenje,918.0,1147.0,2065.0,AVG,2020,,
,,,,AVG,2020,,
,,,88172.0,AVG,2020,,
OS Celje,4206.0,4635.0,8841.0,SEP,2020,,
UD Celje,1337.0,1563.0,2900.0,SEP,2020,,
UD Laško,339.0,310.0,649.0,SEP,2020,,
UD Slovenske Konjice,570.0,658.0,1228.0,SEP,2020,,
UD Šentjur,397.0,447.0,844.0,SEP,2020,,
UD Šmarje pri Jelšah,757.0,856.0,1613.0,SEP,2020,,
UD Žalec,806.0,801.0,1607.0,SEP,2020,,
OS Koper,3059.0,2933.0,5992.0,SEP,2020,,
UD Ilirska Bistrica,214.0,247.0,461.0,SEP,2020,,
UD Izola,328.0,315.0,643.0,SEP,2020,,
UD Koper,1213.0,1162.0,2375.0,SEP,2020,,
UD Piran,422.0,362.0,784.0,SEP,2020,,
UD Postojna,413.0,449.0,862.0,SEP,2020,,
UD Sežana,469.0,398.0,867.0,SEP,2020,,
OS Kranj,3100.0,2998.0,6098.0,SEP,2020,,
UD Jesenice,456.0,438.0,894.0,SEP,2020,,
UD Kranj,1429.0,1378.0,2807.0,SEP,2020,,
UD Radovljica,511.0,505.0,1016.0,SEP,2020,,
UD Škofja Loka,465.0,456.0,921.0,SEP,2020,,
UD Tržič,239.0,221.0,460.0,SEP,2020,,
OS Ljubljana,12742.0,11737.0,24479.0,SEP,2020,,
UD Cerknica,243.0,216.0,459.0,SEP,2020,,
UD Domžale,977.0,959.0,1936.0,SEP,2020,,
UD Grosuplje,704.0,667.0,1371.0,SEP,2020,,
UD Kamnik,577.0,563.0,1140.0,SEP,2020,,
UD Kočevje,555.0,615.0,1170.0,SEP,2020,,
UD Ljubljana,8866.0,7899.0,16765.0,SEP,2020,,
UD Logatec,188.0,215.0,403.0,SEP,2020,,
UD Ribnica,182.0,172.0,354.0,SEP,2020,,
UD Vrhnika,450.0,431.0,881.0,SEP,2020,,
OS Maribor,5275.0,5845.0,11120.0,SEP,2020,,
UD Lenart,207.0,225.0,432.0,SEP,2020,,
UD Maribor,3903.0,4245.0,8148.0,SEP,2020,,
UD Pesnica,334.0,362.0,696.0,SEP,2020,,
UD Ruše,308.0,293.0,601.0,SEP,2020,,
UD Slovenska Bistrica,523.0,720.0,1243.0,SEP,2020,,
OS Murska Sobota,2525.0,3008.0,5533.0,SEP,2020,,
UD Gornja Radgona,365.0,445.0,810.0,SEP,2020,,
UD Lendava,575.0,666.0,1241.0,SEP,2020,,
UD Ljutomer,246.0,359.0,605.0,SEP,2020,,
UD Murska Sobota,1339.0,1538.0,2877.0,SEP,2020,,
OS Nova Gorica,1702.0,1689.0,3391.0,SEP,2020,,
UD Ajdovščina,360.0,384.0,744.0,SEP,2020,,
UD Idrija,217.0,166.0,383.0,SEP,2020,,
UD Nova Gorica,912.0,956.0,1868.0,SEP,2020,,
UD Tolmin,213.0,183.0,396.0,SEP,2020,,
OS Novo mesto,2185.0,1975.0,4160.0,SEP,2020,,
UD Črnomelj,545.0,454.0,999.0,SEP,2020,,
UD Metlika,278.0,194.0,472.0,SEP,2020,,
UD Novo mesto,1106.0,1040.0,2146.0,SEP,2020,,
UD Trebnje,256.0,287.0,543.0,SEP,2020,,
OS Ptuj,1373.0,1871.0,3244.0,SEP,2020,,
UD Ormož,266.0,365.0,631.0,SEP,2020,,
UD Ptuj,1107.0,1506.0,2613.0,SEP,2020,,
OS Sevnica,1724.0,1671.0,3395.0,SEP,2020,,
UD Brežice,597.0,532.0,1129.0,SEP,2020,,
UD Krško,772.0,779.0,1551.0,SEP,2020,,
UD Sevnica,355.0,360.0,715.0,SEP,2020,,
OS Trbovlje,1310.0,1278.0,2588.0,SEP,2020,,
UD Hrastnik,239.0,241.0,480.0,SEP,2020,,
UD Litija,293.0,307.0,600.0,SEP,2020,,
UD Trbovlje,506.0,452.0,958.0,SEP,2020,,
UD Zagorje,272.0,278.0,550.0,SEP,2020,,
OS Velenje,2319.0,2606.0,4925.0,SEP,2020,,
UD Dravograd,155.0,148.0,303.0,SEP,2020,,
UD Mozirje,284.0,280.0,564.0,SEP,2020,,
UD Radlje ob Dravi,265.0,323.0,588.0,SEP,2020,,
UD Ravne na Koroškem,395.0,419.0,814.0,SEP,2020,,
UD Slovenj Gradec,357.0,362.0,719.0,SEP,2020,,
UD Velenje,863.0,1074.0,1937.0,SEP,2020,,
,,,,SEP,2020,,
,,,83766.0,SEP,2020,,
OS Celje,4197.0,4603.0,8800.0,OKT,2020,,
UD Celje,1351.0,1547.0,2898.0,OKT,2020,,
UD Laško,336.0,294.0,630.0,OKT,2020,,
UD Slovenske Konjice,578.0,651.0,1229.0,OKT,2020,,
UD Šentjur,381.0,448.0,829.0,OKT,2020,,
UD Šmarje pri Jelšah,755.0,872.0,1627.0,OKT,2020,,
UD Žalec,796.0,791.0,1587.0,OKT,2020,,
OS Koper,2994.0,2923.0,5917.0,OKT,2020,,
UD Ilirska Bistrica,195.0,236.0,431.0,OKT,2020,,
UD Izola,323.0,324.0,647.0,OKT,2020,,
UD Koper,1206.0,1162.0,2368.0,OKT,2020,,
UD Piran,425.0,376.0,801.0,OKT,2020,,
UD Postojna,408.0,437.0,845.0,OKT,2020,,
UD Sežana,437.0,388.0,825.0,OKT,2020,,
OS Kranj,3128.0,3003.0,6131.0,OKT,2020,,
UD Jesenice,455.0,438.0,893.0,OKT,2020,,
UD Kranj,1441.0,1381.0,2822.0,OKT,2020,,
UD Radovljica,538.0,513.0,1051.0,OKT,2020,,
UD Škofja Loka,461.0,459.0,920.0,OKT,2020,,
UD Tržič,233.0,212.0,445.0,OKT,2020,,
OS Ljubljana,12704.0,11625.0,24329.0,OKT,2020,,
UD Cerknica,246.0,215.0,461.0,OKT,2020,,
UD Domžale,999.0,937.0,1936.0,OKT,2020,,
UD Grosuplje,705.0,673.0,1378.0,OKT,2020,,
UD Kamnik,572.0,538.0,1110.0,OKT,2020,,
UD Kočevje,533.0,593.0,1126.0,OKT,2020,,
UD Ljubljana,8836.0,7848.0,16684.0,OKT,2020,,
UD Logatec,176.0,216.0,392.0,OKT,2020,,
UD Ribnica,175.0,178.0,353.0,OKT,2020,,
UD Vrhnika,462.0,427.0,889.0,OKT,2020,,
OS Maribor,5346.0,5943.0,11289.0,OKT,2020,,
UD Lenart,206.0,235.0,441.0,OKT,2020,,
UD Maribor,3924.0,4308.0,8232.0,OKT,2020,,
UD Pesnica,346.0,380.0,726.0,OKT,2020,,
UD Ruše,315.0,308.0,623.0,OKT,2020,,
UD Slovenska Bistrica,555.0,712.0,1267.0,OKT,2020,,
OS Murska Sobota,2509.0,3034.0,5543.0,OKT,2020,,
UD Gornja Radgona,356.0,459.0,815.0,OKT,2020,,
UD Lendava,574.0,671.0,1245.0,OKT,2020,,
UD Ljutomer,255.0,382.0,637.0,OKT,2020,,
UD Murska Sobota,1324.0,1522.0,2846.0,OKT,2020,,
OS Nova Gorica,1709.0,1684.0,3393.0,OKT,2020,,
UD Ajdovščina,370.0,392.0,762.0,OKT,2020,,
UD Idrija,207.0,163.0,370.0,OKT,2020,,
UD Nova Gorica,912.0,934.0,1846.0,OKT,2020,,
UD Tolmin,220.0,195.0,415.0,OKT,2020,,
OS Novo mesto,2066.0,1939.0,4005.0,OKT,2020,,
UD Črnomelj,509.0,447.0,956.0,OKT,2020,,
UD Metlika,270.0,192.0,462.0,OKT,2020,,
UD Novo mesto,1030.0,1016.0,2046.0,OKT,2020,,
UD Trebnje,257.0,284.0,541.0,OKT,2020,,
OS Ptuj,1373.0,1911.0,3284.0,OKT,2020,,
UD Ormož,262.0,359.0,621.0,OKT,2020,,
UD Ptuj,1111.0,1552.0,2663.0,OKT,2020,,
OS Sevnica,1700.0,1694.0,3394.0,OKT,2020,,
UD Brežice,594.0,536.0,1130.0,OKT,2020,,
UD Krško,751.0,794.0,1545.0,OKT,2020,,
UD Sevnica,355.0,364.0,719.0,OKT,2020,,
OS Trbovlje,1312.0,1286.0,2598.0,OKT,2020,,
UD Hrastnik,237.0,253.0,490.0,OKT,2020,,
UD Litija,306.0,302.0,608.0,OKT,2020,,
UD Trbovlje,504.0,445.0,949.0,OKT,2020,,
UD Zagorje,265.0,286.0,551.0,OKT,2020,,
OS Velenje,2349.0,2622.0,4971.0,OKT,2020,,
UD Dravograd,151.0,141.0,292.0,OKT,2020,,
UD Mozirje,276.0,276.0,552.0,OKT,2020,,
UD Radlje ob Dravi,277.0,333.0,610.0,OKT,2020,,
UD Ravne na Koroškem,385.0,431.0,816.0,OKT,2020,,
UD Slovenj Gradec,357.0,358.0,715.0,OKT,2020,,
UD Velenje,903.0,1083.0,1986.0,OKT,2020,,
,,,,OKT,2020,,
,,,83654.0,OKT,2020,,
OS Celje,4118.0,4648.0,8766.0,NOV,2020,,
UD Celje,1339.0,1557.0,2896.0,NOV,2020,,
UD Laško,320.0,283.0,603.0,NOV,2020,,
UD Slovenske Konjice,573.0,678.0,1251.0,NOV,2020,,
UD Šentjur,372.0,447.0,819.0,NOV,2020,,
UD Šmarje pri Jelšah,752.0,873.0,1625.0,NOV,2020,,
UD Žalec,762.0,810.0,1572.0,NOV,2020,,
OS Koper,3111.0,3162.0,6273.0,NOV,2020,,
UD Ilirska Bistrica,196.0,238.0,434.0,NOV,2020,,
UD Izola,343.0,382.0,725.0,NOV,2020,,
UD Koper,1250.0,1256.0,2506.0,NOV,2020,,
UD Piran,489.0,444.0,933.0,NOV,2020,,
UD Postojna,398.0,444.0,842.0,NOV,2020,,
UD Sežana,435.0,398.0,833.0,NOV,2020,,
OS Kranj,3081.0,3033.0,6114.0,NOV,2020,,
UD Jesenice,477.0,454.0,931.0,NOV,2020,,
UD Kranj,1388.0,1367.0,2755.0,NOV,2020,,
UD Radovljica,550.0,538.0,1088.0,NOV,2020,,
UD Škofja Loka,439.0,463.0,902.0,NOV,2020,,
UD Tržič,227.0,211.0,438.0,NOV,2020,,
OS Ljubljana,12663.0,11645.0,24308.0,NOV,2020,,
UD Cerknica,229.0,204.0,433.0,NOV,2020,,
UD Domžale,961.0,912.0,1873.0,NOV,2020,,
UD Grosuplje,699.0,678.0,1377.0,NOV,2020,,
UD Kamnik,568.0,530.0,1098.0,NOV,2020,,
UD Kočevje,519.0,609.0,1128.0,NOV,2020,,
UD Ljubljana,8882.0,7888.0,16770.0,NOV,2020,,
UD Logatec,178.0,208.0,386.0,NOV,2020,,
UD Ribnica,170.0,174.0,344.0,NOV,2020,,
UD Vrhnika,457.0,442.0,899.0,NOV,2020,,
OS Maribor,5329.0,6134.0,11463.0,NOV,2020,,
UD Lenart,195.0,252.0,447.0,NOV,2020,,
UD Maribor,3944.0,4441.0,8385.0,NOV,2020,,
UD Pesnica,345.0,408.0,753.0,NOV,2020,,
UD Ruše,293.0,320.0,613.0,NOV,2020,,
UD Slovenska Bistrica,552.0,713.0,1265.0,NOV,2020,,
OS Murska Sobota,2545.0,3109.0,5654.0,NOV,2020,,
UD Gornja Radgona,364.0,477.0,841.0,NOV,2020,,
UD Lendava,568.0,667.0,1235.0,NOV,2020,,
UD Ljutomer,252.0,413.0,665.0,NOV,2020,,
UD Murska Sobota,1361.0,1552.0,2913.0,NOV,2020,,
OS Nova Gorica,1674.0,1711.0,3385.0,NOV,2020,,
UD Ajdovščina,356.0,393.0,749.0,NOV,2020,,
UD Idrija,194.0,152.0,346.0,NOV,2020,,
UD Nova Gorica,906.0,960.0,1866.0,NOV,2020,,
UD Tolmin,218.0,206.0,424.0,NOV,2020,,
OS Novo mesto,1974.0,1948.0,3922.0,NOV,2020,,
UD Črnomelj,487.0,453.0,940.0,NOV,2020,,
UD Metlika,266.0,194.0,460.0,NOV,2020,,
UD Novo mesto,971.0,1015.0,1986.0,NOV,2020,,
UD Trebnje,250.0,286.0,536.0,NOV,2020,,
OS Ptuj,1376.0,1997.0,3373.0,NOV,2020,,
UD Ormož,279.0,377.0,656.0,NOV,2020,,
UD Ptuj,1097.0,1620.0,2717.0,NOV,2020,,
OS Sevnica,1674.0,1733.0,3407.0,NOV,2020,,
UD Brežice,582.0,559.0,1141.0,NOV,2020,,
UD Krško,746.0,812.0,1558.0,NOV,2020,,
UD Sevnica,346.0,362.0,708.0,NOV,2020,,
OS Trbovlje,1296.0,1301.0,2597.0,NOV,2020,,
UD Hrastnik,223.0,251.0,474.0,NOV,2020,,
UD Litija,306.0,300.0,606.0,NOV,2020,,
UD Trbovlje,499.0,457.0,956.0,NOV,2020,,
UD Zagorje,268.0,293.0,561.0,NOV,2020,,
OS Velenje,2264.0,2613.0,4877.0,NOV,2020,,
UD Dravograd,143.0,138.0,281.0,NOV,2020,,
UD Mozirje,259.0,272.0,531.0,NOV,2020,,
UD Radlje ob Dravi,272.0,335.0,607.0,NOV,2020,,
UD Ravne na Koroškem,363.0,417.0,780.0,NOV,2020,,
UD Slovenj Gradec,336.0,366.0,702.0,NOV,2020,,
UD Velenje,891.0,1085.0,1976.0,NOV,2020,,
,,,,NOV,2020,,
,,,84139.0,NOV,2020,,
OS Celje,4482.0,4763.0,9245.0,DEC,2020,,
UD Celje,1492.0,1588.0,3080.0,DEC,2020,,
UD Laško,330.0,290.0,620.0,DEC,2020,,
UD Slovenske Konjice,638.0,702.0,1340.0,DEC,2020,,
UD Šentjur,407.0,460.0,867.0,DEC,2020,,
UD Šmarje pri Jelšah,798.0,892.0,1690.0,DEC,2020,,
UD Žalec,817.0,831.0,1648.0,DEC,2020,,
OS Koper,3217.0,3258.0,6475.0,DEC,2020,,
UD Ilirska Bistrica,200.0,240.0,440.0,DEC,2020,,
UD Izola,356.0,383.0,739.0,DEC,2020,,
UD Koper,1281.0,1285.0,2566.0,DEC,2020,,
UD Piran,526.0,476.0,1002.0,DEC,2020,,
UD Postojna,408.0,464.0,872.0,DEC,2020,,
UD Sežana,446.0,410.0,856.0,DEC,2020,,
OS Kranj,3332.0,3063.0,6395.0,DEC,2020,,
UD Jesenice,514.0,463.0,977.0,DEC,2020,,
UD Kranj,1559.0,1367.0,2926.0,DEC,2020,,
UD Radovljica,562.0,556.0,1118.0,DEC,2020,,
UD Škofja Loka,459.0,468.0,927.0,DEC,2020,,
UD Tržič,238.0,209.0,447.0,DEC,2020,,
OS Ljubljana,13084.0,11736.0,24820.0,DEC,2020,,
UD Cerknica,241.0,209.0,450.0,DEC,2020,,
UD Domžale,985.0,928.0,1913.0,DEC,2020,,
UD Grosuplje,704.0,678.0,1382.0,DEC,2020,,
UD Kamnik,618.0,524.0,1142.0,DEC,2020,,
UD Kočevje,516.0,614.0,1130.0,DEC,2020,,
UD Ljubljana,9174.0,7945.0,17119.0,DEC,2020,,
UD Logatec,182.0,206.0,388.0,DEC,2020,,
UD Ribnica,188.0,185.0,373.0,DEC,2020,,
UD Vrhnika,476.0,447.0,923.0,DEC,2020,,
OS Maribor,5752.0,6324.0,12076.0,DEC,2020,,
UD Lenart,245.0,266.0,511.0,DEC,2020,,
UD Maribor,4222.0,4540.0,8762.0,DEC,2020,,
UD Pesnica,389.0,443.0,832.0,DEC,2020,,
UD Ruše,319.0,330.0,649.0,DEC,2020,,
UD Slovenska Bistrica,577.0,745.0,1322.0,DEC,2020,,
OS Murska Sobota,2859.0,3152.0,6011.0,DEC,2020,,
UD Gornja Radgona,414.0,484.0,898.0,DEC,2020,,
UD Lendava,621.0,681.0,1302.0,DEC,2020,,
UD Ljutomer,304.0,420.0,724.0,DEC,2020,,
UD Murska Sobota,1520.0,1567.0,3087.0,DEC,2020,,
OS Nova Gorica,1733.0,1736.0,3469.0,DEC,2020,,
UD Ajdovščina,374.0,395.0,769.0,DEC,2020,,
UD Idrija,195.0,159.0,354.0,DEC,2020,,
UD Nova Gorica,943.0,976.0,1919.0,DEC,2020,,
UD Tolmin,221.0,206.0,427.0,DEC,2020,,
OS Novo mesto,2023.0,1989.0,4012.0,DEC,2020,,
UD Črnomelj,483.0,455.0,938.0,DEC,2020,,
UD Metlika,269.0,201.0,470.0,DEC,2020,,
UD Novo mesto,1007.0,1043.0,2050.0,DEC,2020,,
UD Trebnje,264.0,290.0,554.0,DEC,2020,,
OS Ptuj,1469.0,2044.0,3513.0,DEC,2020,,
UD Ormož,292.0,391.0,683.0,DEC,2020,,
UD Ptuj,1177.0,1653.0,2830.0,DEC,2020,,
OS Sevnica,1817.0,1771.0,3588.0,DEC,2020,,
UD Brežice,623.0,578.0,1201.0,DEC,2020,,
UD Krško,837.0,823.0,1660.0,DEC,2020,,
UD Sevnica,357.0,370.0,727.0,DEC,2020,,
OS Trbovlje,1326.0,1328.0,2654.0,DEC,2020,,
UD Hrastnik,223.0,267.0,490.0,DEC,2020,,
UD Litija,308.0,300.0,608.0,DEC,2020,,
UD Trbovlje,524.0,466.0,990.0,DEC,2020,,
UD Zagorje,271.0,295.0,566.0,DEC,2020,,
OS Velenje,2396.0,2629.0,5025.0,DEC,2020,,
UD Dravograd,150.0,133.0,283.0,DEC,2020,,
UD Mozirje,265.0,262.0,527.0,DEC,2020,,
UD Radlje ob Dravi,291.0,347.0,638.0,DEC,2020,,
UD Ravne na Koroškem,384.0,424.0,808.0,DEC,2020,,
UD Slovenj Gradec,347.0,376.0,723.0,DEC,2020,,
UD Velenje,959.0,1087.0,2046.0,DEC,2020,,
,,,,DEC,2020,,
,,,87283.0,DEC,2020,,
OS Celje,,,9767.0,JAN,2021,4758.0,5009.0
UD Celje,,,3271.0,JAN,2021,1591.0,1680.0
UD Laško,,,646.0,JAN,2021,341.0,305.0
UD Slovenske Konjice,,,1402.0,JAN,2021,667.0,735.0
UD Šentjur,,,888.0,JAN,2021,413.0,475.0
UD Šmarje pri Jelšah,,,1830.0,JAN,2021,885.0,945.0
UD Žalec,,,1730.0,JAN,2021,861.0,869.0
OS Koper,,,6851.0,JAN,2021,3397.0,3454.0
UD Ilirska Bistrica,,,438.0,JAN,2021,201.0,237.0
UD Izola,,,789.0,JAN,2021,382.0,407.0
UD Koper,,,2718.0,JAN,2021,1360.0,1358.0
UD Piran,,,1082.0,JAN,2021,555.0,527.0
UD Postojna,,,902.0,JAN,2021,417.0,485.0
UD Sežana,,,922.0,JAN,2021,482.0,440.0
OS Kranj,,,6666.0,JAN,2021,3450.0,3216.0
UD Jesenice,,,1037.0,JAN,2021,545.0,492.0
UD Kranj,,,3062.0,JAN,2021,1619.0,1443.0
UD Radovljica,,,1179.0,JAN,2021,594.0,585.0
UD Škofja Loka,,,940.0,JAN,2021,460.0,480.0
UD Tržič,,,448.0,JAN,2021,232.0,216.0
OS Ljubljana,,,25676.0,JAN,2021,13656.0,12020.0
UD Cerknica,,,436.0,JAN,2021,233.0,203.0
UD Domžale,,,1974.0,JAN,2021,1015.0,959.0
UD Grosuplje,,,1403.0,JAN,2021,719.0,684.0
UD Kamnik,,,1164.0,JAN,2021,630.0,534.0
UD Kočevje,,,1190.0,JAN,2021,548.0,642.0
UD Ljubljana,,,17781.0,JAN,2021,9622.0,8159.0
UD Logatec,,,392.0,JAN,2021,185.0,207.0
UD Ribnica,,,392.0,JAN,2021,201.0,191.0
UD Vrhnika,,,944.0,JAN,2021,503.0,441.0
OS Maribor,,,12786.0,JAN,2021,6162.0,6624.0
UD Lenart,,,565.0,JAN,2021,283.0,282.0
UD Maribor,,,9211.0,JAN,2021,4471.0,4740.0
UD Pesnica,,,880.0,JAN,2021,410.0,470.0
UD Ruše,,,701.0,JAN,2021,341.0,360.0
UD Slovenska Bistrica,,,1429.0,JAN,2021,657.0,772.0
OS Murska Sobota,,,6513.0,JAN,2021,3109.0,3404.0
UD Gornja Radgona,,,950.0,JAN,2021,435.0,515.0
UD Lendava,,,1398.0,JAN,2021,657.0,741.0
UD Ljutomer,,,768.0,JAN,2021,331.0,437.0
UD Murska Sobota,,,3397.0,JAN,2021,1686.0,1711.0
OS Nova Gorica,,,3615.0,JAN,2021,1791.0,1824.0
UD Ajdovščina,,,789.0,JAN,2021,382.0,407.0
UD Idrija,,,368.0,JAN,2021,197.0,171.0
UD Nova Gorica,,,1985.0,JAN,2021,968.0,1017.0
UD Tolmin,,,473.0,JAN,2021,244.0,229.0
OS Novo mesto,,,4142.0,JAN,2021,2091.0,2051.0
UD Črnomelj,,,952.0,JAN,2021,492.0,460.0
UD Metlika,,,476.0,JAN,2021,266.0,210.0
UD Novo mesto,,,2135.0,JAN,2021,1055.0,1080.0
UD Trebnje,,,579.0,JAN,2021,278.0,301.0
OS Ptuj,,,3705.0,JAN,2021,1589.0,2116.0
UD Ormož,,,706.0,JAN,2021,323.0,383.0
UD Ptuj,,,2999.0,JAN,2021,1266.0,1733.0
OS Sevnica,,,3771.0,JAN,2021,1937.0,1834.0
UD Brežice,,,1254.0,JAN,2021,657.0,597.0
UD Krško,,,1715.0,JAN,2021,866.0,849.0
UD Sevnica,,,802.0,JAN,2021,414.0,388.0
OS Trbovlje,,,2750.0,JAN,2021,1384.0,1366.0
UD Hrastnik,,,513.0,JAN,2021,236.0,277.0
UD Litija,,,622.0,JAN,2021,321.0,301.0
UD Trbovlje,,,1025.0,JAN,2021,543.0,482.0
UD Zagorje,,,590.0,JAN,2021,284.0,306.0
OS Velenje,,,5257.0,JAN,2021,2510.0,2747.0
UD Dravograd,,,314.0,JAN,2021,166.0,148.0
UD Mozirje,,,533.0,JAN,2021,259.0,274.0
UD Radlje ob Dravi,,,672.0,JAN,2021,310.0,362.0
UD Ravne na Koroškem,,,866.0,JAN,2021,414.0,452.0
UD Slovenj Gradec,,,755.0,JAN,2021,359.0,396.0
UD Velenje,,,2117.0,JAN,2021,1002.0,1115.0
OS Celje,,,9394.0,FEB,2021,4518.0,4876.0
UD Celje,,,3130.0,FEB,2021,1516.0,1614.0
UD Laško,,,633.0,FEB,2021,333.0,300.0
UD Slovenske Konjice,,,1337.0,FEB,2021,627.0,710.0
UD Šentjur,,,875.0,FEB,2021,404.0,471.0
UD Šmarje pri Jelšah,,,1762.0,FEB,2021,825.0,937.0
UD Žalec,,,1657.0,FEB,2021,813.0,844.0
OS Koper,,,6687.0,FEB,2021,3308.0,3379.0
UD Ilirska Bistrica,,,420.0,FEB,2021,195.0,225.0
UD Izola,,,782.0,FEB,2021,379.0,403.0
UD Koper,,,2646.0,FEB,2021,1325.0,1321.0
UD Piran,,,1075.0,FEB,2021,556.0,519.0
UD Postojna,,,865.0,FEB,2021,397.0,468.0
UD Sežana,,,899.0,FEB,2021,456.0,443.0
OS Kranj,,,6302.0,FEB,2021,3256.0,3046.0
UD Jesenice,,,1012.0,FEB,2021,528.0,484.0
UD Kranj,,,2852.0,FEB,2021,1500.0,1352.0
UD Radovljica,,,1140.0,FEB,2021,585.0,555.0
UD Škofja Loka,,,891.0,FEB,2021,434.0,457.0
UD Tržič,,,407.0,FEB,2021,209.0,198.0
OS Ljubljana,,,25003.0,FEB,2021,13224.0,11779.0
UD Cerknica,,,423.0,FEB,2021,221.0,202.0
UD Domžale,,,1914.0,FEB,2021,988.0,926.0
UD Grosuplje,,,1366.0,FEB,2021,708.0,658.0
UD Kamnik,,,1086.0,FEB,2021,574.0,512.0
UD Kočevje,,,1140.0,FEB,2021,530.0,610.0
UD Ljubljana,,,17400.0,FEB,2021,9347.0,8053.0
UD Logatec,,,378.0,FEB,2021,174.0,204.0
UD Ribnica,,,386.0,FEB,2021,199.0,187.0
UD Vrhnika,,,910.0,FEB,2021,483.0,427.0
OS Maribor,,,12215.0,FEB,2021,5811.0,6404.0
UD Lenart,,,511.0,FEB,2021,242.0,269.0
UD Maribor,,,8868.0,FEB,2021,4254.0,4614.0
UD Pesnica,,,821.0,FEB,2021,372.0,449.0
UD Ruše,,,671.0,FEB,2021,330.0,341.0
