Urad za delo,Moški,Ženske,Skupaj,month,year,moški,ženske
UD Vrhnika,391.0,436.0,827.0,OKT,2018,,
OS Maribor,4754.0,5590.0,10344.0,OKT,2018,,
UD Lenart,157.0,244.0,401.0,OKT,2018,,
UD Maribor,3603.0,4009.0,7612.0,OKT,2018,,
UD Pesnica,275.0,351.0,626.0,OKT,2018,,
UD Ruše,270.0,305.0,575.0,OKT,2018,,
UD Slovenska Bistrica,449.0,681.0,1130.0,OKT,2018,,
OS Murska Sobota,2714.0,3178.0,5892.0,OKT,2018,,
UD Gornja Radgona,420.0,472.0,892.0,OKT,2018,,
UD Lendava,596.0,746.0,1342.0,OKT,2018,,
UD Ljutomer,303.0,395.0,698.0,OKT,2018,,
UD Murska Sobota,1395.0,1565.0,2960.0,OKT,2018,,
OS Nova Gorica,1503.0,1581.0,3084.0,OKT,2018,,
UD Ajdovščina,344.0,404.0,748.0,OKT,2018,,
UD Idrija,154.0,142.0,296.0,OKT,2018,,
UD Nova Gorica,788.0,869.0,1657.0,OKT,2018,,
UD Tolmin,217.0,166.0,383.0,OKT,2018,,
OS Novo mesto,1865.0,1805.0,3670.0,OKT,2018,,
UD Črnomelj,484.0,439.0,923.0,OKT,2018,,
UD Metlika,234.0,174.0,408.0,OKT,2018,,
UD Novo mesto,870.0,930.0,1800.0,OKT,2018,,
UD Trebnje,277.0,262.0,539.0,OKT,2018,,
OS Ptuj,1199.0,1493.0,2692.0,OKT,2018,,
UD Ormož,292.0,338.0,630.0,OKT,2018,,
UD Ptuj,907.0,1155.0,2062.0,OKT,2018,,
OS Sevnica,1462.0,1638.0,3100.0,OKT,2018,,
UD Brežice,512.0,534.0,1046.0,OKT,2018,,
UD Krško,683.0,754.0,1437.0,OKT,2018,,
UD Sevnica,267.0,350.0,617.0,OKT,2018,,
OS Trbovlje,1187.0,1174.0,2361.0,OKT,2018,,
UD Hrastnik,213.0,225.0,438.0,OKT,2018,,
UD Litija,246.0,250.0,496.0,OKT,2018,,
UD Trbovlje,438.0,424.0,862.0,OKT,2018,,
UD Zagorje,290.0,275.0,565.0,OKT,2018,,
OS Velenje,2061.0,2525.0,4586.0,OKT,2018,,
UD Dravograd,131.0,139.0,270.0,OKT,2018,,
UD Mozirje,278.0,317.0,595.0,OKT,2018,,
UD Radlje ob Dravi,245.0,305.0,550.0,OKT,2018,,
UD Ravne na Koroškem,327.0,407.0,734.0,OKT,2018,,
UD Slovenj Gradec,285.0,330.0,615.0,OKT,2018,,
UD Velenje,795.0,1027.0,1822.0,OKT,2018,,
,,,,OKT,2018,,
,,,76232.0,OKT,2018,,
OS Celje,3747.0,4453.0,8200.0,NOV,2018,,
UD Celje,1202.0,1476.0,2678.0,NOV,2018,,
UD Laško,319.0,308.0,627.0,NOV,2018,,
UD Slovenske Konjice,524.0,643.0,1167.0,NOV,2018,,
UD Šentjur,359.0,448.0,807.0,NOV,2018,,
UD Šmarje pri Jelšah,596.0,748.0,1344.0,NOV,2018,,
UD Žalec,747.0,830.0,1577.0,NOV,2018,,
OS Koper,2621.0,2628.0,5249.0,NOV,2018,,
UD Ilirska Bistrica,200.0,217.0,417.0,NOV,2018,,
UD Izola,272.0,273.0,545.0,NOV,2018,,
UD Koper,993.0,1047.0,2040.0,NOV,2018,,
UD Piran,410.0,361.0,771.0,NOV,2018,,
UD Postojna,345.0,408.0,753.0,NOV,2018,,
UD Sežana,401.0,322.0,723.0,NOV,2018,,
OS Kranj,2382.0,2444.0,4826.0,NOV,2018,,
UD Jesenice,366.0,337.0,703.0,NOV,2018,,
UD Kranj,1014.0,1123.0,2137.0,NOV,2018,,
UD Radovljica,418.0,362.0,780.0,NOV,2018,,
UD Škofja Loka,374.0,404.0,778.0,NOV,2018,,
UD Tržič,210.0,218.0,428.0,NOV,2018,,
OS Ljubljana,11415.0,10758.0,22173.0,NOV,2018,,
UD Cerknica,215.0,228.0,443.0,NOV,2018,,
UD Domžale,802.0,733.0,1535.0,NOV,2018,,
UD Grosuplje,630.0,615.0,1245.0,NOV,2018,,
UD Kamnik,466.0,470.0,936.0,NOV,2018,,
UD Kočevje,517.0,604.0,1121.0,NOV,2018,,
UD Ljubljana,8062.0,7330.0,15392.0,NOV,2018,,
UD Logatec,170.0,180.0,350.0,NOV,2018,,
UD Ribnica,163.0,176.0,339.0,NOV,2018,,
UD Vrhnika,390.0,422.0,812.0,NOV,2018,,
OS Maribor,4766.0,5576.0,10342.0,NOV,2018,,
UD Lenart,183.0,231.0,414.0,NOV,2018,,
UD Maribor,3600.0,3996.0,7596.0,NOV,2018,,
UD Pesnica,279.0,370.0,649.0,NOV,2018,,
UD Ruše,261.0,316.0,577.0,NOV,2018,,
UD Slovenska Bistrica,443.0,663.0,1106.0,NOV,2018,,
OS Murska Sobota,2747.0,3183.0,5930.0,NOV,2018,,
UD Gornja Radgona,429.0,479.0,908.0,NOV,2018,,
UD Lendava,604.0,753.0,1357.0,NOV,2018,,
UD Ljutomer,319.0,396.0,715.0,NOV,2018,,
UD Murska Sobota,1395.0,1555.0,2950.0,NOV,2018,,
OS Nova Gorica,1500.0,1570.0,3070.0,NOV,2018,,
UD Ajdovščina,333.0,398.0,731.0,NOV,2018,,
UD Idrija,153.0,138.0,291.0,NOV,2018,,
UD Nova Gorica,807.0,854.0,1661.0,NOV,2018,,
UD Tolmin,207.0,180.0,387.0,NOV,2018,,
OS Novo mesto,1862.0,1768.0,3630.0,NOV,2018,,
UD Črnomelj,483.0,440.0,923.0,NOV,2018,,
UD Metlika,233.0,182.0,415.0,NOV,2018,,
UD Novo mesto,877.0,901.0,1778.0,NOV,2018,,
UD Trebnje,269.0,245.0,514.0,NOV,2018,,
OS Ptuj,1229.0,1489.0,2718.0,NOV,2018,,
UD Ormož,288.0,324.0,612.0,NOV,2018,,
UD Ptuj,941.0,1165.0,2106.0,NOV,2018,,
OS Sevnica,1467.0,1635.0,3102.0,NOV,2018,,
UD Brežice,509.0,537.0,1046.0,NOV,2018,,
UD Krško,686.0,749.0,1435.0,NOV,2018,,
UD Sevnica,272.0,349.0,621.0,NOV,2018,,
OS Trbovlje,1174.0,1166.0,2340.0,NOV,2018,,
UD Hrastnik,204.0,222.0,426.0,NOV,2018,,
UD Litija,248.0,257.0,505.0,NOV,2018,,
UD Trbovlje,442.0,417.0,859.0,NOV,2018,,
UD Zagorje,280.0,270.0,550.0,NOV,2018,,
OS Velenje,2046.0,2473.0,4519.0,NOV,2018,,
UD Dravograd,129.0,132.0,261.0,NOV,2018,,
UD Mozirje,279.0,313.0,592.0,NOV,2018,,
UD Radlje ob Dravi,249.0,304.0,553.0,NOV,2018,,
UD Ravne na Koroškem,325.0,404.0,729.0,NOV,2018,,
UD Slovenj Gradec,280.0,325.0,605.0,NOV,2018,,
UD Velenje,784.0,995.0,1779.0,NOV,2018,,
,,,,NOV,2018,,
,,,76099.0,NOV,2018,,
OS Celje,4042.0,4448.0,8490.0,DEC,2018,,
UD Celje,1313.0,1468.0,2781.0,DEC,2018,,
UD Laško,322.0,309.0,631.0,DEC,2018,,
UD Slovenske Konjice,573.0,643.0,1216.0,DEC,2018,,
UD Šentjur,383.0,443.0,826.0,DEC,2018,,
UD Šmarje pri Jelšah,633.0,743.0,1376.0,DEC,2018,,
UD Žalec,818.0,842.0,1660.0,DEC,2018,,
OS Koper,2716.0,2641.0,5357.0,DEC,2018,,
UD Ilirska Bistrica,213.0,214.0,427.0,DEC,2018,,
UD Izola,272.0,284.0,556.0,DEC,2018,,
UD Koper,1012.0,1041.0,2053.0,DEC,2018,,
UD Piran,428.0,379.0,807.0,DEC,2018,,
UD Postojna,382.0,405.0,787.0,DEC,2018,,
UD Sežana,409.0,318.0,727.0,DEC,2018,,
OS Kranj,2736.0,2435.0,5171.0,DEC,2018,,
UD Jesenice,428.0,318.0,746.0,DEC,2018,,
UD Kranj,1258.0,1128.0,2386.0,DEC,2018,,
UD Radovljica,435.0,370.0,805.0,DEC,2018,,
UD Škofja Loka,387.0,410.0,797.0,DEC,2018,,
UD Tržič,228.0,209.0,437.0,DEC,2018,,
OS Ljubljana,11871.0,10688.0,22559.0,DEC,2018,,
UD Cerknica,230.0,226.0,456.0,DEC,2018,,
UD Domžale,838.0,734.0,1572.0,DEC,2018,,
UD Grosuplje,695.0,611.0,1306.0,DEC,2018,,
UD Kamnik,475.0,463.0,938.0,DEC,2018,,
UD Kočevje,522.0,600.0,1122.0,DEC,2018,,
UD Ljubljana,8349.0,7288.0,15637.0,DEC,2018,,
UD Logatec,164.0,186.0,350.0,DEC,2018,,
UD Ribnica,172.0,166.0,338.0,DEC,2018,,
UD Vrhnika,426.0,414.0,840.0,DEC,2018,,
OS Maribor,5190.0,5582.0,10772.0,DEC,2018,,
UD Lenart,260.0,236.0,496.0,DEC,2018,,
UD Maribor,3791.0,3963.0,7754.0,DEC,2018,,
UD Pesnica,335.0,390.0,725.0,DEC,2018,,
UD Ruše,288.0,323.0,611.0,DEC,2018,,
UD Slovenska Bistrica,516.0,670.0,1186.0,DEC,2018,,
OS Murska Sobota,3165.0,3191.0,6356.0,DEC,2018,,
UD Gornja Radgona,499.0,491.0,990.0,DEC,2018,,
UD Lendava,689.0,745.0,1434.0,DEC,2018,,
UD Ljutomer,393.0,403.0,796.0,DEC,2018,,
UD Murska Sobota,1584.0,1552.0,3136.0,DEC,2018,,
OS Nova Gorica,1529.0,1550.0,3079.0,DEC,2018,,
UD Ajdovščina,330.0,395.0,725.0,DEC,2018,,
UD Idrija,174.0,128.0,302.0,DEC,2018,,
UD Nova Gorica,805.0,842.0,1647.0,DEC,2018,,
UD Tolmin,220.0,185.0,405.0,DEC,2018,,
OS Novo mesto,1917.0,1767.0,3684.0,DEC,2018,,
UD Črnomelj,484.0,446.0,930.0,DEC,2018,,
UD Metlika,238.0,185.0,423.0,DEC,2018,,
UD Novo mesto,892.0,891.0,1783.0,DEC,2018,,
UD Trebnje,303.0,245.0,548.0,DEC,2018,,
OS Ptuj,1314.0,1499.0,2813.0,DEC,2018,,
UD Ormož,321.0,336.0,657.0,DEC,2018,,
UD Ptuj,993.0,1163.0,2156.0,DEC,2018,,
OS Sevnica,1653.0,1641.0,3294.0,DEC,2018,,
UD Brežice,543.0,539.0,1082.0,DEC,2018,,
UD Krško,810.0,750.0,1560.0,DEC,2018,,
UD Sevnica,300.0,352.0,652.0,DEC,2018,,
OS Trbovlje,1195.0,1155.0,2350.0,DEC,2018,,
UD Hrastnik,206.0,216.0,422.0,DEC,2018,,
UD Litija,258.0,261.0,519.0,DEC,2018,,
UD Trbovlje,444.0,411.0,855.0,DEC,2018,,
UD Zagorje,287.0,267.0,554.0,DEC,2018,,
OS Velenje,2148.0,2461.0,4609.0,DEC,2018,,
UD Dravograd,138.0,139.0,277.0,DEC,2018,,
UD Mozirje,276.0,312.0,588.0,DEC,2018,,
UD Radlje ob Dravi,257.0,315.0,572.0,DEC,2018,,
UD Ravne na Koroškem,341.0,393.0,734.0,DEC,2018,,
UD Slovenj Gradec,291.0,324.0,615.0,DEC,2018,,
UD Velenje,845.0,978.0,1823.0,DEC,2018,,
,,,,DEC,2018,,
,,,78534.0,DEC,2018,,
OS Celje,4447.0,4597.0,9044.0,JAN,2019,,
UD Celje,1462.0,1554.0,3016.0,JAN,2019,,
UD Laško,329.0,314.0,643.0,JAN,2019,,
UD Slovenske Konjice,637.0,678.0,1315.0,JAN,2019,,
UD Šentjur,415.0,448.0,863.0,JAN,2019,,
UD Šmarje pri Jelšah,720.0,762.0,1482.0,JAN,2019,,
UD Žalec,884.0,841.0,1725.0,JAN,2019,,
OS Koper,2884.0,2861.0,5745.0,JAN,2019,,
UD Ilirska Bistrica,214.0,228.0,442.0,JAN,2019,,
UD Izola,296.0,326.0,622.0,JAN,2019,,
UD Koper,1081.0,1119.0,2200.0,JAN,2019,,
UD Piran,475.0,433.0,908.0,JAN,2019,,
UD Postojna,387.0,423.0,810.0,JAN,2019,,
UD Sežana,431.0,332.0,763.0,JAN,2019,,
OS Kranj,2898.0,2517.0,5415.0,JAN,2019,,
UD Jesenice,455.0,328.0,783.0,JAN,2019,,
UD Kranj,1339.0,1154.0,2493.0,JAN,2019,,
UD Radovljica,458.0,393.0,851.0,JAN,2019,,
UD Škofja Loka,412.0,427.0,839.0,JAN,2019,,
UD Tržič,234.0,215.0,449.0,JAN,2019,,
OS Ljubljana,12383.0,10968.0,23351.0,JAN,2019,,
UD Cerknica,249.0,227.0,476.0,JAN,2019,,
UD Domžale,889.0,751.0,1640.0,JAN,2019,,
UD Grosuplje,748.0,634.0,1382.0,JAN,2019,,
UD Kamnik,512.0,484.0,996.0,JAN,2019,,
UD Kočevje,556.0,636.0,1192.0,JAN,2019,,
UD Ljubljana,8642.0,7437.0,16079.0,JAN,2019,,
UD Logatec,171.0,193.0,364.0,JAN,2019,,
UD Ribnica,176.0,180.0,356.0,JAN,2019,,
UD Vrhnika,440.0,426.0,866.0,JAN,2019,,
OS Maribor,5794.0,5794.0,11588.0,JAN,2019,,
UD Lenart,287.0,258.0,545.0,JAN,2019,,
UD Maribor,4230.0,4107.0,8337.0,JAN,2019,,
UD Pesnica,374.0,410.0,784.0,JAN,2019,,
UD Ruše,307.0,324.0,631.0,JAN,2019,,
UD Slovenska Bistrica,596.0,695.0,1291.0,JAN,2019,,
OS Murska Sobota,3519.0,3387.0,6906.0,JAN,2019,,
UD Gornja Radgona,532.0,522.0,1054.0,JAN,2019,,
UD Lendava,733.0,767.0,1500.0,JAN,2019,,
UD Ljutomer,445.0,419.0,864.0,JAN,2019,,
UD Murska Sobota,1809.0,1679.0,3488.0,JAN,2019,,
OS Nova Gorica,1600.0,1590.0,3190.0,JAN,2019,,
UD Ajdovščina,347.0,389.0,736.0,JAN,2019,,
UD Idrija,175.0,129.0,304.0,JAN,2019,,
UD Nova Gorica,847.0,887.0,1734.0,JAN,2019,,
UD Tolmin,231.0,185.0,416.0,JAN,2019,,
OS Novo mesto,2007.0,1815.0,3822.0,JAN,2019,,
UD Črnomelj,497.0,447.0,944.0,JAN,2019,,
UD Metlika,249.0,193.0,442.0,JAN,2019,,
UD Novo mesto,961.0,922.0,1883.0,JAN,2019,,
UD Trebnje,300.0,253.0,553.0,JAN,2019,,
OS Ptuj,1490.0,1542.0,3032.0,JAN,2019,,
UD Ormož,359.0,347.0,706.0,JAN,2019,,
UD Ptuj,1131.0,1195.0,2326.0,JAN,2019,,
OS Sevnica,1729.0,1629.0,3358.0,JAN,2019,,
UD Brežice,582.0,544.0,1126.0,JAN,2019,,
UD Krško,828.0,742.0,1570.0,JAN,2019,,
UD Sevnica,319.0,343.0,662.0,JAN,2019,,
OS Trbovlje,1257.0,1183.0,2440.0,JAN,2019,,
UD Hrastnik,214.0,214.0,428.0,JAN,2019,,
UD Litija,275.0,270.0,545.0,JAN,2019,,
UD Trbovlje,483.0,436.0,919.0,JAN,2019,,
UD Zagorje,285.0,263.0,548.0,JAN,2019,,
OS Velenje,2409.0,2491.0,4900.0,JAN,2019,,
UD Dravograd,172.0,151.0,323.0,JAN,2019,,
UD Mozirje,277.0,301.0,578.0,JAN,2019,,
UD Radlje ob Dravi,308.0,325.0,633.0,JAN,2019,,
UD Ravne na Koroškem,372.0,395.0,767.0,JAN,2019,,
UD Slovenj Gradec,305.0,335.0,640.0,JAN,2019,,
UD Velenje,975.0,984.0,1959.0,JAN,2019,,
,,,,JAN,2019,,
,,,82791.0,JAN,2019,,
OS Celje,4324.0,4570.0,8894.0,FEB,2019,,
UD Celje,1412.0,1552.0,2964.0,FEB,2019,,
UD Laško,324.0,310.0,634.0,FEB,2019,,
UD Slovenske Konjice,626.0,668.0,1294.0,FEB,2019,,
UD Šentjur,396.0,443.0,839.0,FEB,2019,,
UD Šmarje pri Jelšah,701.0,755.0,1456.0,FEB,2019,,
UD Žalec,865.0,842.0,1707.0,FEB,2019,,
OS Koper,2820.0,2792.0,5612.0,FEB,2019,,
UD Ilirska Bistrica,201.0,226.0,427.0,FEB,2019,,
UD Izola,287.0,316.0,603.0,FEB,2019,,
UD Koper,1079.0,1086.0,2165.0,FEB,2019,,
UD Piran,469.0,410.0,879.0,FEB,2019,,
UD Postojna,378.0,423.0,801.0,FEB,2019,,
UD Sežana,406.0,331.0,737.0,FEB,2019,,
OS Kranj,2787.0,2500.0,5287.0,FEB,2019,,
UD Jesenice,438.0,321.0,759.0,FEB,2019,,
UD Kranj,1290.0,1160.0,2450.0,FEB,2019,,
UD Radovljica,448.0,403.0,851.0,FEB,2019,,
UD Škofja Loka,399.0,403.0,802.0,FEB,2019,,
UD Tržič,212.0,213.0,425.0,FEB,2019,,
OS Ljubljana,12070.0,10725.0,22795.0,FEB,2019,,
UD Cerknica,236.0,214.0,450.0,FEB,2019,,
UD Domžale,867.0,729.0,1596.0,FEB,2019,,
UD Grosuplje,741.0,625.0,1366.0,FEB,2019,,
UD Kamnik,491.0,476.0,967.0,FEB,2019,,
UD Kočevje,564.0,637.0,1201.0,FEB,2019,,
UD Ljubljana,8400.0,7265.0,15665.0,FEB,2019,,
UD Logatec,175.0,185.0,360.0,FEB,2019,,
UD Ribnica,173.0,180.0,353.0,FEB,2019,,
UD Vrhnika,423.0,414.0,837.0,FEB,2019,,
OS Maribor,5615.0,5652.0,11267.0,FEB,2019,,
UD Lenart,265.0,257.0,522.0,FEB,2019,,
UD Maribor,4114.0,4052.0,8166.0,FEB,2019,,
UD Pesnica,360.0,381.0,741.0,FEB,2019,,
UD Ruše,305.0,303.0,608.0,FEB,2019,,
UD Slovenska Bistrica,571.0,659.0,1230.0,FEB,2019,,
OS Murska Sobota,3319.0,3307.0,6626.0,FEB,2019,,
UD Gornja Radgona,507.0,518.0,1025.0,FEB,2019,,
UD Lendava,689.0,734.0,1423.0,FEB,2019,,
UD Ljutomer,417.0,410.0,827.0,FEB,2019,,
UD Murska Sobota,1706.0,1645.0,3351.0,FEB,2019,,
OS Nova Gorica,1531.0,1558.0,3089.0,FEB,2019,,
UD Ajdovščina,331.0,376.0,707.0,FEB,2019,,
UD Idrija,148.0,128.0,276.0,FEB,2019,,
UD Nova Gorica,831.0,869.0,1700.0,FEB,2019,,
UD Tolmin,221.0,185.0,406.0,FEB,2019,,
OS Novo mesto,1919.0,1749.0,3668.0,FEB,2019,,
UD Črnomelj,482.0,436.0,918.0,FEB,2019,,
UD Metlika,235.0,188.0,423.0,FEB,2019,,
UD Novo mesto,922.0,880.0,1802.0,FEB,2019,,
UD Trebnje,280.0,245.0,525.0,FEB,2019,,
OS Ptuj,1453.0,1518.0,2971.0,FEB,2019,,
UD Ormož,348.0,339.0,687.0,FEB,2019,,
UD Ptuj,1105.0,1179.0,2284.0,FEB,2019,,
OS Sevnica,1610.0,1607.0,3217.0,FEB,2019,,
UD Brežice,556.0,535.0,1091.0,FEB,2019,,
UD Krško,752.0,731.0,1483.0,FEB,2019,,
UD Sevnica,302.0,341.0,643.0,FEB,2019,,
OS Trbovlje,1254.0,1151.0,2405.0,FEB,2019,,
UD Hrastnik,213.0,208.0,421.0,FEB,2019,,
UD Litija,268.0,263.0,531.0,FEB,2019,,
UD Trbovlje,485.0,429.0,914.0,FEB,2019,,
UD Zagorje,288.0,251.0,539.0,FEB,2019,,
OS Velenje,2372.0,2552.0,4924.0,FEB,2019,,
UD Dravograd,159.0,147.0,306.0,FEB,2019,,
UD Mozirje,283.0,304.0,587.0,FEB,2019,,
UD Radlje ob Dravi,294.0,307.0,601.0,FEB,2019,,
UD Ravne na Koroškem,373.0,393.0,766.0,FEB,2019,,
UD Slovenj Gradec,304.0,342.0,646.0,FEB,2019,,
UD Velenje,959.0,1059.0,2018.0,FEB,2019,,
,,,,FEB,2019,,
,,,80755.0,FEB,2019,,
OS Celje,3894.0,4460.0,8354.0,MAR,2019,,
UD Celje,1258.0,1516.0,2774.0,MAR,2019,,
UD Laško,317.0,303.0,620.0,MAR,2019,,
UD Slovenske Konjice,541.0,665.0,1206.0,MAR,2019,,
UD Šentjur,370.0,432.0,802.0,MAR,2019,,
UD Šmarje pri Jelšah,630.0,721.0,1351.0,MAR,2019,,
UD Žalec,778.0,823.0,1601.0,MAR,2019,,
OS Koper,2667.0,2640.0,5307.0,MAR,2019,,
UD Ilirska Bistrica,194.0,222.0,416.0,MAR,2019,,
UD Izola,273.0,279.0,552.0,MAR,2019,,
UD Koper,1031.0,1032.0,2063.0,MAR,2019,,
UD Piran,433.0,369.0,802.0,MAR,2019,,
UD Postojna,359.0,416.0,775.0,MAR,2019,,
UD Sežana,377.0,322.0,699.0,MAR,2019,,
OS Kranj,2483.0,2462.0,4945.0,MAR,2019,,
UD Jesenice,392.0,313.0,705.0,MAR,2019,,
UD Kranj,1103.0,1149.0,2252.0,MAR,2019,,
UD Radovljica,413.0,392.0,805.0,MAR,2019,,
UD Škofja Loka,378.0,396.0,774.0,MAR,2019,,
UD Tržič,197.0,212.0,409.0,MAR,2019,,
OS Ljubljana,11435.0,10532.0,21967.0,MAR,2019,,
UD Cerknica,218.0,198.0,416.0,MAR,2019,,
UD Domžale,824.0,732.0,1556.0,MAR,2019,,
UD Grosuplje,672.0,617.0,1289.0,MAR,2019,,
UD Kamnik,465.0,485.0,950.0,MAR,2019,,
UD Kočevje,553.0,638.0,1191.0,MAR,2019,,
UD Ljubljana,8002.0,7116.0,15118.0,MAR,2019,,
UD Logatec,164.0,186.0,350.0,MAR,2019,,
UD Ribnica,166.0,166.0,332.0,MAR,2019,,
UD Vrhnika,371.0,394.0,765.0,MAR,2019,,
OS Maribor,5113.0,5488.0,10601.0,MAR,2019,,
UD Lenart,209.0,246.0,455.0,MAR,2019,,
UD Maribor,3802.0,3955.0,7757.0,MAR,2019,,
UD Pesnica,318.0,359.0,677.0,MAR,2019,,
UD Ruše,285.0,285.0,570.0,MAR,2019,,
UD Slovenska Bistrica,499.0,643.0,1142.0,MAR,2019,,
OS Murska Sobota,2886.0,3146.0,6032.0,MAR,2019,,
UD Gornja Radgona,444.0,481.0,925.0,MAR,2019,,
UD Lendava,625.0,721.0,1346.0,MAR,2019,,
UD Ljutomer,346.0,389.0,735.0,MAR,2019,,
UD Murska Sobota,1471.0,1555.0,3026.0,MAR,2019,,
OS Nova Gorica,1463.0,1536.0,2999.0,MAR,2019,,
UD Ajdovščina,313.0,365.0,678.0,MAR,2019,,
UD Idrija,150.0,129.0,279.0,MAR,2019,,
UD Nova Gorica,802.0,871.0,1673.0,MAR,2019,,
UD Tolmin,198.0,171.0,369.0,MAR,2019,,
OS Novo mesto,1778.0,1704.0,3482.0,MAR,2019,,
UD Črnomelj,448.0,430.0,878.0,MAR,2019,,
UD Metlika,211.0,186.0,397.0,MAR,2019,,
UD Novo mesto,869.0,856.0,1725.0,MAR,2019,,
UD Trebnje,250.0,232.0,482.0,MAR,2019,,
OS Ptuj,1280.0,1448.0,2728.0,MAR,2019,,
UD Ormož,279.0,317.0,596.0,MAR,2019,,
UD Ptuj,1001.0,1131.0,2132.0,MAR,2019,,
OS Sevnica,1513.0,1548.0,3061.0,MAR,2019,,
UD Brežice,534.0,520.0,1054.0,MAR,2019,,
UD Krško,694.0,701.0,1395.0,MAR,2019,,
UD Sevnica,285.0,327.0,612.0,MAR,2019,,
OS Trbovlje,1203.0,1128.0,2331.0,MAR,2019,,
UD Hrastnik,209.0,204.0,413.0,MAR,2019,,
UD Litija,255.0,262.0,517.0,MAR,2019,,
UD Trbovlje,465.0,420.0,885.0,MAR,2019,,
UD Zagorje,274.0,242.0,516.0,MAR,2019,,
OS Velenje,2204.0,2522.0,4726.0,MAR,2019,,
UD Dravograd,142.0,156.0,298.0,MAR,2019,,
