Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
OS Ptuj,310.0,364.0,522.0,484.0,366.0,682.0,2728.0,MAR,2019,,,,,,
UD Ormož,59.0,75.0,92.0,106.0,84.0,180.0,596.0,MAR,2019,,,,,,
UD Ptuj,251.0,289.0,430.0,378.0,282.0,502.0,2132.0,MAR,2019,,,,,,
OS Sevnica,308.0,302.0,576.0,549.0,419.0,907.0,3061.0,MAR,2019,,,,,,
UD Brežice,86.0,99.0,176.0,210.0,152.0,331.0,1054.0,MAR,2019,,,,,,
UD Krško,158.0,141.0,267.0,242.0,173.0,414.0,1395.0,MAR,2019,,,,,,
UD Sevnica,64.0,62.0,133.0,97.0,94.0,162.0,612.0,MAR,2019,,,,,,
OS Trbovlje,199.0,236.0,543.0,449.0,288.0,616.0,2331.0,MAR,2019,,,,,,
UD Hrastnik,41.0,39.0,91.0,83.0,58.0,101.0,413.0,MAR,2019,,,,,,
UD Litija,44.0,50.0,106.0,114.0,64.0,139.0,517.0,MAR,2019,,,,,,
UD Trbovlje,71.0,86.0,227.0,156.0,108.0,237.0,885.0,MAR,2019,,,,,,
UD Zagorje,43.0,61.0,119.0,96.0,58.0,139.0,516.0,MAR,2019,,,,,,
OS Velenje,465.0,505.0,1084.0,881.0,528.0,1263.0,4726.0,MAR,2019,,,,,,
UD Dravograd,36.0,28.0,60.0,56.0,35.0,83.0,298.0,MAR,2019,,,,,,
UD Mozirje,73.0,70.0,128.0,96.0,65.0,150.0,582.0,MAR,2019,,,,,,
UD Radlje ob Dravi,31.0,53.0,115.0,113.0,93.0,152.0,557.0,MAR,2019,,,,,,
UD Ravne na Koroškem,79.0,86.0,156.0,137.0,102.0,194.0,754.0,MAR,2019,,,,,,
UD Slovenj Gradec,57.0,67.0,133.0,138.0,77.0,163.0,635.0,MAR,2019,,,,,,
UD Velenje,189.0,201.0,492.0,341.0,156.0,521.0,1900.0,MAR,2019,,,,,,
,,,,,,,,MAR,2019,,,,,,
,,,,,,,76533.0,MAR,2019,,,,,,
OS Celje,627.0,805.0,1624.0,1611.0,1086.0,2395.0,8148.0,APR,2019,,,,,,
UD Celje,189.0,272.0,607.0,565.0,317.0,749.0,2699.0,APR,2019,,,,,,
UD Laško,43.0,59.0,123.0,102.0,81.0,193.0,601.0,APR,2019,,,,,,
UD Slovenske Konjice,101.0,131.0,211.0,219.0,147.0,387.0,1196.0,APR,2019,,,,,,
UD Šentjur,64.0,73.0,165.0,161.0,104.0,216.0,783.0,APR,2019,,,,,,
UD Šmarje pri Jelšah,101.0,131.0,226.0,256.0,216.0,387.0,1317.0,APR,2019,,,,,,
UD Žalec,129.0,139.0,292.0,308.0,221.0,463.0,1552.0,APR,2019,,,,,,
OS Koper,326.0,420.0,1039.0,1014.0,630.0,1580.0,5009.0,APR,2019,,,,,,
UD Ilirska Bistrica,30.0,30.0,83.0,83.0,64.0,121.0,411.0,APR,2019,,,,,,
UD Izola,32.0,45.0,103.0,102.0,67.0,177.0,526.0,APR,2019,,,,,,
UD Koper,120.0,188.0,428.0,398.0,224.0,621.0,1979.0,APR,2019,,,,,,
UD Piran,41.0,48.0,162.0,171.0,84.0,201.0,707.0,APR,2019,,,,,,
UD Postojna,68.0,58.0,125.0,131.0,93.0,241.0,716.0,APR,2019,,,,,,
UD Sežana,35.0,51.0,138.0,129.0,98.0,219.0,670.0,APR,2019,,,,,,
OS Kranj,351.0,415.0,968.0,846.0,513.0,1660.0,4753.0,APR,2019,,,,,,
UD Jesenice,73.0,50.0,133.0,164.0,68.0,217.0,705.0,APR,2019,,,,,,
UD Kranj,121.0,196.0,482.0,383.0,236.0,742.0,2160.0,APR,2019,,,,,,
UD Radovljica,56.0,69.0,142.0,133.0,85.0,247.0,732.0,APR,2019,,,,,,
UD Škofja Loka,64.0,67.0,141.0,108.0,76.0,301.0,757.0,APR,2019,,,,,,
UD Tržič,37.0,33.0,70.0,58.0,48.0,153.0,399.0,APR,2019,,,,,,
OS Ljubljana,1422.0,2429.0,5245.0,4245.0,2298.0,5795.0,21434.0,APR,2019,,,,,,
UD Cerknica,27.0,34.0,70.0,61.0,40.0,162.0,394.0,APR,2019,,,,,,
UD Domžale,90.0,174.0,354.0,320.0,183.0,409.0,1530.0,APR,2019,,,,,,
UD Grosuplje,131.0,132.0,286.0,244.0,134.0,318.0,1245.0,APR,2019,,,,,,
UD Kamnik,53.0,95.0,227.0,162.0,108.0,280.0,925.0,APR,2019,,,,,,
UD Kočevje,155.0,132.0,258.0,221.0,118.0,258.0,1142.0,APR,2019,,,,,,
UD Ljubljana,811.0,1704.0,3773.0,2962.0,1564.0,3988.0,14802.0,APR,2019,,,,,,
UD Logatec,32.0,32.0,61.0,67.0,43.0,102.0,337.0,APR,2019,,,,,,
UD Ribnica,59.0,47.0,59.0,63.0,31.0,66.0,325.0,APR,2019,,,,,,
UD Vrhnika,64.0,79.0,157.0,145.0,77.0,212.0,734.0,APR,2019,,,,,,
OS Maribor,966.0,1222.0,2261.0,2008.0,1216.0,2617.0,10290.0,APR,2019,,,,,,
UD Lenart,58.0,47.0,70.0,69.0,55.0,106.0,405.0,APR,2019,,,,,,
UD Maribor,676.0,887.0,1649.0,1465.0,910.0,1958.0,7545.0,APR,2019,,,,,,
UD Pesnica,69.0,87.0,141.0,130.0,66.0,167.0,660.0,APR,2019,,,,,,
UD Ruše,62.0,62.0,122.0,118.0,61.0,124.0,549.0,APR,2019,,,,,,
UD Slovenska Bistrica,101.0,139.0,279.0,226.0,124.0,262.0,1131.0,APR,2019,,,,,,
OS Murska Sobota,549.0,535.0,979.0,1004.0,838.0,1783.0,5688.0,APR,2019,,,,,,
UD Gornja Radgona,66.0,63.0,164.0,154.0,133.0,289.0,869.0,APR,2019,,,,,,
UD Lendava,123.0,103.0,200.0,229.0,186.0,422.0,1263.0,APR,2019,,,,,,
UD Ljutomer,50.0,69.0,96.0,113.0,109.0,246.0,683.0,APR,2019,,,,,,
UD Murska Sobota,310.0,300.0,519.0,508.0,410.0,826.0,2873.0,APR,2019,,,,,,
OS Nova Gorica,181.0,292.0,612.0,547.0,322.0,933.0,2887.0,APR,2019,,,,,,
UD Ajdovščina,44.0,55.0,148.0,121.0,80.0,215.0,663.0,APR,2019,,,,,,
UD Idrija,34.0,33.0,61.0,44.0,26.0,74.0,272.0,APR,2019,,,,,,
UD Nova Gorica,90.0,170.0,349.0,329.0,171.0,500.0,1609.0,APR,2019,,,,,,
UD Tolmin,13.0,34.0,54.0,53.0,45.0,144.0,343.0,APR,2019,,,,,,
OS Novo mesto,311.0,353.0,712.0,635.0,355.0,1013.0,3379.0,APR,2019,,,,,,
UD Črnomelj,91.0,69.0,159.0,153.0,99.0,300.0,871.0,APR,2019,,,,,,
UD Metlika,61.0,42.0,76.0,61.0,44.0,94.0,378.0,APR,2019,,,,,,
UD Novo mesto,129.0,189.0,386.0,323.0,163.0,482.0,1672.0,APR,2019,,,,,,
UD Trebnje,30.0,53.0,91.0,98.0,49.0,137.0,458.0,APR,2019,,,,,,
OS Ptuj,269.0,334.0,505.0,452.0,344.0,668.0,2572.0,APR,2019,,,,,,
UD Ormož,53.0,64.0,92.0,99.0,72.0,176.0,556.0,APR,2019,,,,,,
UD Ptuj,216.0,270.0,413.0,353.0,272.0,492.0,2016.0,APR,2019,,,,,,
OS Sevnica,280.0,288.0,549.0,528.0,409.0,885.0,2939.0,APR,2019,,,,,,
UD Brežice,77.0,87.0,167.0,204.0,147.0,322.0,1004.0,APR,2019,,,,,,
UD Krško,145.0,144.0,254.0,236.0,168.0,400.0,1347.0,APR,2019,,,,,,
UD Sevnica,58.0,57.0,128.0,88.0,94.0,163.0,588.0,APR,2019,,,,,,
OS Trbovlje,188.0,237.0,548.0,447.0,266.0,614.0,2300.0,APR,2019,,,,,,
UD Hrastnik,38.0,36.0,97.0,87.0,55.0,107.0,420.0,APR,2019,,,,,,
UD Litija,42.0,45.0,103.0,106.0,58.0,140.0,494.0,APR,2019,,,,,,
UD Trbovlje,69.0,94.0,220.0,156.0,102.0,226.0,867.0,APR,2019,,,,,,
UD Zagorje,39.0,62.0,128.0,98.0,51.0,141.0,519.0,APR,2019,,,,,,
OS Velenje,440.0,483.0,1045.0,831.0,509.0,1258.0,4566.0,APR,2019,,,,,,
UD Dravograd,31.0,25.0,54.0,55.0,33.0,84.0,282.0,APR,2019,,,,,,
UD Mozirje,68.0,70.0,128.0,92.0,65.0,150.0,573.0,APR,2019,,,,,,
UD Radlje ob Dravi,37.0,48.0,106.0,102.0,93.0,147.0,533.0,APR,2019,,,,,,
UD Ravne na Koroškem,62.0,82.0,161.0,133.0,99.0,194.0,731.0,APR,2019,,,,,,
UD Slovenj Gradec,57.0,72.0,128.0,128.0,75.0,169.0,629.0,APR,2019,,,,,,
UD Velenje,185.0,186.0,468.0,321.0,144.0,514.0,1818.0,APR,2019,,,,,,
,,,,,,,,APR,2019,,,,,,
,,,,,,,73965.0,APR,2019,,,,,,
OS Celje,580.0,768.0,1596.0,1575.0,1063.0,2389.0,7971.0,MAJ,2019,,,,,,
UD Celje,170.0,253.0,587.0,554.0,313.0,734.0,2611.0,MAJ,2019,,,,,,
UD Laško,42.0,54.0,129.0,100.0,81.0,196.0,602.0,MAJ,2019,,,,,,
UD Slovenske Konjice,95.0,129.0,199.0,214.0,144.0,390.0,1171.0,MAJ,2019,,,,,,
UD Šentjur,58.0,74.0,162.0,161.0,101.0,215.0,771.0,MAJ,2019,,,,,,
UD Šmarje pri Jelšah,103.0,119.0,226.0,249.0,212.0,389.0,1298.0,MAJ,2019,,,,,,
UD Žalec,112.0,139.0,293.0,297.0,212.0,465.0,1518.0,MAJ,2019,,,,,,
OS Koper,294.0,409.0,968.0,956.0,593.0,1555.0,4775.0,MAJ,2019,,,,,,
UD Ilirska Bistrica,29.0,33.0,76.0,86.0,61.0,125.0,410.0,MAJ,2019,,,,,,
UD Izola,27.0,39.0,97.0,95.0,67.0,169.0,494.0,MAJ,2019,,,,,,
UD Koper,112.0,168.0,393.0,382.0,213.0,608.0,1876.0,MAJ,2019,,,,,,
UD Piran,30.0,48.0,151.0,148.0,80.0,198.0,655.0,MAJ,2019,,,,,,
UD Postojna,55.0,69.0,116.0,120.0,84.0,239.0,683.0,MAJ,2019,,,,,,
UD Sežana,41.0,52.0,135.0,125.0,88.0,216.0,657.0,MAJ,2019,,,,,,
OS Kranj,323.0,412.0,916.0,821.0,475.0,1625.0,4572.0,MAJ,2019,,,,,,
UD Jesenice,61.0,52.0,120.0,154.0,58.0,204.0,649.0,MAJ,2019,,,,,,
UD Kranj,114.0,194.0,461.0,379.0,224.0,736.0,2108.0,MAJ,2019,,,,,,
UD Radovljica,55.0,65.0,126.0,125.0,81.0,239.0,691.0,MAJ,2019,,,,,,
UD Škofja Loka,61.0,70.0,141.0,108.0,70.0,299.0,749.0,MAJ,2019,,,,,,
UD Tržič,32.0,31.0,68.0,55.0,42.0,147.0,375.0,MAJ,2019,,,,,,
OS Ljubljana,1368.0,2301.0,5124.0,4197.0,2258.0,5821.0,21069.0,MAJ,2019,,,,,,
UD Cerknica,28.0,35.0,67.0,64.0,38.0,161.0,393.0,MAJ,2019,,,,,,
UD Domžale,85.0,169.0,333.0,319.0,185.0,412.0,1503.0,MAJ,2019,,,,,,
UD Grosuplje,120.0,127.0,293.0,250.0,134.0,318.0,1242.0,MAJ,2019,,,,,,
UD Kamnik,51.0,86.0,221.0,164.0,107.0,287.0,916.0,MAJ,2019,,,,,,
UD Kočevje,155.0,121.0,254.0,208.0,111.0,252.0,1101.0,MAJ,2019,,,,,,
UD Ljubljana,789.0,1616.0,3677.0,2934.0,1530.0,4023.0,14569.0,MAJ,2019,,,,,,
UD Logatec,26.0,32.0,65.0,64.0,42.0,97.0,326.0,MAJ,2019,,,,,,
UD Ribnica,54.0,41.0,54.0,59.0,30.0,64.0,302.0,MAJ,2019,,,,,,
UD Vrhnika,60.0,74.0,160.0,135.0,81.0,207.0,717.0,MAJ,2019,,,,,,
OS Maribor,917.0,1189.0,2181.0,1921.0,1174.0,2593.0,9975.0,MAJ,2019,,,,,,
UD Lenart,56.0,44.0,66.0,51.0,50.0,104.0,371.0,MAJ,2019,,,,,,
UD Maribor,647.0,853.0,1595.0,1413.0,881.0,1930.0,7319.0,MAJ,2019,,,,,,
UD Pesnica,64.0,87.0,134.0,121.0,68.0,167.0,641.0,MAJ,2019,,,,,,
UD Ruše,59.0,58.0,119.0,111.0,60.0,128.0,535.0,MAJ,2019,,,,,,
UD Slovenska Bistrica,91.0,147.0,267.0,225.0,115.0,264.0,1109.0,MAJ,2019,,,,,,
OS Murska Sobota,533.0,507.0,960.0,949.0,814.0,1772.0,5535.0,MAJ,2019,,,,,,
UD Gornja Radgona,65.0,59.0,162.0,140.0,124.0,289.0,839.0,MAJ,2019,,,,,,
UD Lendava,116.0,109.0,197.0,220.0,182.0,431.0,1255.0,MAJ,2019,,,,,,
UD Ljutomer,54.0,58.0,92.0,104.0,108.0,241.0,657.0,MAJ,2019,,,,,,
UD Murska Sobota,298.0,281.0,509.0,485.0,400.0,811.0,2784.0,MAJ,2019,,,,,,
OS Nova Gorica,173.0,274.0,590.0,532.0,318.0,903.0,2790.0,MAJ,2019,,,,,,
UD Ajdovščina,42.0,63.0,141.0,121.0,81.0,202.0,650.0,MAJ,2019,,,,,,
UD Idrija,34.0,34.0,60.0,44.0,30.0,70.0,272.0,MAJ,2019,,,,,,
UD Nova Gorica,83.0,148.0,341.0,320.0,163.0,489.0,1544.0,MAJ,2019,,,,,,
UD Tolmin,14.0,29.0,48.0,47.0,44.0,142.0,324.0,MAJ,2019,,,,,,
OS Novo mesto,308.0,351.0,702.0,614.0,346.0,1002.0,3323.0,MAJ,2019,,,,,,
UD Črnomelj,84.0,71.0,156.0,146.0,97.0,297.0,851.0,MAJ,2019,,,,,,
UD Metlika,61.0,40.0,73.0,58.0,43.0,94.0,369.0,MAJ,2019,,,,,,
UD Novo mesto,131.0,186.0,382.0,312.0,159.0,474.0,1644.0,MAJ,2019,,,,,,
UD Trebnje,32.0,54.0,91.0,98.0,47.0,137.0,459.0,MAJ,2019,,,,,,
OS Ptuj,251.0,302.0,499.0,427.0,330.0,663.0,2472.0,MAJ,2019,,,,,,
UD Ormož,51.0,53.0,92.0,87.0,70.0,170.0,523.0,MAJ,2019,,,,,,
UD Ptuj,200.0,249.0,407.0,340.0,260.0,493.0,1949.0,MAJ,2019,,,,,,
OS Sevnica,268.0,261.0,538.0,512.0,402.0,872.0,2853.0,MAJ,2019,,,,,,
UD Brežice,77.0,75.0,163.0,194.0,137.0,315.0,961.0,MAJ,2019,,,,,,
UD Krško,136.0,132.0,247.0,235.0,168.0,398.0,1316.0,MAJ,2019,,,,,,
UD Sevnica,55.0,54.0,128.0,83.0,97.0,159.0,576.0,MAJ,2019,,,,,,
OS Trbovlje,185.0,231.0,530.0,449.0,259.0,608.0,2262.0,MAJ,2019,,,,,,
UD Hrastnik,37.0,38.0,98.0,85.0,51.0,108.0,417.0,MAJ,2019,,,,,,
UD Litija,40.0,46.0,100.0,108.0,60.0,137.0,491.0,MAJ,2019,,,,,,
UD Trbovlje,70.0,87.0,211.0,159.0,99.0,225.0,851.0,MAJ,2019,,,,,,
UD Zagorje,38.0,60.0,121.0,97.0,49.0,138.0,503.0,MAJ,2019,,,,,,
OS Velenje,390.0,476.0,988.0,793.0,487.0,1281.0,4415.0,MAJ,2019,,,,,,
UD Dravograd,31.0,22.0,53.0,52.0,32.0,84.0,274.0,MAJ,2019,,,,,,
UD Mozirje,55.0,62.0,114.0,85.0,58.0,149.0,523.0,MAJ,2019,,,,,,
UD Radlje ob Dravi,39.0,54.0,103.0,100.0,88.0,149.0,533.0,MAJ,2019,,,,,,
UD Ravne na Koroškem,60.0,88.0,155.0,128.0,94.0,201.0,726.0,MAJ,2019,,,,,,
UD Slovenj Gradec,54.0,75.0,125.0,125.0,69.0,172.0,620.0,MAJ,2019,,,,,,
UD Velenje,151.0,175.0,438.0,303.0,146.0,526.0,1739.0,MAJ,2019,,,,,,
,,,,,,,,MAJ,2019,,,,,,
,,,,,,,72012.0,MAJ,2019,,,,,,
OS Celje,537.0,744.0,1591.0,1565.0,1024.0,2368.0,7829.0,JUN,2019,,,,,,
UD Celje,153.0,240.0,585.0,550.0,296.0,718.0,2542.0,JUN,2019,,,,,,
UD Laško,35.0,60.0,126.0,98.0,82.0,196.0,597.0,JUN,2019,,,,,,
UD Slovenske Konjice,92.0,125.0,204.0,211.0,144.0,378.0,1154.0,JUN,2019,,,,,,
UD Šentjur,55.0,81.0,166.0,163.0,101.0,217.0,783.0,JUN,2019,,,,,,
UD Šmarje pri Jelšah,99.0,110.0,228.0,249.0,203.0,394.0,1283.0,JUN,2019,,,,,,
UD Žalec,103.0,128.0,282.0,294.0,198.0,465.0,1470.0,JUN,2019,,,,,,
OS Koper,267.0,374.0,925.0,918.0,567.0,1525.0,4576.0,JUN,2019,,,,,,
UD Ilirska Bistrica,28.0,29.0,78.0,85.0,62.0,123.0,405.0,JUN,2019,,,,,,
UD Izola,25.0,33.0,90.0,89.0,61.0,162.0,460.0,JUN,2019,,,,,,
UD Koper,100.0,157.0,371.0,367.0,204.0,607.0,1806.0,JUN,2019,,,,,,
UD Piran,30.0,42.0,133.0,142.0,75.0,183.0,605.0,JUN,2019,,,,,,
UD Postojna,53.0,65.0,116.0,118.0,82.0,237.0,671.0,JUN,2019,,,,,,
UD Sežana,31.0,48.0,137.0,117.0,83.0,213.0,629.0,JUN,2019,,,,,,
OS Kranj,313.0,405.0,922.0,812.0,453.0,1598.0,4503.0,JUN,2019,,,,,,
UD Jesenice,48.0,55.0,117.0,139.0,55.0,195.0,609.0,JUN,2019,,,,,,
UD Kranj,112.0,195.0,472.0,381.0,210.0,731.0,2101.0,JUN,2019,,,,,,
UD Radovljica,53.0,60.0,120.0,117.0,76.0,230.0,656.0,JUN,2019,,,,,,
UD Škofja Loka,69.0,67.0,138.0,107.0,71.0,293.0,745.0,JUN,2019,,,,,,
UD Tržič,31.0,28.0,75.0,68.0,41.0,149.0,392.0,JUN,2019,,,,,,
OS Ljubljana,1336.0,2248.0,5038.0,4162.0,2249.0,5799.0,20832.0,JUN,2019,,,,,,
UD Cerknica,30.0,34.0,64.0,65.0,37.0,160.0,390.0,JUN,2019,,,,,,
UD Domžale,87.0,160.0,330.0,319.0,184.0,408.0,1488.0,JUN,2019,,,,,,
UD Grosuplje,120.0,118.0,286.0,244.0,138.0,312.0,1218.0,JUN,2019,,,,,,
UD Kamnik,51.0,83.0,215.0,161.0,107.0,288.0,905.0,JUN,2019,,,,,,
UD Kočevje,151.0,121.0,244.0,204.0,112.0,258.0,1090.0,JUN,2019,,,,,,
UD Ljubljana,770.0,1582.0,3619.0,2902.0,1520.0,4011.0,14404.0,JUN,2019,,,,,,
UD Logatec,23.0,30.0,69.0,64.0,38.0,95.0,319.0,JUN,2019,,,,,,
UD Ribnica,53.0,44.0,59.0,64.0,30.0,64.0,314.0,JUN,2019,,,,,,
UD Vrhnika,51.0,76.0,152.0,139.0,83.0,203.0,704.0,JUN,2019,,,,,,
OS Maribor,880.0,1151.0,2156.0,1910.0,1149.0,2582.0,9828.0,JUN,2019,,,,,,
UD Lenart,51.0,45.0,64.0,56.0,44.0,109.0,369.0,JUN,2019,,,,,,
UD Maribor,628.0,814.0,1602.0,1401.0,864.0,1907.0,7216.0,JUN,2019,,,,,,
UD Pesnica,54.0,83.0,119.0,118.0,66.0,175.0,615.0,JUN,2019,,,,,,
UD Ruše,52.0,68.0,110.0,105.0,62.0,126.0,523.0,JUN,2019,,,,,,
UD Slovenska Bistrica,95.0,141.0,261.0,230.0,113.0,265.0,1105.0,JUN,2019,,,,,,
OS Murska Sobota,509.0,479.0,953.0,949.0,798.0,1774.0,5462.0,JUN,2019,,,,,,
UD Gornja Radgona,58.0,58.0,160.0,142.0,120.0,287.0,825.0,JUN,2019,,,,,,
UD Lendava,112.0,107.0,186.0,218.0,180.0,425.0,1228.0,JUN,2019,,,,,,
UD Ljutomer,53.0,49.0,96.0,101.0,106.0,245.0,650.0,JUN,2019,,,,,,
UD Murska Sobota,286.0,265.0,511.0,488.0,392.0,817.0,2759.0,JUN,2019,,,,,,
OS Nova Gorica,163.0,263.0,574.0,504.0,313.0,881.0,2698.0,JUN,2019,,,,,,
UD Ajdovščina,41.0,62.0,138.0,114.0,84.0,194.0,633.0,JUN,2019,,,,,,
UD Idrija,30.0,29.0,61.0,37.0,29.0,71.0,257.0,JUN,2019,,,,,,
UD Nova Gorica,77.0,147.0,331.0,313.0,160.0,478.0,1506.0,JUN,2019,,,,,,
UD Tolmin,15.0,25.0,44.0,40.0,40.0,138.0,302.0,JUN,2019,,,,,,
OS Novo mesto,297.0,335.0,707.0,599.0,336.0,988.0,3262.0,JUN,2019,,,,,,
UD Črnomelj,84.0,70.0,158.0,143.0,93.0,299.0,847.0,JUN,2019,,,,,,
UD Metlika,58.0,38.0,71.0,61.0,41.0,92.0,361.0,JUN,2019,,,,,,
UD Novo mesto,125.0,172.0,387.0,305.0,158.0,461.0,1608.0,JUN,2019,,,,,,
UD Trebnje,30.0,55.0,91.0,90.0,44.0,136.0,446.0,JUN,2019,,,,,,
OS Ptuj,233.0,298.0,480.0,415.0,325.0,665.0,2416.0,JUN,2019,,,,,,
UD Ormož,46.0,60.0,84.0,85.0,69.0,171.0,515.0,JUN,2019,,,,,,
UD Ptuj,187.0,238.0,396.0,330.0,256.0,494.0,1901.0,JUN,2019,,,,,,
OS Sevnica,259.0,249.0,534.0,519.0,383.0,874.0,2818.0,JUN,2019,,,,,,
UD Brežice,65.0,71.0,156.0,191.0,132.0,315.0,930.0,JUN,2019,,,,,,
UD Krško,140.0,130.0,254.0,239.0,159.0,398.0,1320.0,JUN,2019,,,,,,
UD Sevnica,54.0,48.0,124.0,89.0,92.0,161.0,568.0,JUN,2019,,,,,,
OS Trbovlje,184.0,222.0,505.0,435.0,251.0,593.0,2190.0,JUN,2019,,,,,,
UD Hrastnik,38.0,38.0,94.0,87.0,52.0,108.0,417.0,JUN,2019,,,,,,
UD Litija,35.0,42.0,92.0,104.0,54.0,140.0,467.0,JUN,2019,,,,,,
UD Trbovlje,70.0,83.0,205.0,153.0,93.0,216.0,820.0,JUN,2019,,,,,,
UD Zagorje,41.0,59.0,114.0,91.0,52.0,129.0,486.0,JUN,2019,,,,,,
OS Velenje,369.0,466.0,952.0,785.0,480.0,1281.0,4333.0,JUN,2019,,,,,,
UD Dravograd,28.0,19.0,53.0,49.0,31.0,84.0,264.0,JUN,2019,,,,,,
UD Mozirje,50.0,65.0,116.0,88.0,59.0,148.0,526.0,JUN,2019,,,,,,
UD Radlje ob Dravi,36.0,51.0,99.0,96.0,84.0,146.0,512.0,JUN,2019,,,,,,
UD Ravne na Koroškem,61.0,89.0,142.0,126.0,93.0,196.0,707.0,JUN,2019,,,,,,
UD Slovenj Gradec,56.0,70.0,119.0,122.0,69.0,180.0,616.0,JUN,2019,,,,,,
UD Velenje,138.0,172.0,423.0,304.0,144.0,527.0,1708.0,JUN,2019,,,,,,
,,,,,,,,JUN,2019,,,,,,
,,,,,,,70747.0,JUN,2019,,,,,,
OS Celje,554.0,755.0,1663.0,1595.0,1022.0,2376.0,7965.0,JUL,2019,,,,,,
UD Celje,171.0,250.0,615.0,566.0,305.0,702.0,2609.0,JUL,2019,,,,,,
UD Laško,37.0,65.0,127.0,93.0,82.0,183.0,587.0,JUL,2019,,,,,,
UD Slovenske Konjice,94.0,120.0,208.0,215.0,141.0,391.0,1169.0,JUL,2019,,,,,,
UD Šentjur,54.0,75.0,164.0,168.0,105.0,220.0,786.0,JUL,2019,,,,,,
UD Šmarje pri Jelšah,95.0,117.0,240.0,247.0,201.0,406.0,1306.0,JUL,2019,,,,,,
UD Žalec,103.0,128.0,309.0,306.0,188.0,474.0,1508.0,JUL,2019,,,,,,
OS Koper,245.0,392.0,956.0,937.0,550.0,1536.0,4616.0,JUL,2019,,,,,,
UD Ilirska Bistrica,21.0,34.0,86.0,82.0,57.0,123.0,403.0,JUL,2019,,,,,,
UD Izola,21.0,36.0,85.0,92.0,62.0,164.0,460.0,JUL,2019,,,,,,
UD Koper,96.0,164.0,387.0,375.0,201.0,617.0,1840.0,JUL,2019,,,,,,
UD Piran,29.0,39.0,141.0,147.0,72.0,182.0,610.0,JUL,2019,,,,,,
UD Postojna,51.0,66.0,115.0,122.0,78.0,236.0,668.0,JUL,2019,,,,,,
UD Sežana,27.0,53.0,142.0,119.0,80.0,214.0,635.0,JUL,2019,,,,,,
OS Kranj,319.0,427.0,947.0,847.0,456.0,1563.0,4559.0,JUL,2019,,,,,,
UD Jesenice,48.0,57.0,124.0,141.0,52.0,181.0,603.0,JUL,2019,,,,,,
UD Kranj,121.0,207.0,496.0,403.0,215.0,732.0,2174.0,JUL,2019,,,,,,
UD Radovljica,52.0,55.0,125.0,122.0,74.0,216.0,644.0,JUL,2019,,,,,,
UD Škofja Loka,68.0,75.0,130.0,114.0,71.0,291.0,749.0,JUL,2019,,,,,,
UD Tržič,30.0,33.0,72.0,67.0,44.0,143.0,389.0,JUL,2019,,,,,,
OS Ljubljana,1345.0,2316.0,5162.0,4227.0,2261.0,5813.0,21124.0,JUL,2019,,,,,,
UD Cerknica,35.0,37.0,67.0,60.0,36.0,164.0,399.0,JUL,2019,,,,,,
UD Domžale,89.0,166.0,341.0,322.0,195.0,409.0,1522.0,JUL,2019,,,,,,
UD Grosuplje,110.0,131.0,291.0,246.0,141.0,311.0,1230.0,JUL,2019,,,,,,
UD Kamnik,56.0,91.0,228.0,173.0,111.0,290.0,949.0,JUL,2019,,,,,,
UD Kočevje,155.0,119.0,245.0,202.0,112.0,255.0,1088.0,JUL,2019,,,,,,
UD Ljubljana,766.0,1600.0,3695.0,2958.0,1516.0,4031.0,14566.0,JUL,2019,,,,,,
UD Logatec,26.0,38.0,72.0,67.0,35.0,96.0,334.0,JUL,2019,,,,,,
UD Ribnica,58.0,48.0,62.0,63.0,32.0,59.0,322.0,JUL,2019,,,,,,
UD Vrhnika,50.0,86.0,161.0,136.0,83.0,198.0,714.0,JUL,2019,,,,,,
OS Maribor,860.0,1152.0,2209.0,1970.0,1130.0,2606.0,9927.0,JUL,2019,,,,,,
UD Lenart,48.0,53.0,63.0,67.0,41.0,109.0,381.0,JUL,2019,,,,,,
UD Maribor,615.0,807.0,1637.0,1440.0,852.0,1919.0,7270.0,JUL,2019,,,,,,
UD Pesnica,54.0,82.0,123.0,118.0,59.0,179.0,615.0,JUL,2019,,,,,,
UD Ruše,51.0,76.0,116.0,106.0,61.0,130.0,540.0,JUL,2019,,,,,,
UD Slovenska Bistrica,92.0,134.0,270.0,239.0,117.0,269.0,1121.0,JUL,2019,,,,,,
OS Murska Sobota,519.0,475.0,981.0,981.0,806.0,1771.0,5533.0,JUL,2019,,,,,,
UD Gornja Radgona,60.0,50.0,159.0,153.0,124.0,288.0,834.0,JUL,2019,,,,,,
UD Lendava,113.0,109.0,194.0,222.0,185.0,423.0,1246.0,JUL,2019,,,,,,
UD Ljutomer,53.0,50.0,97.0,99.0,102.0,246.0,647.0,JUL,2019,,,,,,
UD Murska Sobota,293.0,266.0,531.0,507.0,395.0,814.0,2806.0,JUL,2019,,,,,,
OS Nova Gorica,160.0,290.0,603.0,533.0,303.0,883.0,2772.0,JUL,2019,,,,,,
UD Ajdovščina,47.0,64.0,152.0,123.0,80.0,191.0,657.0,JUL,2019,,,,,,
UD Idrija,29.0,34.0,59.0,37.0,26.0,75.0,260.0,JUL,2019,,,,,,
