Kohezijska / statistična regija,Do 2 meseca,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,"12 do 23
 mesecev","24 do 35
 mesecev",36 mesecev ali več,Skupaj,month,year,"Kohezijska /
statistična regija","do 2
mes.","3-5
mes.","6-8
mes.","9-11
mes.","12-23
mes.","24-35
mes.","36 mes.
ali več"
Občina izven RS,471.0,246.0,112.0,47.0,84.0,11.0,20.0,991.0,JUN,2020,,,,,,,,
Slovenija,18230.0,15746.0,10403.0,7032.0,13446.0,6477.0,18063.0,89397.0,JUL,2020,,,,,,,,
,,,,,,,,,JUL,2020,,,,,,,,
Vzhodna Slovenija,10004.0,8529.0,5994.0,4063.0,7762.0,3746.0,11141.0,51239.0,JUL,2020,,,,,,,,
Jugovzhodna Slovenija,1421.0,837.0,639.0,403.0,884.0,417.0,1613.0,6214.0,JUL,2020,,,,,,,,
Koroška,648.0,586.0,354.0,250.0,409.0,171.0,552.0,2970.0,JUL,2020,,,,,,,,
Podravska,2804.0,2856.0,1866.0,1261.0,2406.0,1218.0,2628.0,15039.0,JUL,2020,,,,,,,,
Pomurska,970.0,817.0,687.0,510.0,918.0,463.0,1795.0,6160.0,JUL,2020,,,,,,,,
Posavska,697.0,489.0,457.0,241.0,492.0,268.0,1091.0,3735.0,JUL,2020,,,,,,,,
Primorsko-notranjska,433.0,370.0,236.0,157.0,257.0,101.0,374.0,1928.0,JUL,2020,,,,,,,,
Savinjska,2479.0,2199.0,1448.0,1005.0,1920.0,900.0,2546.0,12497.0,JUL,2020,,,,,,,,
Zasavska,552.0,375.0,307.0,236.0,476.0,208.0,542.0,2696.0,JUL,2020,,,,,,,,
,,,,,,,,,JUL,2020,,,,,,,,
Zahodna Slovenija,7839.0,7006.0,4284.0,2906.0,5595.0,2717.0,6903.0,37250.0,JUL,2020,,,,,,,,
Gorenjska,1816.0,1562.0,928.0,587.0,1001.0,354.0,544.0,6792.0,JUL,2020,,,,,,,,
Goriška,866.0,685.0,457.0,274.0,525.0,220.0,616.0,3643.0,JUL,2020,,,,,,,,
Obalno-kraška,1094.0,952.0,709.0,398.0,716.0,306.0,806.0,4981.0,JUL,2020,,,,,,,,
Osrednjeslovenska,4063.0,3807.0,2190.0,1647.0,3353.0,1837.0,4937.0,21834.0,JUL,2020,,,,,,,,
,,,,,,,,,JUL,2020,,,,,,,,
Občina izven RS,387.0,211.0,125.0,63.0,89.0,14.0,19.0,908.0,JUL,2020,,,,,,,,
Slovenija,16168.0,16047.0,10044.0,7820.0,13594.0,6477.0,18022.0,88172.0,AVG,2020,,,,,,,,
,,,,,,,,,AVG,2020,,,,,,,,
Vzhodna Slovenija,8879.0,8581.0,5727.0,4493.0,7848.0,3759.0,11094.0,50381.0,AVG,2020,,,,,,,,
Jugovzhodna Slovenija,1287.0,891.0,658.0,438.0,886.0,413.0,1622.0,6195.0,AVG,2020,,,,,,,,
Koroška,544.0,582.0,320.0,292.0,416.0,170.0,546.0,2870.0,AVG,2020,,,,,,,,
Podravska,2482.0,2851.0,1770.0,1399.0,2455.0,1239.0,2629.0,14825.0,AVG,2020,,,,,,,,
Pomurska,892.0,758.0,654.0,539.0,922.0,459.0,1760.0,5984.0,AVG,2020,,,,,,,,
Posavska,626.0,511.0,400.0,312.0,493.0,264.0,1098.0,3704.0,AVG,2020,,,,,,,,
Primorsko-notranjska,399.0,383.0,243.0,178.0,256.0,114.0,369.0,1942.0,AVG,2020,,,,,,,,
Savinjska,2116.0,2197.0,1387.0,1089.0,1934.0,885.0,2527.0,12135.0,AVG,2020,,,,,,,,
Zasavska,533.0,408.0,295.0,246.0,486.0,215.0,543.0,2726.0,AVG,2020,,,,,,,,
,,,,,,,,,AVG,2020,,,,,,,,
Zahodna Slovenija,6944.0,7272.0,4193.0,3257.0,5656.0,2703.0,6909.0,36934.0,AVG,2020,,,,,,,,
Gorenjska,1558.0,1647.0,885.0,648.0,1031.0,338.0,547.0,6654.0,AVG,2020,,,,,,,,
Goriška,750.0,715.0,465.0,295.0,530.0,219.0,612.0,3586.0,AVG,2020,,,,,,,,
Obalno-kraška,934.0,1001.0,638.0,474.0,716.0,303.0,809.0,4875.0,AVG,2020,,,,,,,,
Osrednjeslovenska,3702.0,3909.0,2205.0,1840.0,3379.0,1843.0,4941.0,21819.0,AVG,2020,,,,,,,,
,,,,,,,,,AVG,2020,,,,,,,,
Občina izven RS,345.0,194.0,124.0,70.0,90.0,15.0,19.0,857.0,AVG,2020,,,,,,,,
Slovenija,14100.0,13021.0,11272.0,7156.0,13841.0,6686.0,17690.0,83766.0,SEP,2020,,,,,,,,
,,,,,,,,,SEP,2020,,,,,,,,
Vzhodna Slovenija,7623.0,6852.0,6278.0,4031.0,7947.0,3880.0,10816.0,47427.0,SEP,2020,,,,,,,,
Jugovzhodna Slovenija,1020.0,840.0,665.0,428.0,915.0,433.0,1589.0,5890.0,SEP,2020,,,,,,,,
Koroška,400.0,423.0,383.0,215.0,420.0,195.0,517.0,2553.0,SEP,2020,,,,,,,,
Podravska,2315.0,2171.0,2034.0,1305.0,2468.0,1290.0,2618.0,14201.0,SEP,2020,,,,,,,,
Pomurska,820.0,574.0,675.0,471.0,911.0,469.0,1686.0,5606.0,SEP,2020,,,,,,,,
Posavska,517.0,441.0,414.0,290.0,518.0,275.0,1087.0,3542.0,SEP,2020,,,,,,,,
Primorsko-notranjska,352.0,290.0,282.0,158.0,274.0,119.0,359.0,1834.0,SEP,2020,,,,,,,,
Savinjska,1770.0,1743.0,1525.0,963.0,1932.0,887.0,2431.0,11251.0,SEP,2020,,,,,,,,
Zasavska,429.0,370.0,300.0,201.0,509.0,212.0,529.0,2550.0,SEP,2020,,,,,,,,
,,,,,,,,,SEP,2020,,,,,,,,
Zahodna Slovenija,6179.0,5991.0,4892.0,3060.0,5795.0,2790.0,6855.0,35562.0,SEP,2020,,,,,,,,
Gorenjska,1329.0,1289.0,998.0,648.0,1033.0,375.0,542.0,6214.0,SEP,2020,,,,,,,,
Goriška,655.0,620.0,496.0,292.0,542.0,229.0,597.0,3431.0,SEP,2020,,,,,,,,
Obalno-kraška,818.0,856.0,720.0,458.0,733.0,309.0,793.0,4687.0,SEP,2020,,,,,,,,
Osrednjeslovenska,3377.0,3226.0,2678.0,1662.0,3487.0,1877.0,4923.0,21230.0,SEP,2020,,,,,,,,
,,,,,,,,,SEP,2020,,,,,,,,
Občina izven RS,298.0,178.0,102.0,65.0,99.0,16.0,19.0,777.0,SEP,2020,,,,,,,,
Slovenija,16547.0,10575.0,10017.0,7981.0,14318.0,6602.0,17614.0,83654.0,OKT,2020,,,,,,,,
,,,,,,,,,OKT,2020,,,,,,,,
Vzhodna Slovenija,9333.0,5646.0,5257.0,4557.0,8150.0,3814.0,10744.0,47501.0,OKT,2020,,,,,,,,
Jugovzhodna Slovenija,1010.0,712.0,550.0,511.0,916.0,426.0,1581.0,5706.0,OKT,2020,,,,,,,,
Koroška,535.0,330.0,301.0,251.0,434.0,187.0,513.0,2551.0,OKT,2020,,,,,,,,
Podravska,3015.0,1718.0,1757.0,1436.0,2617.0,1290.0,2627.0,14460.0,OKT,2020,,,,,,,,
Pomurska,1093.0,500.0,509.0,525.0,918.0,452.0,1614.0,5611.0,OKT,2020,,,,,,,,
Posavska,612.0,392.0,325.0,349.0,515.0,267.0,1091.0,3551.0,OKT,2020,,,,,,,,
Primorsko-notranjska,364.0,256.0,238.0,182.0,272.0,121.0,357.0,1790.0,OKT,2020,,,,,,,,
Savinjska,2197.0,1417.0,1348.0,1055.0,1954.0,857.0,2427.0,11255.0,OKT,2020,,,,,,,,
Zasavska,507.0,321.0,229.0,248.0,524.0,214.0,534.0,2577.0,OKT,2020,,,,,,,,
,,,,,,,,,OKT,2020,,,,,,,,
Zahodna Slovenija,6942.0,4788.0,4672.0,3351.0,6062.0,2768.0,6850.0,35433.0,OKT,2020,,,,,,,,
Gorenjska,1560.0,995.0,973.0,710.0,1097.0,365.0,528.0,6228.0,OKT,2020,,,,,,,,
Goriška,783.0,482.0,457.0,340.0,552.0,226.0,596.0,3436.0,OKT,2020,,,,,,,,
Obalno-kraška,944.0,664.0,630.0,537.0,776.0,314.0,787.0,4652.0,OKT,2020,,,,,,,,
Osrednjeslovenska,3655.0,2647.0,2612.0,1764.0,3637.0,1863.0,4939.0,21117.0,OKT,2020,,,,,,,,
,,,,,,,,,OKT,2020,,,,,,,,
Občina izven RS,272.0,141.0,88.0,73.0,106.0,20.0,20.0,720.0,OKT,2020,,,,,,,,
Slovenija,17949.0,9906.0,10001.0,7557.0,14554.0,6580.0,17592.0,84139.0,NOV,2020,,,,,,,,
,,,,,,,,,NOV,2020,,,,,,,,
Vzhodna Slovenija,10155.0,5206.0,5265.0,4253.0,8297.0,3792.0,10692.0,47660.0,NOV,2020,,,,,,,,
Jugovzhodna Slovenija,972.0,686.0,525.0,509.0,925.0,433.0,1576.0,5626.0,NOV,2020,,,,,,,,
Koroška,570.0,273.0,297.0,212.0,452.0,179.0,511.0,2494.0,NOV,2020,,,,,,,,
Podravska,3506.0,1548.0,1767.0,1331.0,2678.0,1279.0,2636.0,14745.0,NOV,2020,,,,,,,,
Pomurska,1337.0,488.0,451.0,494.0,918.0,448.0,1577.0,5713.0,NOV,2020,,,,,,,,
Posavska,623.0,378.0,322.0,316.0,543.0,273.0,1095.0,3550.0,NOV,2020,,,,,,,,
Primorsko-notranjska,383.0,223.0,236.0,165.0,276.0,123.0,347.0,1753.0,NOV,2020,,,,,,,,
Savinjska,2267.0,1289.0,1414.0,993.0,1983.0,836.0,2421.0,11203.0,NOV,2020,,,,,,,,
Zasavska,497.0,321.0,253.0,233.0,522.0,221.0,529.0,2576.0,NOV,2020,,,,,,,,
,,,,,,,,,NOV,2020,,,,,,,,
Zahodna Slovenija,7518.0,4553.0,4653.0,3227.0,6152.0,2766.0,6880.0,35749.0,NOV,2020,,,,,,,,
Gorenjska,1594.0,945.0,998.0,663.0,1116.0,368.0,524.0,6208.0,NOV,2020,,,,,,,,
Goriška,835.0,442.0,440.0,344.0,541.0,228.0,596.0,3426.0,NOV,2020,,,,,,,,
Obalno-kraška,1296.0,608.0,643.0,486.0,813.0,327.0,789.0,4962.0,NOV,2020,,,,,,,,
Osrednjeslovenska,3793.0,2558.0,2572.0,1734.0,3682.0,1843.0,4971.0,21153.0,NOV,2020,,,,,,,,
,,,,,,,,,NOV,2020,,,,,,,,
Občina izven RS,276.0,147.0,83.0,77.0,105.0,22.0,20.0,730.0,NOV,2020,,,,,,,,
Slovenija,19816.0,10355.0,8969.0,8739.0,15224.0,6656.0,17524.0,87283.0,DEC,2020,,,,,,,,
,,,,,,,,,DEC,2020,,,,,,,,
Vzhodna Slovenija,11449.0,5599.0,4678.0,4844.0,8650.0,3840.0,10631.0,49691.0,DEC,2020,,,,,,,,
Jugovzhodna Slovenija,1001.0,689.0,518.0,521.0,989.0,439.0,1583.0,5740.0,DEC,2020,,,,,,,,
Koroška,626.0,265.0,265.0,273.0,442.0,182.0,503.0,2556.0,DEC,2020,,,,,,,,
Podravska,3836.0,1809.0,1492.0,1570.0,2790.0,1301.0,2628.0,15426.0,DEC,2020,,,,,,,,
Pomurska,1691.0,581.0,373.0,511.0,937.0,450.0,1536.0,6079.0,DEC,2020,,,,,,,,
Posavska,752.0,368.0,314.0,329.0,574.0,280.0,1099.0,3716.0,DEC,2020,,,,,,,,
Primorsko-notranjska,420.0,239.0,197.0,213.0,284.0,125.0,338.0,1816.0,DEC,2020,,,,,,,,
Savinjska,2616.0,1322.0,1253.0,1185.0,2099.0,846.0,2406.0,11727.0,DEC,2020,,,,,,,,
Zasavska,507.0,326.0,266.0,242.0,535.0,217.0,538.0,2631.0,DEC,2020,,,,,,,,
,,,,,,,,,DEC,2020,,,,,,,,
Zahodna Slovenija,7931.0,4615.0,4190.0,3828.0,6466.0,2792.0,6873.0,36695.0,DEC,2020,,,,,,,,
Gorenjska,1815.0,931.0,897.0,766.0,1204.0,373.0,515.0,6501.0,DEC,2020,,,,,,,,
Goriška,858.0,467.0,413.0,371.0,594.0,222.0,593.0,3518.0,DEC,2020,,,,,,,,
Obalno-kraška,1334.0,640.0,592.0,565.0,870.0,313.0,788.0,5102.0,DEC,2020,,,,,,,,
Osrednjeslovenska,3924.0,2577.0,2288.0,2126.0,3798.0,1884.0,4977.0,21574.0,DEC,2020,,,,,,,,
,,,,,,,,,DEC,2020,,,,,,,,
Občina izven RS,436.0,141.0,101.0,67.0,108.0,24.0,20.0,897.0,DEC,2020,,,,,,,,
,,,,,,,,91499.0,JAN,2021,Slovenija,21282.0,12954.0,7995.0,7984.0,16358.0,7111.0,17815.0
,,,,,,,,,JAN,2021,,,,,,,,
,,,,,,,,52276.0,JAN,2021,Vzhodna Slovenija,12414.0,7308.0,4228.0,4170.0,9199.0,4106.0,10851.0
,,,,,,,,5947.0,JAN,2021,Jugovzhodna Slovenija,1136.0,748.0,510.0,428.0,1051.0,467.0,1607.0
,,,,,,,,2717.0,JAN,2021,Koroška,735.0,348.0,239.0,221.0,473.0,196.0,505.0
,,,,,,,,16230.0,JAN,2021,Podravska,3909.0,2545.0,1313.0,1390.0,2970.0,1366.0,2737.0
,,,,,,,,6583.0,JAN,2021,Pomurska,1912.0,856.0,369.0,405.0,1003.0,484.0,1554.0
,,,,,,,,3920.0,JAN,2021,Posavska,840.0,476.0,297.0,265.0,643.0,297.0,1102.0
,,,,,,,,1835.0,JAN,2021,Primorsko-notranjska,438.0,267.0,178.0,187.0,307.0,123.0,335.0
,,,,,,,,12324.0,JAN,2021,Savinjska,2924.0,1670.0,1080.0,1081.0,2190.0,912.0,2467.0
,,,,,,,,2720.0,JAN,2021,Zasavska,520.0,398.0,242.0,193.0,562.0,261.0,544.0
,,,,,,,,,JAN,2021,,,,,,,,
,,,,,,,,38148.0,JAN,2021,Zahodna Slovenija,8273.0,5493.0,3681.0,3749.0,7032.0,2978.0,6942.0
,,,,,,,,6782.0,JAN,2021,Gorenjska,1856.0,1133.0,747.0,782.0,1321.0,413.0,530.0
,,,,,,,,3690.0,JAN,2021,Goriška,868.0,580.0,375.0,366.0,642.0,256.0,603.0
,,,,,,,,5409.0,JAN,2021,Obalno-kraška,1405.0,826.0,517.0,519.0,1004.0,346.0,792.0
,,,,,,,,22267.0,JAN,2021,Osrednjeslovenska,4144.0,2954.0,2042.0,2082.0,4065.0,1963.0,5017.0
,,,,,,,,,JAN,2021,,,,,,,,
,,,,,,,,1075.0,JAN,2021,Občina izven RS,595.0,153.0,86.0,65.0,127.0,27.0,22.0
,,,,,,,,88051.0,FEB,2021,Slovenija,16432.0,14474.0,7716.0,8107.0,16537.0,7034.0,17751.0
,,,,,,,,,FEB,2021,,,,,,,,
,,,,,,,,50014.0,FEB,2021,Vzhodna Slovenija,9584.0,8127.0,4038.0,4224.0,9189.0,4043.0,10809.0
,,,,,,,,5734.0,FEB,2021,Jugovzhodna Slovenija,895.0,780.0,499.0,406.0,1070.0,480.0,1604.0
,,,,,,,,2525.0,FEB,2021,Koroška,570.0,389.0,205.0,220.0,451.0,194.0,496.0
,,,,,,,,15589.0,FEB,2021,Podravska,2961.0,2910.0,1244.0,1432.0,2975.0,1340.0,2727.0
,,,,,,,,6218.0,FEB,2021,Pomurska,1393.0,1089.0,376.0,371.0,991.0,462.0,1536.0
,,,,,,,,3788.0,FEB,2021,Posavska,663.0,494.0,304.0,272.0,651.0,291.0,1113.0
,,,,,,,,1769.0,FEB,2021,Primorsko-notranjska,358.0,289.0,170.0,183.0,323.0,124.0,322.0
,,,,,,,,11768.0,FEB,2021,Savinjska,2332.0,1783.0,995.0,1127.0,2181.0,886.0,2464.0
,,,,,,,,2623.0,FEB,2021,Zasavska,412.0,393.0,245.0,213.0,547.0,266.0,547.0
,,,,,,,,,FEB,2021,,,,,,,,
,,,,,,,,37043.0,FEB,2021,Zahodna Slovenija,6357.0,6172.0,3593.0,3819.0,7221.0,2962.0,6919.0
,,,,,,,,6420.0,FEB,2021,Gorenjska,1381.0,1231.0,739.0,794.0,1333.0,415.0,527.0
,,,,,,,,3568.0,FEB,2021,Goriška,644.0,679.0,352.0,360.0,685.0,236.0,612.0
,,,,,,,,5298.0,FEB,2021,Obalno-kraška,996.0,1112.0,490.0,555.0,1013.0,356.0,776.0
,,,,,,,,21757.0,FEB,2021,Osrednjeslovenska,3336.0,3150.0,2012.0,2110.0,4190.0,1955.0,5004.0
,,,,,,,,,FEB,2021,,,,,,,,
,,,,,,,,994.0,FEB,2021,Občina izven RS,491.0,175.0,85.0,64.0,127.0,29.0,23.0
,,,,,,,,82638.0,MAR,2021,Slovenija,13176.0,12754.0,7780.0,6987.0,17388.0,6902.0,17651.0
,,,,,,,,,MAR,2021,,,,,,,,
,,,,,,,,46619.0,MAR,2021,Vzhodna Slovenija,7527.0,7158.0,4165.0,3585.0,9504.0,3937.0,10743.0
,,,,,,,,5386.0,MAR,2021,Jugovzhodna Slovenija,730.0,644.0,509.0,377.0,1065.0,468.0,1593.0
,,,,,,,,2356.0,MAR,2021,Koroška,506.0,330.0,185.0,197.0,461.0,181.0,496.0
,,,,,,,,14633.0,MAR,2021,Podravska,2353.0,2536.0,1369.0,1201.0,3145.0,1294.0,2735.0
,,,,,,,,5656.0,MAR,2021,Pomurska,981.0,1020.0,422.0,297.0,977.0,454.0,1505.0
,,,,,,,,3497.0,MAR,2021,Posavska,485.0,434.0,278.0,247.0,655.0,291.0,1107.0
,,,,,,,,1644.0,MAR,2021,Primorsko-notranjska,294.0,245.0,167.0,147.0,356.0,109.0,326.0
,,,,,,,,10991.0,MAR,2021,Savinjska,1830.0,1622.0,1002.0,913.0,2312.0,873.0,2439.0
,,,,,,,,2456.0,MAR,2021,Zasavska,348.0,327.0,233.0,206.0,533.0,267.0,542.0
,,,,,,,,,MAR,2021,,,,,,,,
,,,,,,,,35276.0,MAR,2021,Zahodna Slovenija,5398.0,5436.0,3531.0,3329.0,7760.0,2937.0,6885.0
,,,,,,,,5968.0,MAR,2021,Gorenjska,1129.0,1073.0,695.0,680.0,1461.0,403.0,527.0
,,,,,,,,3405.0,MAR,2021,Goriška,590.0,573.0,354.0,323.0,716.0,233.0,616.0
,,,,,,,,5094.0,MAR,2021,Obalno-kraška,851.0,1009.0,519.0,488.0,1104.0,354.0,769.0
,,,,,,,,20809.0,MAR,2021,Osrednjeslovenska,2828.0,2781.0,1963.0,1838.0,4479.0,1947.0,4973.0
,,,,,,,,,MAR,2021,,,,,,,,
,,,,,,,,743.0,MAR,2021,Občina izven RS,251.0,160.0,84.0,73.0,124.0,28.0,23.0
,,,,,,,,79285.0,APR,2021,Slovenija,9303.0,12135.0,9341.0,6163.0,17942.0,6804.0,17597.0
,,,,,,,,,APR,2021,,,,,,,,
,,,,,,,,44539.0,APR,2021,Vzhodna Slovenija,5248.0,6754.0,5159.0,3195.0,9633.0,3855.0,10695.0
,,,,,,,,5217.0,APR,2021,Jugovzhodna Slovenija,539.0,648.0,543.0,374.0,1055.0,474.0,1584.0
,,,,,,,,2239.0,APR,2021,Koroška,343.0,375.0,217.0,184.0,447.0,185.0,488.0
,,,,,,,,13892.0,APR,2021,Podravska,1645.0,2170.0,1799.0,1016.0,3249.0,1265.0,2748.0
,,,,,,,,5287.0,APR,2021,Pomurska,638.0,906.0,599.0,277.0,958.0,430.0,1479.0
,,,,,,,,3410.0,APR,2021,Posavska,337.0,450.0,336.0,229.0,671.0,275.0,1112.0
,,,,,,,,1584.0,APR,2021,Primorsko-notranjska,205.0,276.0,172.0,136.0,361.0,106.0,328.0
,,,,,,,,10550.0,APR,2021,Savinjska,1284.0,1633.0,1211.0,791.0,2356.0,861.0,2414.0
,,,,,,,,2360.0,APR,2021,Zasavska,257.0,296.0,282.0,188.0,536.0,259.0,542.0
,,,,,,,,,APR,2021,,,,,,,,
,,,,,,,,34072.0,APR,2021,Zahodna Slovenija,3875.0,5220.0,4094.0,2909.0,8177.0,2916.0,6881.0
,,,,,,,,5679.0,APR,2021,Gorenjska,823.0,1009.0,790.0,566.0,1566.0,402.0,523.0
,,,,,,,,3282.0,APR,2021,Goriška,430.0,563.0,409.0,278.0,760.0,228.0,614.0
,,,,,,,,4909.0,APR,2021,Obalno-kraška,561.0,975.0,647.0,420.0,1181.0,360.0,765.0
,,,,,,,,20202.0,APR,2021,Osrednjeslovenska,2061.0,2673.0,2248.0,1645.0,4670.0,1926.0,4979.0
,,,,,,,,,APR,2021,,,,,,,,
,,,,,,,,674.0,APR,2021,Občina izven RS,180.0,161.0,88.0,59.0,132.0,33.0,21.0
,,,,,,,,75148.0,MAJ,2021,Slovenija,8762.0,9249.0,9437.0,5808.0,17736.0,6639.0,17517.0
,,,,,,,,,MAJ,2021,,,,,,,,
,,,,,,,,42286.0,MAJ,2021,Vzhodna Slovenija,4989.0,5294.0,5168.0,2994.0,9493.0,3725.0,10623.0
,,,,,,,,4998.0,MAJ,2021,Jugovzhodna Slovenija,553.0,525.0,523.0,373.0,1025.0,449.0,1550.0
,,,,,,,,2150.0,MAJ,2021,Koroška,356.0,299.0,233.0,150.0,450.0,177.0,485.0
,,,,,,,,13104.0,MAJ,2021,Podravska,1521.0,1630.0,1821.0,931.0,3214.0,1223.0,2764.0
,,,,,,,,4862.0,MAJ,2021,Pomurska,565.0,645.0,639.0,274.0,903.0,396.0,1440.0
,,,,,,,,3323.0,MAJ,2021,Posavska,339.0,381.0,318.0,231.0,671.0,269.0,1114.0
,,,,,,,,1500.0,MAJ,2021,Primorsko-notranjska,207.0,208.0,176.0,122.0,350.0,113.0,324.0
,,,,,,,,10080.0,MAJ,2021,Savinjska,1203.0,1367.0,1201.0,726.0,2331.0,846.0,2406.0
,,,,,,,,2269.0,MAJ,2021,Zasavska,245.0,239.0,257.0,187.0,549.0,252.0,540.0
,,,,,,,,,MAJ,2021,,,,,,,,
,,,,,,,,32269.0,MAJ,2021,Zahodna Slovenija,3611.0,3844.0,4193.0,2759.0,8109.0,2879.0,6874.0
,,,,,,,,5269.0,MAJ,2021,Gorenjska,784.0,719.0,773.0,540.0,1538.0,399.0,516.0
,,,,,,,,3048.0,MAJ,2021,Goriška,366.0,410.0,444.0,249.0,748.0,228.0,603.0
,,,,,,,,4526.0,MAJ,2021,Obalno-kraška,514.0,598.0,743.0,387.0,1177.0,342.0,765.0
,,,,,,,,19426.0,MAJ,2021,Osrednjeslovenska,1947.0,2117.0,2233.0,1583.0,4646.0,1910.0,4990.0
,,,,,,,,,MAJ,2021,,,,,,,,
,,,,,,,,593.0,MAJ,2021,Občina izven RS,162.0,111.0,76.0,55.0,134.0,35.0,20.0
,,,,,,,,71094.0,JUN,2021,Slovenija,8037.0,8327.0,7640.0,5729.0,17402.0,6626.0,17333.0
,,,,,,,,,JUN,2021,,,,,,,,
,,,,,,,,40128.0,JUN,2021,Vzhodna Slovenija,4599.0,4741.0,4262.0,3039.0,9263.0,3696.0,10528.0
,,,,,,,,4777.0,JUN,2021,Jugovzhodna Slovenija,492.0,491.0,424.0,375.0,1007.0,453.0,1535.0
,,,,,,,,2054.0,JUN,2021,Koroška,311.0,310.0,190.0,134.0,464.0,170.0,475.0
,,,,,,,,12402.0,JUN,2021,Podravska,1411.0,1446.0,1463.0,996.0,3132.0,1209.0,2745.0
,,,,,,,,4506.0,JUN,2021,Pomurska,488.0,543.0,521.0,291.0,856.0,393.0,1414.0
,,,,,,,,3179.0,JUN,2021,Posavska,326.0,319.0,274.0,212.0,660.0,272.0,1116.0
,,,,,,,,1379.0,JUN,2021,Primorsko-notranjska,185.0,179.0,135.0,111.0,339.0,115.0,315.0
,,,,,,,,9648.0,JUN,2021,Savinjska,1136.0,1234.0,1043.0,745.0,2262.0,843.0,2385.0
,,,,,,,,2183.0,JUN,2021,Zasavska,250.0,219.0,212.0,175.0,543.0,241.0,543.0
,,,,,,,,,JUN,2021,,,,,,,,
,,,,,,,,30435.0,JUN,2021,Zahodna Slovenija,3303.0,3495.0,3321.0,2637.0,8002.0,2891.0,6786.0
,,,,,,,,4844.0,JUN,2021,Gorenjska,673.0,667.0,613.0,495.0,1508.0,395.0,493.0
,,,,,,,,2826.0,JUN,2021,Goriška,341.0,342.0,343.0,248.0,726.0,236.0,590.0
,,,,,,,,4017.0,JUN,2021,Obalno-kraška,430.0,510.0,481.0,370.0,1113.0,361.0,752.0
,,,,,,,,18748.0,JUN,2021,Osrednjeslovenska,1859.0,1976.0,1884.0,1524.0,4655.0,1899.0,4951.0
,,,,,,,,,JUN,2021,,,,,,,,
,,,,,,,,531.0,JUN,2021,Občina izven RS,135.0,91.0,57.0,53.0,137.0,39.0,19.0
,,,,,,,,70655.0,JUL,2021,Slovenija,10131.0,5804.0,7387.0,6506.0,16993.0,6501.0,17333.0
,,,,,,,,,JUL,2021,,,,,,,,
,,,,,,,,40190.0,JUL,2021,Vzhodna Slovenija,6045.0,3266.0,4186.0,3561.0,8994.0,3624.0,10514.0
,,,,,,,,4776.0,JUL,2021,Jugovzhodna Slovenija,597.0,342.0,451.0,391.0,1001.0,444.0,1550.0
,,,,,,,,2036.0,JUL,2021,Koroška,346.0,218.0,230.0,146.0,454.0,170.0,472.0
,,,,,,,,12586.0,JUL,2021,Podravska,2075.0,1012.0,1287.0,1239.0,3017.0,1203.0,2753.0
,,,,,,,,4487.0,JUL,2021,Pomurska,716.0,359.0,468.0,373.0,808.0,376.0,1387.0
,,,,,,,,3151.0,JUL,2021,Posavska,363.0,224.0,285.0,245.0,644.0,267.0,1123.0
,,,,,,,,1337.0,JUL,2021,Primorsko-notranjska,202.0,126.0,156.0,109.0,326.0,108.0,310.0
,,,,,,,,9608.0,JUL,2021,Savinjska,1429.0,820.0,1099.0,871.0,2213.0,806.0,2370.0
,,,,,,,,2209.0,JUL,2021,Zasavska,317.0,165.0,210.0,187.0,531.0,250.0,549.0
,,,,,,,,,JUL,2021,,,,,,,,
,,,,,,,,29951.0,JUL,2021,Zahodna Slovenija,3931.0,2466.0,3144.0,2897.0,7874.0,2839.0,6800.0
,,,,,,,,4801.0,JUL,2021,Gorenjska,838.0,470.0,595.0,522.0,1475.0,399.0,502.0
,,,,,,,,2772.0,JUL,2021,Goriška,433.0,249.0,303.0,281.0,691.0,228.0,587.0
,,,,,,,,3885.0,JUL,2021,Obalno-kraška,538.0,327.0,443.0,410.0,1067.0,357.0,743.0
,,,,,,,,18493.0,JUL,2021,Osrednjeslovenska,2122.0,1420.0,1803.0,1684.0,4641.0,1855.0,4968.0
,,,,,,,,,JUL,2021,,,,,,,,
,,,,,,,,514.0,JUL,2021,Občina izven RS,155.0,72.0,57.0,48.0,125.0,38.0,19.0
,,,,,,,,69292.0,AVG,2021,Slovenija,10197.0,5984.0,6302.0,6492.0,16686.0,6422.0,17209.0
,,,,,,,,,AVG,2021,,,,,,,,
,,,,,,,,39500.0,AVG,2021,Vzhodna Slovenija,6079.0,3410.0,3620.0,3584.0,8807.0,3562.0,10438.0
,,,,,,,,4745.0,AVG,2021,Jugovzhodna Slovenija,597.0,389.0,385.0,381.0,992.0,448.0,1553.0
,,,,,,,,2083.0,AVG,2021,Koroška,420.0,239.0,197.0,154.0,433.0,171.0,469.0
,,,,,,,,12329.0,AVG,2021,Podravska,2101.0,1020.0,1099.0,1254.0,2936.0,1185.0,2734.0
,,,,,,,,4332.0,AVG,2021,Pomurska,702.0,364.0,381.0,401.0,768.0,369.0,1347.0
,,,,,,,,3108.0,AVG,2021,Posavska,354.0,231.0,265.0,227.0,648.0,260.0,1123.0
,,,,,,,,1313.0,AVG,2021,Primorsko-notranjska,196.0,139.0,137.0,102.0,323.0,102.0,314.0
,,,,,,,,9434.0,AVG,2021,Savinjska,1418.0,845.0,984.0,881.0,2173.0,786.0,2347.0
