Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
OS Koper,,,,,6687.0,FEB,izob,2214.0,1698.0,1815.0,960.0
UD Ilirska Bistrica,,,,,420.0,FEB,izob,125.0,123.0,109.0,63.0
UD Izola,,,,,782.0,FEB,izob,296.0,203.0,192.0,91.0
UD Koper,,,,,2646.0,FEB,izob,850.0,661.0,742.0,393.0
UD Piran,,,,,1075.0,FEB,izob,324.0,275.0,309.0,167.0
UD Postojna,,,,,865.0,FEB,izob,329.0,210.0,216.0,110.0
UD Sežana,,,,,899.0,FEB,izob,290.0,226.0,247.0,136.0
OS Kranj,,,,,6302.0,FEB,izob,1939.0,1508.0,1799.0,1056.0
UD Jesenice,,,,,1012.0,FEB,izob,340.0,296.0,254.0,122.0
UD Kranj,,,,,2852.0,FEB,izob,963.0,600.0,777.0,512.0
UD Radovljica,,,,,1140.0,FEB,izob,284.0,273.0,382.0,201.0
UD Škofja Loka,,,,,891.0,FEB,izob,222.0,239.0,261.0,169.0
UD Tržič,,,,,407.0,FEB,izob,130.0,100.0,125.0,52.0
OS Ljubljana,,,,,25003.0,FEB,izob,7536.0,5586.0,6943.0,4938.0
UD Cerknica,,,,,423.0,FEB,izob,106.0,129.0,120.0,68.0
UD Domžale,,,,,1914.0,FEB,izob,532.0,496.0,530.0,356.0
UD Grosuplje,,,,,1366.0,FEB,izob,489.0,334.0,343.0,200.0
UD Kamnik,,,,,1086.0,FEB,izob,345.0,283.0,308.0,150.0
UD Kočevje,,,,,1140.0,FEB,izob,493.0,352.0,206.0,89.0
UD Ljubljana,,,,,17400.0,FEB,izob,5102.0,3527.0,4992.0,3779.0
UD Logatec,,,,,378.0,FEB,izob,82.0,115.0,114.0,67.0
UD Ribnica,,,,,386.0,FEB,izob,138.0,103.0,89.0,56.0
UD Vrhnika,,,,,910.0,FEB,izob,249.0,247.0,241.0,173.0
OS Maribor,,,,,12215.0,FEB,izob,3630.0,3220.0,3306.0,2059.0
UD Lenart,,,,,511.0,FEB,izob,139.0,168.0,129.0,75.0
UD Maribor,,,,,8868.0,FEB,izob,2657.0,2212.0,2434.0,1565.0
UD Pesnica,,,,,821.0,FEB,izob,247.0,268.0,209.0,97.0
UD Ruše,,,,,671.0,FEB,izob,174.0,227.0,177.0,93.0
UD Slovenska Bistrica,,,,,1344.0,FEB,izob,413.0,345.0,357.0,229.0
OS Murska Sobota,,,,,6164.0,FEB,izob,2283.0,1797.0,1357.0,727.0
UD Gornja Radgona,,,,,908.0,FEB,izob,260.0,308.0,214.0,126.0
UD Lendava,,,,,1348.0,FEB,izob,531.0,415.0,282.0,120.0
UD Ljutomer,,,,,723.0,FEB,izob,231.0,213.0,184.0,95.0
UD Murska Sobota,,,,,3185.0,FEB,izob,1261.0,861.0,677.0,386.0
OS Nova Gorica,,,,,3510.0,FEB,izob,1114.0,834.0,881.0,681.0
UD Ajdovščina,,,,,760.0,FEB,izob,242.0,204.0,180.0,134.0
UD Idrija,,,,,353.0,FEB,izob,106.0,92.0,88.0,67.0
UD Nova Gorica,,,,,1940.0,FEB,izob,643.0,397.0,503.0,397.0
UD Tolmin,,,,,457.0,FEB,izob,123.0,141.0,110.0,83.0
OS Novo mesto,,,,,3995.0,FEB,izob,1820.0,909.0,792.0,474.0
UD Črnomelj,,,,,917.0,FEB,izob,460.0,231.0,164.0,62.0
UD Metlika,,,,,464.0,FEB,izob,226.0,125.0,73.0,40.0
UD Novo mesto,,,,,2060.0,FEB,izob,897.0,429.0,442.0,292.0
UD Trebnje,,,,,554.0,FEB,izob,237.0,124.0,113.0,80.0
OS Ptuj,,,,,3591.0,FEB,izob,913.0,1171.0,1048.0,459.0
UD Ormož,,,,,686.0,FEB,izob,179.0,258.0,181.0,68.0
UD Ptuj,,,,,2905.0,FEB,izob,734.0,913.0,867.0,391.0
OS Sevnica,,,,,3615.0,FEB,izob,1279.0,1127.0,762.0,447.0
UD Brežice,,,,,1203.0,FEB,izob,331.0,408.0,296.0,168.0
UD Krško,,,,,1643.0,FEB,izob,734.0,432.0,312.0,165.0
UD Sevnica,,,,,769.0,FEB,izob,214.0,287.0,154.0,114.0
OS Trbovlje,,,,,2663.0,FEB,izob,979.0,743.0,609.0,332.0
UD Hrastnik,,,,,496.0,FEB,izob,190.0,140.0,108.0,58.0
UD Litija,,,,,624.0,FEB,izob,244.0,181.0,125.0,74.0
UD Trbovlje,,,,,988.0,FEB,izob,353.0,270.0,230.0,135.0
UD Zagorje,,,,,555.0,FEB,izob,192.0,152.0,146.0,65.0
OS Velenje,,,,,4912.0,FEB,izob,1361.0,1454.0,1330.0,767.0
UD Dravograd,,,,,283.0,FEB,izob,75.0,96.0,73.0,39.0
UD Mozirje,,,,,506.0,FEB,izob,127.0,145.0,151.0,83.0
UD Radlje ob Dravi,,,,,625.0,FEB,izob,161.0,216.0,167.0,81.0
UD Ravne na Koroškem,,,,,790.0,FEB,izob,178.0,270.0,234.0,108.0
UD Slovenj Gradec,,,,,718.0,FEB,izob,173.0,222.0,198.0,125.0
UD Velenje,,,,,1990.0,FEB,izob,647.0,505.0,507.0,331.0
OS Celje,,,,,8765.0,MAR,izob,2476.0,2515.0,2409.0,1365.0
UD Celje,,,,,2886.0,MAR,izob,756.0,765.0,815.0,550.0
UD Laško,,,,,599.0,MAR,izob,187.0,179.0,155.0,78.0
UD Slovenske Konjice,,,,,1244.0,MAR,izob,378.0,357.0,341.0,168.0
UD Šentjur,,,,,805.0,MAR,izob,193.0,261.0,219.0,132.0
UD Šmarje pri Jelšah,,,,,1680.0,MAR,izob,529.0,528.0,429.0,194.0
UD Žalec,,,,,1551.0,MAR,izob,433.0,425.0,450.0,243.0
OS Koper,,,,,6385.0,MAR,izob,2100.0,1618.0,1739.0,928.0
UD Ilirska Bistrica,,,,,384.0,MAR,izob,110.0,118.0,102.0,54.0
UD Izola,,,,,753.0,MAR,izob,279.0,194.0,190.0,90.0
UD Koper,,,,,2519.0,MAR,izob,805.0,628.0,709.0,377.0
UD Piran,,,,,1049.0,MAR,izob,312.0,268.0,305.0,164.0
UD Postojna,,,,,812.0,MAR,izob,316.0,193.0,196.0,107.0
UD Sežana,,,,,868.0,MAR,izob,278.0,217.0,237.0,136.0
OS Kranj,,,,,5853.0,MAR,izob,1731.0,1424.0,1709.0,989.0
UD Jesenice,,,,,934.0,MAR,izob,305.0,277.0,236.0,116.0
UD Kranj,,,,,2602.0,MAR,izob,812.0,567.0,743.0,480.0
UD Radovljica,,,,,1076.0,MAR,izob,269.0,254.0,360.0,193.0
UD Škofja Loka,,,,,853.0,MAR,izob,222.0,227.0,253.0,151.0
UD Tržič,,,,,388.0,MAR,izob,123.0,99.0,117.0,49.0
OS Ljubljana,,,,,23792.0,MAR,izob,7145.0,5247.0,6691.0,4709.0
UD Cerknica,,,,,386.0,MAR,izob,92.0,116.0,119.0,59.0
UD Domžale,,,,,1826.0,MAR,izob,513.0,475.0,500.0,338.0
UD Grosuplje,,,,,1274.0,MAR,izob,452.0,324.0,321.0,177.0
UD Kamnik,,,,,1020.0,MAR,izob,311.0,259.0,299.0,151.0
UD Kočevje,,,,,1069.0,MAR,izob,480.0,325.0,189.0,75.0
UD Ljubljana,,,,,16622.0,MAR,izob,4858.0,3312.0,4829.0,3623.0
UD Logatec,,,,,366.0,MAR,izob,80.0,104.0,110.0,72.0
UD Ribnica,,,,,359.0,MAR,izob,119.0,106.0,83.0,51.0
UD Vrhnika,,,,,870.0,MAR,izob,240.0,226.0,241.0,163.0
OS Maribor,,,,,11431.0,MAR,izob,3337.0,2971.0,3158.0,1965.0
UD Lenart,,,,,469.0,MAR,izob,120.0,154.0,122.0,73.0
UD Maribor,,,,,8362.0,MAR,izob,2455.0,2061.0,2343.0,1503.0
UD Pesnica,,,,,750.0,MAR,izob,230.0,243.0,185.0,92.0
UD Ruše,,,,,641.0,MAR,izob,172.0,208.0,170.0,91.0
UD Slovenska Bistrica,,,,,1209.0,MAR,izob,360.0,305.0,338.0,206.0
OS Murska Sobota,,,,,5600.0,MAR,izob,2108.0,1592.0,1224.0,676.0
UD Gornja Radgona,,,,,819.0,MAR,izob,234.0,271.0,198.0,116.0
UD Lendava,,,,,1243.0,MAR,izob,490.0,379.0,264.0,110.0
UD Ljutomer,,,,,649.0,MAR,izob,218.0,188.0,155.0,88.0
UD Murska Sobota,,,,,2889.0,MAR,izob,1166.0,754.0,607.0,362.0
OS Nova Gorica,,,,,3354.0,MAR,izob,1089.0,779.0,852.0,634.0
UD Ajdovščina,,,,,703.0,MAR,izob,230.0,182.0,168.0,123.0
UD Idrija,,,,,334.0,MAR,izob,106.0,82.0,83.0,63.0
UD Nova Gorica,,,,,1888.0,MAR,izob,631.0,383.0,498.0,376.0
UD Tolmin,,,,,429.0,MAR,izob,122.0,132.0,103.0,72.0
OS Novo mesto,,,,,3743.0,MAR,izob,1738.0,841.0,720.0,444.0
UD Črnomelj,,,,,884.0,MAR,izob,449.0,218.0,153.0,64.0
UD Metlika,,,,,440.0,MAR,izob,225.0,112.0,66.0,37.0
UD Novo mesto,,,,,1901.0,MAR,izob,832.0,395.0,403.0,271.0
UD Trebnje,,,,,518.0,MAR,izob,232.0,116.0,98.0,72.0
OS Ptuj,,,,,3309.0,MAR,izob,832.0,1079.0,991.0,407.0
UD Ormož,,,,,624.0,MAR,izob,159.0,221.0,180.0,64.0
UD Ptuj,,,,,2685.0,MAR,izob,673.0,858.0,811.0,343.0
OS Sevnica,,,,,3343.0,MAR,izob,1182.0,1036.0,718.0,407.0
UD Brežice,,,,,1124.0,MAR,izob,308.0,375.0,288.0,153.0
UD Krško,,,,,1500.0,MAR,izob,677.0,395.0,284.0,144.0
UD Sevnica,,,,,719.0,MAR,izob,197.0,266.0,146.0,110.0
OS Trbovlje,,,,,2509.0,MAR,izob,922.0,708.0,573.0,306.0
UD Hrastnik,,,,,457.0,MAR,izob,175.0,133.0,98.0,51.0
UD Litija,,,,,591.0,MAR,izob,233.0,173.0,119.0,66.0
UD Trbovlje,,,,,934.0,MAR,izob,331.0,260.0,216.0,127.0
UD Zagorje,,,,,527.0,MAR,izob,183.0,142.0,140.0,62.0
OS Velenje,,,,,4554.0,MAR,izob,1216.0,1317.0,1270.0,751.0
UD Dravograd,,,,,255.0,MAR,izob,66.0,77.0,73.0,39.0
UD Mozirje,,,,,463.0,MAR,izob,114.0,137.0,139.0,73.0
UD Radlje ob Dravi,,,,,582.0,MAR,izob,140.0,201.0,163.0,78.0
UD Ravne na Koroškem,,,,,758.0,MAR,izob,164.0,248.0,230.0,116.0
UD Slovenj Gradec,,,,,669.0,MAR,izob,158.0,208.0,189.0,114.0
UD Velenje,,,,,1827.0,MAR,izob,574.0,446.0,476.0,331.0
OS Celje,,,,,8413.0,APR,izob,2369.0,2409.0,2312.0,1323.0
UD Celje,,,,,2728.0,APR,izob,696.0,724.0,776.0,532.0
UD Laško,,,,,576.0,APR,izob,187.0,169.0,146.0,74.0
UD Slovenske Konjice,,,,,1198.0,APR,izob,366.0,345.0,328.0,159.0
UD Šentjur,,,,,781.0,APR,izob,189.0,247.0,211.0,134.0
UD Šmarje pri Jelšah,,,,,1631.0,APR,izob,514.0,509.0,419.0,189.0
UD Žalec,,,,,1499.0,APR,izob,417.0,415.0,432.0,235.0
OS Koper,,,,,6163.0,APR,izob,2031.0,1576.0,1665.0,891.0
UD Ilirska Bistrica,,,,,374.0,APR,izob,109.0,115.0,99.0,51.0
UD Izola,,,,,721.0,APR,izob,264.0,186.0,180.0,91.0
UD Koper,,,,,2461.0,APR,izob,791.0,617.0,686.0,367.0
UD Piran,,,,,979.0,APR,izob,292.0,247.0,286.0,154.0
UD Postojna,,,,,780.0,APR,izob,296.0,192.0,190.0,102.0
UD Sežana,,,,,848.0,APR,izob,279.0,219.0,224.0,126.0
OS Kranj,,,,,5568.0,APR,izob,1623.0,1354.0,1643.0,948.0
UD Jesenice,,,,,907.0,APR,izob,293.0,271.0,231.0,112.0
UD Kranj,,,,,2458.0,APR,izob,762.0,533.0,704.0,459.0
UD Radovljica,,,,,1020.0,APR,izob,241.0,249.0,342.0,188.0
UD Škofja Loka,,,,,808.0,APR,izob,207.0,213.0,249.0,139.0
UD Tržič,,,,,375.0,APR,izob,120.0,88.0,117.0,50.0
OS Ljubljana,,,,,23002.0,APR,izob,6924.0,5070.0,6459.0,4549.0
UD Cerknica,,,,,359.0,APR,izob,90.0,110.0,108.0,51.0
UD Domžale,,,,,1774.0,APR,izob,512.0,449.0,483.0,330.0
UD Grosuplje,,,,,1221.0,APR,izob,434.0,307.0,309.0,171.0
UD Kamnik,,,,,994.0,APR,izob,300.0,254.0,296.0,144.0
UD Kočevje,,,,,1016.0,APR,izob,457.0,311.0,180.0,68.0
UD Ljubljana,,,,,16128.0,APR,izob,4711.0,3228.0,4674.0,3515.0
UD Logatec,,,,,342.0,APR,izob,80.0,94.0,100.0,68.0
UD Ribnica,,,,,332.0,APR,izob,111.0,95.0,81.0,45.0
UD Vrhnika,,,,,836.0,APR,izob,229.0,222.0,228.0,157.0
OS Maribor,,,,,10911.0,APR,izob,3187.0,2797.0,3021.0,1906.0
UD Lenart,,,,,429.0,APR,izob,108.0,136.0,111.0,74.0
UD Maribor,,,,,8023.0,APR,izob,2361.0,1951.0,2248.0,1463.0
UD Pesnica,,,,,713.0,APR,izob,222.0,223.0,181.0,87.0
UD Ruše,,,,,601.0,APR,izob,153.0,200.0,162.0,86.0
UD Slovenska Bistrica,,,,,1145.0,APR,izob,343.0,287.0,319.0,196.0
OS Murska Sobota,,,,,5228.0,APR,izob,1990.0,1477.0,1135.0,626.0
UD Gornja Radgona,,,,,763.0,APR,izob,222.0,251.0,181.0,109.0
UD Lendava,,,,,1183.0,APR,izob,467.0,363.0,244.0,109.0
UD Ljutomer,,,,,607.0,APR,izob,206.0,169.0,149.0,83.0
UD Murska Sobota,,,,,2675.0,APR,izob,1095.0,694.0,561.0,325.0
OS Nova Gorica,,,,,3235.0,APR,izob,1071.0,743.0,816.0,605.0
UD Ajdovščina,,,,,690.0,APR,izob,230.0,182.0,163.0,115.0
UD Idrija,,,,,314.0,APR,izob,100.0,77.0,78.0,59.0
UD Nova Gorica,,,,,1815.0,APR,izob,619.0,365.0,474.0,357.0
UD Tolmin,,,,,416.0,APR,izob,122.0,119.0,101.0,74.0
OS Novo mesto,,,,,3657.0,APR,izob,1710.0,824.0,702.0,421.0
UD Črnomelj,,,,,866.0,APR,izob,444.0,214.0,151.0,57.0
UD Metlika,,,,,428.0,APR,izob,220.0,106.0,68.0,34.0
UD Novo mesto,,,,,1857.0,APR,izob,817.0,383.0,392.0,265.0
UD Trebnje,,,,,506.0,APR,izob,229.0,121.0,91.0,65.0
OS Ptuj,,,,,3070.0,APR,izob,782.0,973.0,926.0,389.0
UD Ormož,,,,,578.0,APR,izob,153.0,199.0,163.0,63.0
UD Ptuj,,,,,2492.0,APR,izob,629.0,774.0,763.0,326.0
OS Sevnica,,,,,3273.0,APR,izob,1166.0,1023.0,695.0,389.0
UD Brežice,,,,,1113.0,APR,izob,304.0,376.0,288.0,145.0
UD Krško,,,,,1455.0,APR,izob,664.0,387.0,268.0,136.0
UD Sevnica,,,,,705.0,APR,izob,198.0,260.0,139.0,108.0
OS Trbovlje,,,,,2414.0,APR,izob,881.0,688.0,555.0,290.0
UD Hrastnik,,,,,433.0,APR,izob,170.0,127.0,92.0,44.0
UD Litija,,,,,571.0,APR,izob,218.0,170.0,118.0,65.0
UD Trbovlje,,,,,902.0,APR,izob,321.0,250.0,210.0,121.0
UD Zagorje,,,,,508.0,APR,izob,172.0,141.0,135.0,60.0
OS Velenje,,,,,4351.0,APR,izob,1168.0,1275.0,1196.0,712.0
UD Dravograd,,,,,232.0,APR,izob,59.0,71.0,66.0,36.0
UD Mozirje,,,,,441.0,APR,izob,107.0,133.0,139.0,62.0
UD Radlje ob Dravi,,,,,560.0,APR,izob,134.0,201.0,149.0,76.0
UD Ravne na Koroškem,,,,,704.0,APR,izob,156.0,231.0,215.0,102.0
UD Slovenj Gradec,,,,,642.0,APR,izob,151.0,203.0,176.0,112.0
UD Velenje,,,,,1772.0,APR,izob,561.0,436.0,451.0,324.0
OS Celje,,,,,8030.0,MAJ,izob,2286.0,2316.0,2183.0,1245.0
UD Celje,,,,,2597.0,MAJ,izob,664.0,694.0,733.0,506.0
UD Laško,,,,,544.0,MAJ,izob,182.0,167.0,135.0,60.0
UD Slovenske Konjice,,,,,1159.0,MAJ,izob,355.0,339.0,314.0,151.0
UD Šentjur,,,,,746.0,MAJ,izob,191.0,236.0,200.0,119.0
UD Šmarje pri Jelšah,,,,,1552.0,MAJ,izob,492.0,491.0,386.0,183.0
UD Žalec,,,,,1432.0,MAJ,izob,402.0,389.0,415.0,226.0
OS Koper,,,,,5701.0,MAJ,izob,1860.0,1459.0,1537.0,845.0
UD Ilirska Bistrica,,,,,355.0,MAJ,izob,104.0,107.0,92.0,52.0
UD Izola,,,,,659.0,MAJ,izob,235.0,168.0,171.0,85.0
UD Koper,,,,,2279.0,MAJ,izob,717.0,574.0,636.0,352.0
UD Piran,,,,,875.0,MAJ,izob,256.0,224.0,254.0,141.0
UD Postojna,,,,,743.0,MAJ,izob,283.0,185.0,174.0,101.0
UD Sežana,,,,,790.0,MAJ,izob,265.0,201.0,210.0,114.0
OS Kranj,,,,,5171.0,MAJ,izob,1524.0,1266.0,1497.0,884.0
UD Jesenice,,,,,838.0,MAJ,izob,270.0,255.0,212.0,101.0
UD Kranj,,,,,2290.0,MAJ,izob,718.0,498.0,646.0,428.0
UD Radovljica,,,,,946.0,MAJ,izob,229.0,227.0,310.0,180.0
UD Škofja Loka,,,,,773.0,MAJ,izob,199.0,210.0,230.0,134.0
UD Tržič,,,,,324.0,MAJ,izob,108.0,76.0,99.0,41.0
OS Ljubljana,,,,,22036.0,MAJ,izob,6657.0,4865.0,6183.0,4331.0
UD Cerknica,,,,,329.0,MAJ,izob,79.0,105.0,105.0,40.0
UD Domžale,,,,,1713.0,MAJ,izob,503.0,424.0,467.0,319.0
UD Grosuplje,,,,,1166.0,MAJ,izob,408.0,299.0,286.0,173.0
UD Kamnik,,,,,961.0,MAJ,izob,292.0,254.0,271.0,144.0
UD Kočevje,,,,,946.0,MAJ,izob,431.0,279.0,171.0,65.0
UD Ljubljana,,,,,15506.0,MAJ,izob,4549.0,3120.0,4499.0,3338.0
UD Logatec,,,,,319.0,MAJ,izob,73.0,86.0,95.0,65.0
UD Ribnica,,,,,300.0,MAJ,izob,103.0,83.0,76.0,38.0
UD Vrhnika,,,,,796.0,MAJ,izob,219.0,215.0,213.0,149.0
OS Maribor,,,,,10333.0,MAJ,izob,3027.0,2662.0,2856.0,1788.0
UD Lenart,,,,,389.0,MAJ,izob,106.0,115.0,100.0,68.0
UD Maribor,,,,,7611.0,MAJ,izob,2247.0,1874.0,2114.0,1376.0
UD Pesnica,,,,,674.0,MAJ,izob,209.0,212.0,172.0,81.0
UD Ruše,,,,,565.0,MAJ,izob,137.0,189.0,153.0,86.0
UD Slovenska Bistrica,,,,,1094.0,MAJ,izob,328.0,272.0,317.0,177.0
OS Murska Sobota,,,,,4792.0,MAJ,izob,1855.0,1346.0,1021.0,570.0
UD Gornja Radgona,,,,,679.0,MAJ,izob,192.0,228.0,164.0,95.0
UD Lendava,,,,,1100.0,MAJ,izob,452.0,330.0,218.0,100.0
UD Ljutomer,,,,,549.0,MAJ,izob,188.0,150.0,129.0,82.0
UD Murska Sobota,,,,,2464.0,MAJ,izob,1023.0,638.0,510.0,293.0
OS Nova Gorica,,,,,3002.0,MAJ,izob,980.0,702.0,756.0,564.0
UD Ajdovščina,,,,,653.0,MAJ,izob,212.0,173.0,161.0,107.0
UD Idrija,,,,,294.0,MAJ,izob,89.0,73.0,74.0,58.0
UD Nova Gorica,,,,,1676.0,MAJ,izob,565.0,346.0,430.0,335.0
UD Tolmin,,,,,379.0,MAJ,izob,114.0,110.0,91.0,64.0
OS Novo mesto,,,,,3540.0,MAJ,izob,1651.0,807.0,675.0,407.0
UD Črnomelj,,,,,834.0,MAJ,izob,427.0,204.0,145.0,58.0
UD Metlika,,,,,408.0,MAJ,izob,215.0,102.0,61.0,30.0
UD Novo mesto,,,,,1805.0,MAJ,izob,777.0,387.0,389.0,252.0
UD Trebnje,,,,,493.0,MAJ,izob,232.0,114.0,80.0,67.0
OS Ptuj,,,,,2872.0,MAJ,izob,724.0,903.0,871.0,374.0
UD Ormož,,,,,531.0,MAJ,izob,140.0,173.0,152.0,66.0
UD Ptuj,,,,,2341.0,MAJ,izob,584.0,730.0,719.0,308.0
OS Sevnica,,,,,3206.0,MAJ,izob,1149.0,1000.0,689.0,368.0
UD Brežice,,,,,1079.0,MAJ,izob,289.0,366.0,284.0,140.0
UD Krško,,,,,1449.0,MAJ,izob,664.0,384.0,268.0,133.0
UD Sevnica,,,,,678.0,MAJ,izob,196.0,250.0,137.0,95.0
OS Trbovlje,,,,,2316.0,MAJ,izob,843.0,666.0,536.0,271.0
UD Hrastnik,,,,,430.0,MAJ,izob,169.0,126.0,91.0,44.0
UD Litija,,,,,543.0,MAJ,izob,207.0,155.0,122.0,59.0
UD Trbovlje,,,,,871.0,MAJ,izob,309.0,248.0,200.0,114.0
UD Zagorje,,,,,472.0,MAJ,izob,158.0,137.0,123.0,54.0
OS Velenje,,,,,4149.0,MAJ,izob,1143.0,1204.0,1136.0,666.0
UD Dravograd,,,,,230.0,MAJ,izob,57.0,68.0,70.0,35.0
UD Mozirje,,,,,397.0,MAJ,izob,105.0,113.0,125.0,54.0
UD Radlje ob Dravi,,,,,534.0,MAJ,izob,123.0,196.0,143.0,72.0
UD Ravne na Koroškem,,,,,679.0,MAJ,izob,157.0,221.0,205.0,96.0
UD Slovenj Gradec,,,,,605.0,MAJ,izob,155.0,189.0,159.0,102.0
UD Velenje,,,,,1704.0,MAJ,izob,546.0,417.0,434.0,307.0
OS Celje,,,,,7705.0,JUN,izob,2194.0,2222.0,2075.0,1214.0
UD Celje,,,,,2489.0,JUN,izob,636.0,667.0,696.0,490.0
UD Laško,,,,,517.0,JUN,izob,174.0,157.0,133.0,53.0
UD Slovenske Konjice,,,,,1129.0,JUN,izob,345.0,333.0,296.0,155.0
UD Šentjur,,,,,717.0,JUN,izob,183.0,230.0,186.0,118.0
UD Šmarje pri Jelšah,,,,,1467.0,JUN,izob,475.0,460.0,362.0,170.0
UD Žalec,,,,,1386.0,JUN,izob,381.0,375.0,402.0,228.0
OS Koper,,,,,5044.0,JUN,izob,1615.0,1290.0,1372.0,767.0
UD Ilirska Bistrica,,,,,324.0,JUN,izob,98.0,100.0,81.0,45.0
UD Izola,,,,,539.0,JUN,izob,180.0,131.0,153.0,75.0
UD Koper,,,,,2044.0,JUN,izob,636.0,512.0,574.0,322.0
UD Piran,,,,,726.0,JUN,izob,195.0,193.0,211.0,127.0
UD Postojna,,,,,685.0,JUN,izob,268.0,172.0,154.0,91.0
UD Sežana,,,,,726.0,JUN,izob,238.0,182.0,199.0,107.0
OS Kranj,,,,,4745.0,JUN,izob,1398.0,1138.0,1379.0,830.0
UD Jesenice,,,,,750.0,JUN,izob,240.0,223.0,194.0,93.0
UD Kranj,,,,,2155.0,JUN,izob,686.0,447.0,609.0,413.0
UD Radovljica,,,,,844.0,JUN,izob,203.0,199.0,278.0,164.0
UD Škofja Loka,,,,,717.0,JUN,izob,179.0,198.0,215.0,125.0
UD Tržič,,,,,279.0,JUN,izob,90.0,71.0,83.0,35.0
OS Ljubljana,,,,,21289.0,JUN,izob,6431.0,4667.0,5942.0,4249.0
UD Cerknica,,,,,315.0,JUN,izob,76.0,96.0,102.0,41.0
UD Domžale,,,,,1659.0,JUN,izob,483.0,410.0,448.0,318.0
UD Grosuplje,,,,,1101.0,JUN,izob,386.0,273.0,273.0,169.0
UD Kamnik,,,,,932.0,JUN,izob,284.0,243.0,258.0,147.0
UD Kočevje,,,,,907.0,JUN,izob,427.0,264.0,158.0,58.0
UD Ljubljana,,,,,15019.0,JUN,izob,4393.0,3016.0,4340.0,3270.0
UD Logatec,,,,,303.0,JUN,izob,73.0,80.0,84.0,66.0
UD Ribnica,,,,,292.0,JUN,izob,102.0,80.0,71.0,39.0
UD Vrhnika,,,,,761.0,JUN,izob,207.0,205.0,208.0,141.0
OS Maribor,,,,,9822.0,JUN,izob,2846.0,2517.0,2729.0,1730.0
UD Lenart,,,,,349.0,JUN,izob,95.0,104.0,90.0,60.0
UD Maribor,,,,,7257.0,JUN,izob,2110.0,1784.0,2033.0,1330.0
UD Pesnica,,,,,629.0,JUN,izob,196.0,193.0,162.0,78.0
UD Ruše,,,,,555.0,JUN,izob,136.0,182.0,148.0,89.0
UD Slovenska Bistrica,,,,,1032.0,JUN,izob,309.0,254.0,296.0,173.0
OS Murska Sobota,,,,,4433.0,JUN,izob,1727.0,1241.0,927.0,538.0
UD Gornja Radgona,,,,,623.0,JUN,izob,178.0,204.0,149.0,92.0
UD Lendava,,,,,1034.0,JUN,izob,426.0,321.0,190.0,97.0
UD Ljutomer,,,,,501.0,JUN,izob,176.0,132.0,115.0,78.0
UD Murska Sobota,,,,,2275.0,JUN,izob,947.0,584.0,473.0,271.0
OS Nova Gorica,,,,,2778.0,JUN,izob,921.0,654.0,664.0,539.0
UD Ajdovščina,,,,,614.0,JUN,izob,199.0,164.0,147.0,104.0
UD Idrija,,,,,276.0,JUN,izob,90.0,64.0,67.0,55.0
UD Nova Gorica,,,,,1563.0,JUN,izob,532.0,331.0,375.0,325.0
UD Tolmin,,,,,325.0,JUN,izob,100.0,95.0,75.0,55.0
OS Novo mesto,,,,,3369.0,JUN,izob,1593.0,767.0,623.0,386.0
UD Črnomelj,,,,,793.0,JUN,izob,409.0,193.0,131.0,60.0
UD Metlika,,,,,389.0,JUN,izob,208.0,95.0,57.0,29.0
UD Novo mesto,,,,,1723.0,JUN,izob,751.0,373.0,362.0,237.0
UD Trebnje,,,,,464.0,JUN,izob,225.0,106.0,73.0,60.0
OS Ptuj,,,,,2672.0,JUN,izob,672.0,841.0,807.0,352.0
UD Ormož,,,,,491.0,JUN,izob,128.0,162.0,142.0,59.0
UD Ptuj,,,,,2181.0,JUN,izob,544.0,679.0,665.0,293.0
OS Sevnica,,,,,3062.0,JUN,izob,1118.0,958.0,646.0,340.0
UD Brežice,,,,,1014.0,JUN,izob,279.0,346.0,257.0,132.0
UD Krško,,,,,1396.0,JUN,izob,652.0,363.0,260.0,121.0
UD Sevnica,,,,,652.0,JUN,izob,187.0,249.0,129.0,87.0
OS Trbovlje,,,,,2228.0,JUN,izob,807.0,642.0,513.0,266.0
UD Hrastnik,,,,,415.0,JUN,izob,163.0,122.0,86.0,44.0
UD Litija,,,,,520.0,JUN,izob,193.0,151.0,113.0,63.0
UD Trbovlje,,,,,839.0,JUN,izob,303.0,237.0,189.0,110.0
UD Zagorje,,,,,454.0,JUN,izob,148.0,132.0,125.0,49.0
OS Velenje,,,,,3947.0,JUN,izob,1095.0,1153.0,1084.0,615.0
UD Dravograd,,,,,220.0,JUN,izob,48.0,71.0,70.0,31.0
UD Mozirje,,,,,378.0,JUN,izob,101.0,103.0,120.0,54.0
UD Radlje ob Dravi,,,,,512.0,JUN,izob,122.0,188.0,135.0,67.0
UD Ravne na Koroškem,,,,,652.0,JUN,izob,156.0,215.0,196.0,85.0
UD Slovenj Gradec,,,,,562.0,JUN,izob,153.0,178.0,145.0,86.0
