Urad za delo,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
UD Mozirje,92.0,115.0,92.0,46.0,91.0,41.0,87.0,564.0,SEP,2020
UD Radlje ob Dravi,81.0,94.0,94.0,45.0,90.0,48.0,136.0,588.0,SEP,2020
UD Ravne na Koroškem,139.0,134.0,115.0,66.0,131.0,63.0,166.0,814.0,SEP,2020
UD Slovenj Gradec,109.0,120.0,107.0,65.0,129.0,48.0,141.0,719.0,SEP,2020
UD Velenje,319.0,353.0,287.0,165.0,368.0,133.0,312.0,1937.0,SEP,2020
,,,,,,,,,SEP,2020
,,,,,,,,83766.0,SEP,2020
OS Celje,1648.0,1044.0,1028.0,817.0,1503.0,692.0,2068.0,8800.0,OKT,2020
UD Celje,582.0,415.0,355.0,290.0,532.0,228.0,496.0,2898.0,OKT,2020
UD Laško,105.0,84.0,85.0,54.0,105.0,50.0,147.0,630.0,OKT,2020
UD Slovenske Konjice,235.0,111.0,108.0,109.0,206.0,100.0,360.0,1229.0,OKT,2020
UD Šentjur,133.0,74.0,101.0,72.0,139.0,82.0,228.0,829.0,OKT,2020
UD Šmarje pri Jelšah,303.0,195.0,167.0,149.0,257.0,134.0,422.0,1627.0,OKT,2020
UD Žalec,290.0,165.0,212.0,143.0,264.0,98.0,415.0,1587.0,OKT,2020
OS Koper,1204.0,835.0,807.0,667.0,939.0,400.0,1065.0,5917.0,OKT,2020
UD Ilirska Bistrica,73.0,54.0,64.0,32.0,63.0,26.0,119.0,431.0,OKT,2020
UD Izola,139.0,85.0,92.0,93.0,88.0,35.0,115.0,647.0,OKT,2020
UD Koper,483.0,333.0,313.0,259.0,417.0,174.0,389.0,2368.0,OKT,2020
UD Piran,189.0,111.0,106.0,93.0,131.0,48.0,123.0,801.0,OKT,2020
UD Postojna,168.0,116.0,112.0,93.0,118.0,61.0,177.0,845.0,OKT,2020
UD Sežana,152.0,136.0,120.0,97.0,122.0,56.0,142.0,825.0,OKT,2020
OS Kranj,1550.0,987.0,973.0,696.0,1093.0,352.0,480.0,6131.0,OKT,2020
UD Jesenice,229.0,157.0,144.0,102.0,159.0,45.0,57.0,893.0,OKT,2020
UD Kranj,670.0,440.0,459.0,301.0,541.0,158.0,253.0,2822.0,OKT,2020
UD Radovljica,298.0,146.0,164.0,121.0,168.0,78.0,76.0,1051.0,OKT,2020
UD Škofja Loka,236.0,171.0,133.0,120.0,148.0,44.0,68.0,920.0,OKT,2020
UD Tržič,117.0,73.0,73.0,52.0,77.0,27.0,26.0,445.0,OKT,2020
OS Ljubljana,4340.0,3046.0,2964.0,2017.0,4203.0,2112.0,5647.0,24329.0,OKT,2020
UD Cerknica,124.0,76.0,53.0,44.0,86.0,24.0,54.0,461.0,OKT,2020
UD Domžale,392.0,247.0,259.0,174.0,325.0,150.0,389.0,1936.0,OKT,2020
UD Grosuplje,276.0,181.0,173.0,121.0,236.0,111.0,280.0,1378.0,OKT,2020
UD Kamnik,226.0,153.0,137.0,108.0,185.0,80.0,221.0,1110.0,OKT,2020
UD Kočevje,161.0,109.0,104.0,73.0,192.0,94.0,393.0,1126.0,OKT,2020
UD Ljubljana,2837.0,2050.0,2036.0,1330.0,2878.0,1526.0,4027.0,16684.0,OKT,2020
UD Logatec,92.0,50.0,40.0,37.0,82.0,26.0,65.0,392.0,OKT,2020
UD Ribnica,72.0,44.0,41.0,34.0,57.0,30.0,75.0,353.0,OKT,2020
UD Vrhnika,160.0,136.0,121.0,96.0,162.0,71.0,143.0,889.0,OKT,2020
OS Maribor,2231.0,1308.0,1380.0,1105.0,2050.0,1038.0,2177.0,11289.0,OKT,2020
UD Lenart,154.0,70.0,59.0,45.0,74.0,23.0,16.0,441.0,OKT,2020
UD Maribor,1478.0,913.0,983.0,761.0,1436.0,802.0,1859.0,8232.0,OKT,2020
UD Pesnica,157.0,78.0,100.0,91.0,140.0,69.0,91.0,726.0,OKT,2020
UD Ruše,124.0,69.0,85.0,63.0,143.0,50.0,89.0,623.0,OKT,2020
UD Slovenska Bistrica,318.0,178.0,153.0,145.0,257.0,94.0,122.0,1267.0,OKT,2020
OS Murska Sobota,1067.0,500.0,498.0,522.0,910.0,451.0,1595.0,5543.0,OKT,2020
UD Gornja Radgona,162.0,62.0,77.0,64.0,131.0,65.0,254.0,815.0,OKT,2020
UD Lendava,199.0,130.0,87.0,88.0,193.0,90.0,458.0,1245.0,OKT,2020
UD Ljutomer,148.0,55.0,88.0,63.0,116.0,46.0,121.0,637.0,OKT,2020
UD Murska Sobota,558.0,253.0,246.0,307.0,470.0,250.0,762.0,2846.0,OKT,2020
OS Nova Gorica,753.0,495.0,444.0,350.0,538.0,224.0,589.0,3393.0,OKT,2020
UD Ajdovščina,162.0,108.0,80.0,81.0,107.0,43.0,181.0,762.0,OKT,2020
UD Idrija,101.0,83.0,54.0,25.0,51.0,22.0,34.0,370.0,OKT,2020
UD Nova Gorica,385.0,262.0,248.0,185.0,325.0,140.0,301.0,1846.0,OKT,2020
UD Tolmin,105.0,42.0,62.0,59.0,55.0,19.0,73.0,415.0,OKT,2020
OS Novo mesto,749.0,525.0,389.0,387.0,633.0,272.0,1050.0,4005.0,OKT,2020
UD Črnomelj,127.0,130.0,72.0,91.0,155.0,76.0,305.0,956.0,OKT,2020
UD Metlika,67.0,65.0,31.0,43.0,54.0,41.0,161.0,462.0,OKT,2020
UD Novo mesto,434.0,275.0,217.0,207.0,331.0,125.0,457.0,2046.0,OKT,2020
UD Trebnje,121.0,55.0,69.0,46.0,93.0,30.0,127.0,541.0,OKT,2020
OS Ptuj,848.0,445.0,384.0,346.0,600.0,242.0,419.0,3284.0,OKT,2020
UD Ormož,139.0,73.0,61.0,68.0,124.0,49.0,107.0,621.0,OKT,2020
UD Ptuj,709.0,372.0,323.0,278.0,476.0,193.0,312.0,2663.0,OKT,2020
OS Sevnica,585.0,363.0,300.0,338.0,480.0,257.0,1071.0,3394.0,OKT,2020
UD Brežice,210.0,117.0,114.0,95.0,166.0,67.0,361.0,1130.0,OKT,2020
UD Krško,233.0,157.0,108.0,154.0,200.0,127.0,566.0,1545.0,OKT,2020
UD Sevnica,142.0,89.0,78.0,89.0,114.0,63.0,144.0,719.0,OKT,2020
OS Trbovlje,511.0,332.0,232.0,243.0,515.0,219.0,546.0,2598.0,OKT,2020
UD Hrastnik,103.0,43.0,35.0,42.0,104.0,41.0,122.0,490.0,OKT,2020
UD Litija,155.0,95.0,67.0,61.0,92.0,38.0,100.0,608.0,OKT,2020
UD Trbovlje,149.0,117.0,79.0,89.0,194.0,95.0,226.0,949.0,OKT,2020
UD Zagorje,104.0,77.0,51.0,51.0,125.0,45.0,98.0,551.0,OKT,2020
OS Velenje,1061.0,695.0,618.0,493.0,854.0,343.0,907.0,4971.0,OKT,2020
UD Dravograd,65.0,36.0,32.0,26.0,48.0,21.0,64.0,292.0,OKT,2020
UD Mozirje,113.0,96.0,79.0,47.0,89.0,41.0,87.0,552.0,OKT,2020
UD Radlje ob Dravi,117.0,78.0,72.0,53.0,104.0,46.0,140.0,610.0,OKT,2020
UD Ravne na Koroškem,185.0,111.0,91.0,81.0,126.0,64.0,158.0,816.0,OKT,2020
UD Slovenj Gradec,151.0,94.0,87.0,75.0,124.0,44.0,140.0,715.0,OKT,2020
UD Velenje,430.0,280.0,257.0,211.0,363.0,127.0,318.0,1986.0,OKT,2020
,,,,,,,,,OKT,2020
,,,,,,,,83654.0,OKT,2020
OS Celje,1684.0,989.0,1054.0,770.0,1527.0,678.0,2064.0,8766.0,NOV,2020
UD Celje,580.0,398.0,356.0,282.0,552.0,230.0,498.0,2896.0,NOV,2020
UD Laško,93.0,80.0,83.0,54.0,103.0,47.0,143.0,603.0,NOV,2020
UD Slovenske Konjice,270.0,102.0,123.0,91.0,216.0,93.0,356.0,1251.0,NOV,2020
UD Šentjur,129.0,75.0,102.0,64.0,143.0,77.0,229.0,819.0,NOV,2020
UD Šmarje pri Jelšah,308.0,189.0,170.0,144.0,255.0,135.0,424.0,1625.0,NOV,2020
UD Žalec,304.0,145.0,220.0,135.0,258.0,96.0,414.0,1572.0,NOV,2020
OS Koper,1618.0,764.0,820.0,605.0,989.0,414.0,1063.0,6273.0,NOV,2020
UD Ilirska Bistrica,79.0,47.0,65.0,38.0,65.0,28.0,112.0,434.0,NOV,2020
UD Izola,218.0,78.0,101.0,82.0,97.0,34.0,115.0,725.0,NOV,2020
UD Koper,636.0,311.0,317.0,239.0,430.0,180.0,393.0,2506.0,NOV,2020
UD Piran,330.0,104.0,105.0,74.0,141.0,55.0,124.0,933.0,NOV,2020
UD Postojna,184.0,105.0,116.0,73.0,130.0,59.0,175.0,842.0,NOV,2020
UD Sežana,171.0,119.0,116.0,99.0,126.0,58.0,144.0,833.0,NOV,2020
OS Kranj,1583.0,940.0,995.0,653.0,1109.0,353.0,481.0,6114.0,NOV,2020
UD Jesenice,265.0,154.0,148.0,97.0,165.0,46.0,56.0,931.0,NOV,2020
UD Kranj,651.0,391.0,485.0,272.0,537.0,166.0,253.0,2755.0,NOV,2020
UD Radovljica,333.0,161.0,155.0,118.0,176.0,69.0,76.0,1088.0,NOV,2020
UD Škofja Loka,225.0,161.0,130.0,122.0,150.0,43.0,71.0,902.0,NOV,2020
UD Tržič,109.0,73.0,77.0,44.0,81.0,29.0,25.0,438.0,NOV,2020
OS Ljubljana,4446.0,2944.0,2908.0,2008.0,4230.0,2104.0,5668.0,24308.0,NOV,2020
UD Cerknica,117.0,67.0,50.0,45.0,78.0,23.0,53.0,433.0,NOV,2020
UD Domžale,349.0,245.0,257.0,148.0,337.0,140.0,397.0,1873.0,NOV,2020
UD Grosuplje,291.0,170.0,158.0,131.0,234.0,112.0,281.0,1377.0,NOV,2020
UD Kamnik,222.0,150.0,133.0,97.0,198.0,78.0,220.0,1098.0,NOV,2020
UD Kočevje,170.0,104.0,86.0,96.0,182.0,100.0,390.0,1128.0,NOV,2020
UD Ljubljana,2960.0,1996.0,2006.0,1347.0,2888.0,1524.0,4049.0,16770.0,NOV,2020
UD Logatec,86.0,58.0,41.0,28.0,83.0,30.0,60.0,386.0,NOV,2020
UD Ribnica,70.0,44.0,40.0,30.0,58.0,27.0,75.0,344.0,NOV,2020
UD Vrhnika,181.0,110.0,137.0,86.0,172.0,70.0,143.0,899.0,NOV,2020
OS Maribor,2576.0,1195.0,1340.0,1027.0,2114.0,1025.0,2186.0,11463.0,NOV,2020
UD Lenart,176.0,64.0,56.0,44.0,65.0,25.0,17.0,447.0,NOV,2020
UD Maribor,1755.0,813.0,955.0,722.0,1486.0,788.0,1866.0,8385.0,NOV,2020
UD Pesnica,194.0,80.0,91.0,80.0,143.0,72.0,93.0,753.0,NOV,2020
UD Ruše,133.0,57.0,79.0,64.0,140.0,52.0,88.0,613.0,NOV,2020
UD Slovenska Bistrica,318.0,181.0,159.0,117.0,280.0,88.0,122.0,1265.0,NOV,2020
OS Murska Sobota,1320.0,481.0,442.0,494.0,911.0,446.0,1560.0,5654.0,NOV,2020
UD Gornja Radgona,191.0,65.0,73.0,67.0,131.0,65.0,249.0,841.0,NOV,2020
UD Lendava,233.0,124.0,76.0,75.0,188.0,86.0,453.0,1235.0,NOV,2020
UD Ljutomer,198.0,59.0,68.0,63.0,112.0,50.0,115.0,665.0,NOV,2020
UD Murska Sobota,698.0,233.0,225.0,289.0,480.0,245.0,743.0,2913.0,NOV,2020
OS Nova Gorica,812.0,444.0,440.0,345.0,530.0,228.0,586.0,3385.0,NOV,2020
UD Ajdovščina,159.0,93.0,90.0,78.0,109.0,39.0,181.0,749.0,NOV,2020
UD Idrija,90.0,67.0,54.0,33.0,45.0,25.0,32.0,346.0,NOV,2020
UD Nova Gorica,431.0,247.0,245.0,178.0,318.0,146.0,301.0,1866.0,NOV,2020
UD Tolmin,132.0,37.0,51.0,56.0,58.0,18.0,72.0,424.0,NOV,2020
OS Novo mesto,689.0,515.0,377.0,368.0,647.0,275.0,1051.0,3922.0,NOV,2020
UD Črnomelj,133.0,114.0,73.0,78.0,163.0,72.0,307.0,940.0,NOV,2020
UD Metlika,65.0,56.0,35.0,41.0,58.0,42.0,163.0,460.0,NOV,2020
UD Novo mesto,370.0,288.0,213.0,202.0,325.0,130.0,458.0,1986.0,NOV,2020
UD Trebnje,121.0,57.0,56.0,47.0,101.0,31.0,123.0,536.0,NOV,2020
OS Ptuj,991.0,383.0,431.0,306.0,599.0,244.0,419.0,3373.0,NOV,2020
UD Ormož,182.0,54.0,83.0,65.0,121.0,47.0,104.0,656.0,NOV,2020
UD Ptuj,809.0,329.0,348.0,241.0,478.0,197.0,315.0,2717.0,NOV,2020
OS Sevnica,605.0,354.0,300.0,302.0,507.0,261.0,1078.0,3407.0,NOV,2020
UD Brežice,224.0,117.0,104.0,95.0,161.0,76.0,364.0,1141.0,NOV,2020
UD Krško,242.0,152.0,116.0,123.0,228.0,129.0,568.0,1558.0,NOV,2020
UD Sevnica,139.0,85.0,80.0,84.0,118.0,56.0,146.0,708.0,NOV,2020
OS Trbovlje,506.0,327.0,251.0,238.0,510.0,225.0,540.0,2597.0,NOV,2020
UD Hrastnik,89.0,51.0,34.0,42.0,94.0,43.0,121.0,474.0,NOV,2020
UD Litija,157.0,92.0,64.0,61.0,97.0,39.0,96.0,606.0,NOV,2020
UD Trbovlje,147.0,115.0,92.0,81.0,199.0,97.0,225.0,956.0,NOV,2020
UD Zagorje,113.0,69.0,61.0,54.0,120.0,46.0,98.0,561.0,NOV,2020
OS Velenje,1119.0,570.0,643.0,441.0,881.0,327.0,896.0,4877.0,NOV,2020
UD Dravograd,61.0,38.0,30.0,22.0,47.0,20.0,63.0,281.0,NOV,2020
UD Mozirje,112.0,82.0,79.0,43.0,95.0,36.0,84.0,531.0,NOV,2020
UD Radlje ob Dravi,126.0,63.0,76.0,54.0,102.0,45.0,141.0,607.0,NOV,2020
UD Ravne na Koroškem,192.0,82.0,87.0,74.0,130.0,59.0,156.0,780.0,NOV,2020
UD Slovenj Gradec,165.0,78.0,85.0,55.0,138.0,43.0,138.0,702.0,NOV,2020
UD Velenje,463.0,227.0,286.0,193.0,369.0,124.0,314.0,1976.0,NOV,2020
,,,,,,,,,NOV,2020
,,,,,,,,84139.0,NOV,2020
OS Celje,2056.0,995.0,904.0,910.0,1630.0,701.0,2049.0,9245.0,DEC,2020
UD Celje,748.0,373.0,330.0,316.0,583.0,229.0,501.0,3080.0,DEC,2020
UD Laško,116.0,57.0,84.0,62.0,111.0,49.0,141.0,620.0,DEC,2020
UD Slovenske Konjice,332.0,120.0,107.0,107.0,227.0,98.0,349.0,1340.0,DEC,2020
UD Šentjur,181.0,67.0,77.0,80.0,160.0,76.0,226.0,867.0,DEC,2020
UD Šmarje pri Jelšah,327.0,205.0,149.0,164.0,277.0,146.0,422.0,1690.0,DEC,2020
UD Žalec,352.0,173.0,157.0,181.0,272.0,103.0,410.0,1648.0,DEC,2020
OS Koper,1701.0,820.0,729.0,728.0,1043.0,401.0,1053.0,6475.0,DEC,2020
UD Ilirska Bistrica,79.0,51.0,52.0,53.0,64.0,31.0,110.0,440.0,DEC,2020
UD Izola,234.0,86.0,84.0,95.0,105.0,26.0,109.0,739.0,DEC,2020
UD Koper,646.0,323.0,294.0,275.0,454.0,173.0,401.0,2566.0,DEC,2020
UD Piran,351.0,130.0,99.0,93.0,147.0,59.0,123.0,1002.0,DEC,2020
UD Postojna,209.0,116.0,91.0,103.0,129.0,57.0,167.0,872.0,DEC,2020
UD Sežana,182.0,114.0,109.0,109.0,144.0,55.0,143.0,856.0,DEC,2020
OS Kranj,1805.0,924.0,891.0,763.0,1187.0,354.0,471.0,6395.0,DEC,2020
UD Jesenice,299.0,143.0,140.0,122.0,176.0,46.0,51.0,977.0,DEC,2020
UD Kranj,813.0,400.0,410.0,326.0,563.0,165.0,249.0,2926.0,DEC,2020
UD Radovljica,351.0,162.0,143.0,129.0,192.0,64.0,77.0,1118.0,DEC,2020
UD Škofja Loka,228.0,152.0,128.0,135.0,164.0,51.0,69.0,927.0,DEC,2020
UD Tržič,114.0,67.0,70.0,51.0,92.0,28.0,25.0,447.0,DEC,2020
OS Ljubljana,4612.0,2968.0,2617.0,2421.0,4371.0,2149.0,5682.0,24820.0,DEC,2020
UD Cerknica,125.0,70.0,47.0,48.0,81.0,25.0,54.0,450.0,DEC,2020
UD Domžale,345.0,262.0,228.0,186.0,346.0,144.0,402.0,1913.0,DEC,2020
UD Grosuplje,280.0,168.0,149.0,155.0,237.0,113.0,280.0,1382.0,DEC,2020
UD Kamnik,253.0,155.0,124.0,116.0,207.0,75.0,212.0,1142.0,DEC,2020
UD Kočevje,148.0,114.0,92.0,96.0,191.0,98.0,391.0,1130.0,DEC,2020
UD Ljubljana,3078.0,2008.0,1782.0,1657.0,2968.0,1557.0,4069.0,17119.0,DEC,2020
UD Logatec,92.0,52.0,43.0,27.0,83.0,33.0,58.0,388.0,DEC,2020
UD Ribnica,89.0,46.0,33.0,32.0,69.0,28.0,76.0,373.0,DEC,2020
UD Vrhnika,202.0,93.0,119.0,104.0,189.0,76.0,140.0,923.0,DEC,2020
OS Maribor,2994.0,1303.0,1128.0,1222.0,2194.0,1056.0,2179.0,12076.0,DEC,2020
UD Lenart,229.0,80.0,46.0,45.0,66.0,29.0,16.0,511.0,DEC,2020
UD Maribor,1991.0,902.0,792.0,875.0,1549.0,792.0,1861.0,8762.0,DEC,2020
UD Pesnica,258.0,83.0,75.0,97.0,142.0,82.0,95.0,832.0,DEC,2020
UD Ruše,158.0,59.0,68.0,72.0,150.0,55.0,87.0,649.0,DEC,2020
UD Slovenska Bistrica,358.0,179.0,147.0,133.0,287.0,98.0,120.0,1322.0,DEC,2020
OS Murska Sobota,1669.0,571.0,367.0,509.0,931.0,449.0,1515.0,6011.0,DEC,2020
UD Gornja Radgona,258.0,77.0,59.0,74.0,130.0,68.0,232.0,898.0,DEC,2020
UD Lendava,288.0,130.0,74.0,85.0,189.0,85.0,451.0,1302.0,DEC,2020
UD Ljutomer,253.0,71.0,50.0,70.0,115.0,57.0,108.0,724.0,DEC,2020
UD Murska Sobota,870.0,293.0,184.0,280.0,497.0,239.0,724.0,3087.0,DEC,2020
OS Nova Gorica,832.0,460.0,418.0,363.0,592.0,220.0,584.0,3469.0,DEC,2020
UD Ajdovščina,170.0,99.0,89.0,67.0,125.0,37.0,182.0,769.0,DEC,2020
UD Idrija,73.0,76.0,60.0,36.0,51.0,26.0,32.0,354.0,DEC,2020
UD Nova Gorica,450.0,245.0,232.0,206.0,346.0,141.0,299.0,1919.0,DEC,2020
UD Tolmin,139.0,40.0,37.0,54.0,70.0,16.0,71.0,427.0,DEC,2020
OS Novo mesto,737.0,509.0,371.0,373.0,689.0,279.0,1054.0,4012.0,DEC,2020
UD Črnomelj,142.0,87.0,82.0,73.0,172.0,74.0,308.0,938.0,DEC,2020
UD Metlika,72.0,52.0,40.0,31.0,67.0,43.0,165.0,470.0,DEC,2020
UD Novo mesto,399.0,297.0,200.0,218.0,344.0,133.0,459.0,2050.0,DEC,2020
UD Trebnje,124.0,73.0,49.0,51.0,106.0,29.0,122.0,554.0,DEC,2020
OS Ptuj,954.0,546.0,388.0,346.0,624.0,242.0,413.0,3513.0,DEC,2020
UD Ormož,205.0,76.0,68.0,61.0,124.0,47.0,102.0,683.0,DEC,2020
UD Ptuj,749.0,470.0,320.0,285.0,500.0,195.0,311.0,2830.0,DEC,2020
OS Sevnica,742.0,348.0,296.0,313.0,539.0,266.0,1084.0,3588.0,DEC,2020
UD Brežice,271.0,120.0,99.0,101.0,163.0,85.0,362.0,1201.0,DEC,2020
UD Krško,328.0,141.0,126.0,122.0,244.0,126.0,573.0,1660.0,DEC,2020
UD Sevnica,143.0,87.0,71.0,90.0,132.0,55.0,149.0,727.0,DEC,2020
OS Trbovlje,515.0,337.0,260.0,242.0,530.0,220.0,550.0,2654.0,DEC,2020
UD Hrastnik,94.0,56.0,32.0,42.0,100.0,43.0,123.0,490.0,DEC,2020
UD Litija,141.0,101.0,66.0,60.0,103.0,40.0,97.0,608.0,DEC,2020
UD Trbovlje,162.0,113.0,100.0,87.0,202.0,93.0,233.0,990.0,DEC,2020
UD Zagorje,118.0,67.0,62.0,53.0,125.0,44.0,97.0,566.0,DEC,2020
OS Velenje,1199.0,574.0,600.0,549.0,894.0,319.0,890.0,5025.0,DEC,2020
UD Dravograd,75.0,33.0,28.0,30.0,37.0,23.0,57.0,283.0,DEC,2020
UD Mozirje,102.0,63.0,84.0,63.0,96.0,34.0,85.0,527.0,DEC,2020
UD Radlje ob Dravi,150.0,64.0,62.0,78.0,101.0,45.0,138.0,638.0,DEC,2020
UD Ravne na Koroškem,202.0,87.0,87.0,75.0,139.0,59.0,159.0,808.0,DEC,2020
UD Slovenj Gradec,186.0,67.0,77.0,80.0,134.0,44.0,135.0,723.0,DEC,2020
UD Velenje,484.0,260.0,262.0,223.0,387.0,114.0,316.0,2046.0,DEC,2020
,,,,,,,,,DEC,2020
,,,,,,,,87283.0,DEC,2020
OS Celje,2331.0,1286.0,783.0,826.0,1700.0,746.0,2095.0,9767.0,JAN,2021
UD Celje,846.0,465.0,315.0,275.0,604.0,245.0,521.0,3271.0,JAN,2021
UD Laško,138.0,70.0,63.0,67.0,113.0,54.0,141.0,646.0,JAN,2021
UD Slovenske Konjice,338.0,188.0,87.0,93.0,230.0,112.0,354.0,1402.0,JAN,2021
UD Šentjur,183.0,109.0,49.0,80.0,159.0,77.0,231.0,888.0,JAN,2021
UD Šmarje pri Jelšah,414.0,237.0,150.0,144.0,297.0,156.0,432.0,1830.0,JAN,2021
UD Žalec,412.0,217.0,119.0,167.0,297.0,102.0,416.0,1730.0,JAN,2021
OS Koper,1822.0,1032.0,642.0,662.0,1211.0,428.0,1054.0,6851.0,JAN,2021
UD Ilirska Bistrica,86.0,58.0,43.0,46.0,67.0,30.0,108.0,438.0,JAN,2021
UD Izola,252.0,124.0,67.0,79.0,132.0,33.0,102.0,789.0,JAN,2021
UD Koper,686.0,413.0,253.0,256.0,524.0,177.0,409.0,2718.0,JAN,2021
UD Piran,350.0,187.0,97.0,90.0,170.0,64.0,124.0,1082.0,JAN,2021
UD Postojna,226.0,126.0,83.0,94.0,149.0,59.0,165.0,902.0,JAN,2021
UD Sežana,222.0,124.0,99.0,97.0,169.0,65.0,146.0,922.0,JAN,2021
OS Kranj,1847.0,1115.0,741.0,784.0,1302.0,392.0,485.0,6666.0,JAN,2021
UD Jesenice,305.0,175.0,134.0,122.0,194.0,56.0,51.0,1037.0,JAN,2021
UD Kranj,842.0,479.0,334.0,357.0,610.0,187.0,253.0,3062.0,JAN,2021
UD Radovljica,349.0,234.0,106.0,137.0,211.0,60.0,82.0,1179.0,JAN,2021
UD Škofja Loka,243.0,149.0,118.0,109.0,189.0,60.0,72.0,940.0,JAN,2021
UD Tržič,108.0,78.0,49.0,59.0,98.0,29.0,27.0,448.0,JAN,2021
OS Ljubljana,4933.0,3414.0,2336.0,2361.0,4643.0,2255.0,5734.0,25676.0,JAN,2021
UD Cerknica,111.0,80.0,44.0,42.0,81.0,23.0,55.0,436.0,JAN,2021
UD Domžale,365.0,292.0,183.0,202.0,362.0,160.0,410.0,1974.0,JAN,2021
UD Grosuplje,278.0,207.0,134.0,133.0,254.0,127.0,270.0,1403.0,JAN,2021
UD Kamnik,272.0,164.0,106.0,104.0,227.0,72.0,219.0,1164.0,JAN,2021
UD Kočevje,205.0,117.0,85.0,86.0,195.0,106.0,396.0,1190.0,JAN,2021
UD Ljubljana,3327.0,2322.0,1605.0,1640.0,3167.0,1618.0,4102.0,17781.0,JAN,2021
UD Logatec,90.0,60.0,35.0,27.0,81.0,41.0,58.0,392.0,JAN,2021
UD Ribnica,90.0,54.0,36.0,34.0,72.0,28.0,78.0,392.0,JAN,2021
UD Vrhnika,195.0,118.0,108.0,93.0,204.0,80.0,146.0,944.0,JAN,2021
OS Maribor,3149.0,1867.0,992.0,1095.0,2301.0,1119.0,2263.0,12786.0,JAN,2021
UD Lenart,237.0,120.0,51.0,39.0,69.0,33.0,16.0,565.0,JAN,2021
UD Maribor,2084.0,1265.0,701.0,778.0,1626.0,830.0,1927.0,9211.0,JAN,2021
UD Pesnica,272.0,132.0,52.0,84.0,158.0,82.0,100.0,880.0,JAN,2021
UD Ruše,178.0,97.0,55.0,66.0,148.0,65.0,92.0,701.0,JAN,2021
UD Slovenska Bistrica,378.0,253.0,133.0,128.0,300.0,109.0,128.0,1429.0,JAN,2021
OS Murska Sobota,1887.0,841.0,365.0,400.0,1003.0,483.0,1534.0,6513.0,JAN,2021
UD Gornja Radgona,273.0,127.0,50.0,67.0,121.0,76.0,236.0,950.0,JAN,2021
UD Lendava,346.0,150.0,88.0,69.0,200.0,91.0,454.0,1398.0,JAN,2021
UD Ljutomer,274.0,110.0,35.0,65.0,117.0,61.0,106.0,768.0,JAN,2021
UD Murska Sobota,994.0,454.0,192.0,199.0,565.0,255.0,738.0,3397.0,JAN,2021
OS Nova Gorica,834.0,561.0,377.0,350.0,646.0,254.0,593.0,3615.0,JAN,2021
UD Ajdovščina,158.0,118.0,86.0,64.0,136.0,45.0,182.0,789.0,JAN,2021
UD Idrija,74.0,79.0,55.0,46.0,51.0,30.0,33.0,368.0,JAN,2021
UD Nova Gorica,450.0,294.0,206.0,192.0,374.0,162.0,307.0,1985.0,JAN,2021
UD Tolmin,152.0,70.0,30.0,48.0,85.0,17.0,71.0,473.0,JAN,2021
OS Novo mesto,811.0,550.0,365.0,297.0,747.0,300.0,1072.0,4142.0,JAN,2021
UD Črnomelj,155.0,90.0,83.0,53.0,180.0,80.0,311.0,952.0,JAN,2021
UD Metlika,75.0,51.0,47.0,25.0,69.0,41.0,168.0,476.0,JAN,2021
UD Novo mesto,455.0,320.0,191.0,165.0,389.0,145.0,470.0,2135.0,JAN,2021
UD Trebnje,126.0,89.0,44.0,54.0,109.0,34.0,123.0,579.0,JAN,2021
OS Ptuj,959.0,722.0,346.0,296.0,686.0,256.0,440.0,3705.0,JAN,2021
UD Ormož,209.0,100.0,56.0,43.0,139.0,52.0,107.0,706.0,JAN,2021
UD Ptuj,750.0,622.0,290.0,253.0,547.0,204.0,333.0,2999.0,JAN,2021
OS Sevnica,816.0,451.0,281.0,246.0,607.0,282.0,1088.0,3771.0,JAN,2021
UD Brežice,274.0,177.0,86.0,89.0,180.0,87.0,361.0,1254.0,JAN,2021
UD Krško,343.0,170.0,124.0,92.0,279.0,131.0,576.0,1715.0,JAN,2021
UD Sevnica,199.0,104.0,71.0,65.0,148.0,64.0,151.0,802.0,JAN,2021
OS Trbovlje,536.0,401.0,244.0,197.0,564.0,253.0,555.0,2750.0,JAN,2021
UD Hrastnik,102.0,81.0,25.0,27.0,107.0,48.0,123.0,513.0,JAN,2021
UD Litija,133.0,113.0,70.0,55.0,115.0,43.0,93.0,622.0,JAN,2021
UD Trbovlje,181.0,116.0,97.0,73.0,210.0,106.0,242.0,1025.0,JAN,2021
UD Zagorje,120.0,91.0,52.0,42.0,132.0,56.0,97.0,590.0,JAN,2021
OS Velenje,1357.0,714.0,523.0,470.0,948.0,343.0,902.0,5257.0,JAN,2021
UD Dravograd,100.0,37.0,26.0,24.0,46.0,21.0,60.0,314.0,JAN,2021
UD Mozirje,109.0,72.0,71.0,60.0,100.0,31.0,90.0,533.0,JAN,2021
UD Radlje ob Dravi,160.0,88.0,59.0,59.0,113.0,52.0,141.0,672.0,JAN,2021
UD Ravne na Koroškem,252.0,111.0,72.0,66.0,143.0,64.0,158.0,866.0,JAN,2021
UD Slovenj Gradec,204.0,100.0,71.0,63.0,137.0,49.0,131.0,755.0,JAN,2021
