Občina,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
Ankaran,14.0,7.0,8.0,9.0,34.0,9.0,16.0,97.0,JUN,2021
Apače,9.0,10.0,12.0,6.0,22.0,17.0,40.0,116.0,JUN,2021
Beltinci,35.0,28.0,23.0,24.0,61.0,17.0,87.0,275.0,JUN,2021
Benedikt,6.0,14.0,12.0,3.0,12.0,1.0,3.0,51.0,JUN,2021
Bistrica ob Sotli,8.0,8.0,6.0,10.0,10.0,6.0,15.0,63.0,JUN,2021
Bled,25.0,31.0,39.0,19.0,70.0,8.0,16.0,208.0,JUN,2021
Bloke,7.0,5.0,4.0,4.0,11.0,3.0,3.0,37.0,JUN,2021
Bohinj,11.0,16.0,24.0,10.0,25.0,3.0,10.0,99.0,JUN,2021
Borovnica,8.0,14.0,18.0,11.0,31.0,17.0,36.0,135.0,JUN,2021
Bovec,8.0,4.0,13.0,2.0,17.0,1.0,8.0,53.0,JUN,2021
Braslovče,12.0,29.0,17.0,14.0,32.0,15.0,27.0,146.0,JUN,2021
Brda,18.0,18.0,16.0,6.0,29.0,11.0,18.0,116.0,JUN,2021
Brezovica,36.0,36.0,46.0,29.0,95.0,43.0,76.0,361.0,JUN,2021
Brežice,97.0,90.0,112.0,66.0,204.0,94.0,366.0,1029.0,JUN,2021
Cankova,8.0,9.0,13.0,2.0,20.0,7.0,28.0,87.0,JUN,2021
Celje,252.0,275.0,227.0,189.0,501.0,186.0,450.0,2080.0,JUN,2021
Cerklje na Gorenjskem,21.0,13.0,19.0,21.0,46.0,10.0,16.0,146.0,JUN,2021
Cerknica,37.0,35.0,28.0,24.0,55.0,23.0,45.0,247.0,JUN,2021
Cerkno,6.0,12.0,4.0,9.0,12.0,8.0,6.0,57.0,JUN,2021
Cerkvenjak,11.0,6.0,6.0,4.0,7.0,3.0,2.0,39.0,JUN,2021
Cirkulane,8.0,11.0,8.0,14.0,21.0,9.0,12.0,83.0,JUN,2021
Črenšovci,25.0,22.0,20.0,9.0,19.0,20.0,91.0,206.0,JUN,2021
Črna na Koroškem,20.0,7.0,4.0,2.0,17.0,8.0,15.0,73.0,JUN,2021
Črnomelj,66.0,52.0,56.0,34.0,136.0,64.0,256.0,664.0,JUN,2021
Destrnik,12.0,12.0,9.0,3.0,16.0,7.0,14.0,73.0,JUN,2021
Divača,13.0,18.0,16.0,15.0,35.0,8.0,26.0,131.0,JUN,2021
Dobje,2.0,1.0,2.0,0.0,1.0,2.0,9.0,17.0,JUN,2021
Dobrepolje,15.0,9.0,12.0,10.0,18.0,13.0,23.0,100.0,JUN,2021
Dobrna,3.0,4.0,8.0,3.0,16.0,6.0,9.0,49.0,JUN,2021
Dobrova - Polhov Gradec,18.0,27.0,13.0,19.0,38.0,11.0,30.0,156.0,JUN,2021
Dobrovnik,5.0,8.0,13.0,5.0,10.0,0.0,27.0,68.0,JUN,2021
Dol pri Ljubljani,26.0,11.0,18.0,16.0,46.0,16.0,48.0,181.0,JUN,2021
Dolenjske Toplice,12.0,12.0,7.0,6.0,13.0,8.0,19.0,77.0,JUN,2021
Domžale,115.0,124.0,96.0,101.0,259.0,100.0,268.0,1063.0,JUN,2021
Dornava,10.0,12.0,3.0,11.0,20.0,8.0,6.0,70.0,JUN,2021
Dravograd,38.0,39.0,25.0,15.0,46.0,20.0,49.0,232.0,JUN,2021
Duplek,29.0,22.0,27.0,23.0,71.0,28.0,65.0,265.0,JUN,2021
Gorenja vas - Poljane,18.0,19.0,14.0,20.0,28.0,7.0,10.0,116.0,JUN,2021
Gorišnica,10.0,18.0,15.0,11.0,28.0,8.0,14.0,104.0,JUN,2021
Gorje,5.0,11.0,6.0,5.0,22.0,7.0,4.0,60.0,JUN,2021
Gornja Radgona,25.0,30.0,33.0,18.0,51.0,30.0,98.0,285.0,JUN,2021
Gornji Grad,5.0,9.0,5.0,6.0,7.0,5.0,10.0,47.0,JUN,2021
Gornji Petrovci,5.0,8.0,13.0,5.0,8.0,4.0,18.0,61.0,JUN,2021
Grad,8.0,3.0,8.0,8.0,7.0,4.0,12.0,50.0,JUN,2021
Grosuplje,64.0,62.0,56.0,47.0,158.0,48.0,159.0,594.0,JUN,2021
Hajdina,7.0,13.0,13.0,15.0,28.0,14.0,11.0,101.0,JUN,2021
Hoče - Slivnica,60.0,43.0,45.0,36.0,121.0,42.0,120.0,467.0,JUN,2021
Hodoš,1.0,2.0,1.0,2.0,3.0,0.0,4.0,13.0,JUN,2021
Horjul,8.0,6.0,7.0,4.0,18.0,4.0,15.0,62.0,JUN,2021
Hrastnik,43.0,42.0,44.0,26.0,88.0,50.0,119.0,412.0,JUN,2021
Hrpelje - Kozina,10.0,17.0,14.0,11.0,25.0,19.0,30.0,126.0,JUN,2021
Idrija,37.0,30.0,36.0,33.0,68.0,14.0,32.0,250.0,JUN,2021
Ig,24.0,23.0,28.0,23.0,56.0,19.0,42.0,215.0,JUN,2021
Ilirska Bistrica,42.0,37.0,23.0,19.0,71.0,27.0,97.0,316.0,JUN,2021
Ivančna Gorica,57.0,39.0,34.0,37.0,118.0,42.0,72.0,399.0,JUN,2021
Izola,69.0,82.0,77.0,50.0,156.0,37.0,92.0,563.0,JUN,2021
Jesenice,83.0,85.0,77.0,67.0,206.0,51.0,40.0,609.0,JUN,2021
Jezersko,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,JUN,2021
Juršinci,8.0,15.0,7.0,3.0,13.0,6.0,10.0,62.0,JUN,2021
Kamnik,97.0,96.0,88.0,70.0,214.0,82.0,226.0,873.0,JUN,2021
Kanal,26.0,17.0,14.0,17.0,43.0,19.0,25.0,161.0,JUN,2021
Kidričevo,34.0,28.0,30.0,17.0,67.0,21.0,21.0,218.0,JUN,2021
Kobarid,7.0,15.0,11.0,5.0,19.0,4.0,10.0,71.0,JUN,2021
Kobilje,4.0,3.0,0.0,0.0,4.0,0.0,4.0,15.0,JUN,2021
Kočevje,67.0,74.0,65.0,61.0,156.0,108.0,352.0,883.0,JUN,2021
Komen,9.0,14.0,11.0,7.0,24.0,10.0,20.0,95.0,JUN,2021
Komenda,23.0,17.0,9.0,11.0,35.0,14.0,22.0,131.0,JUN,2021
Koper,204.0,213.0,203.0,162.0,510.0,189.0,349.0,1830.0,JUN,2021
Kostanjevica na Krki,8.0,4.0,6.0,3.0,18.0,9.0,33.0,81.0,JUN,2021
Kostel,2.0,2.0,3.0,1.0,6.0,4.0,8.0,26.0,JUN,2021
Kozje,13.0,8.0,15.0,8.0,27.0,11.0,59.0,141.0,JUN,2021
Kranj,222.0,203.0,181.0,146.0,488.0,160.0,204.0,1604.0,JUN,2021
Kranjska Gora,10.0,18.0,21.0,13.0,37.0,9.0,9.0,117.0,JUN,2021
Križevci,11.0,19.0,12.0,11.0,20.0,9.0,12.0,94.0,JUN,2021
Krško,134.0,98.0,91.0,73.0,250.0,98.0,517.0,1261.0,JUN,2021
Kungota,23.0,16.0,26.0,9.0,54.0,17.0,35.0,180.0,JUN,2021
Kuzma,7.0,4.0,7.0,5.0,17.0,7.0,15.0,62.0,JUN,2021
Laško,59.0,52.0,45.0,24.0,109.0,45.0,114.0,448.0,JUN,2021
Lenart,28.0,33.0,22.0,14.0,39.0,19.0,23.0,178.0,JUN,2021
Lendava,56.0,69.0,52.0,30.0,96.0,53.0,222.0,578.0,JUN,2021
Litija,61.0,57.0,35.0,47.0,120.0,38.0,82.0,440.0,JUN,2021
Ljubljana,1039.0,1171.0,1188.0,925.0,2852.0,1228.0,3301.0,11704.0,JUN,2021
Ljubno,10.0,3.0,3.0,3.0,20.0,2.0,17.0,58.0,JUN,2021
Ljutomer,43.0,64.0,35.0,24.0,64.0,39.0,81.0,350.0,JUN,2021
Log - Dragomer,12.0,7.0,9.0,6.0,37.0,12.0,20.0,103.0,JUN,2021
Logatec,50.0,44.0,35.0,20.0,68.0,40.0,59.0,316.0,JUN,2021
Loška dolina,12.0,9.0,8.0,11.0,24.0,5.0,9.0,78.0,JUN,2021
Loški Potok,3.0,3.0,3.0,2.0,4.0,4.0,9.0,28.0,JUN,2021
Lovrenc na Pohorju,13.0,22.0,8.0,6.0,22.0,11.0,12.0,94.0,JUN,2021
Luče,3.0,4.0,6.0,4.0,13.0,6.0,9.0,45.0,JUN,2021
Lukovica,14.0,19.0,20.0,13.0,43.0,11.0,44.0,164.0,JUN,2021
Majšperk,14.0,13.0,15.0,16.0,43.0,8.0,12.0,121.0,JUN,2021
Makole,12.0,8.0,3.0,6.0,15.0,3.0,16.0,63.0,JUN,2021
Maribor,513.0,543.0,586.0,400.0,1319.0,577.0,1549.0,5487.0,JUN,2021
Markovci,13.0,13.0,15.0,14.0,31.0,4.0,14.0,104.0,JUN,2021
Medvode,57.0,65.0,41.0,51.0,129.0,45.0,121.0,509.0,JUN,2021
Mengeš,30.0,26.0,20.0,21.0,59.0,18.0,65.0,239.0,JUN,2021
Metlika,24.0,32.0,37.0,34.0,78.0,31.0,167.0,403.0,JUN,2021
Mežica,11.0,12.0,5.0,8.0,18.0,4.0,25.0,83.0,JUN,2021
Miklavž na Dravskem polju,26.0,24.0,32.0,20.0,59.0,23.0,60.0,244.0,JUN,2021
Miren - Kostanjevica,11.0,10.0,18.0,10.0,26.0,12.0,19.0,106.0,JUN,2021
Mirna,3.0,8.0,1.0,6.0,8.0,2.0,12.0,40.0,JUN,2021
Mirna Peč,9.0,6.0,10.0,7.0,9.0,4.0,16.0,61.0,JUN,2021
Mislinja,22.0,16.0,8.0,6.0,39.0,6.0,19.0,116.0,JUN,2021
Mokronog - Trebelno,9.0,10.0,6.0,8.0,15.0,5.0,11.0,64.0,JUN,2021
Moravče,17.0,13.0,19.0,9.0,28.0,6.0,25.0,117.0,JUN,2021
Moravske Toplice,17.0,27.0,24.0,18.0,46.0,15.0,50.0,197.0,JUN,2021
Mozirje,10.0,11.0,11.0,16.0,30.0,8.0,23.0,109.0,JUN,2021
Murska Sobota,98.0,101.0,113.0,51.0,199.0,66.0,258.0,886.0,JUN,2021
Muta,13.0,13.0,7.0,8.0,24.0,11.0,23.0,99.0,JUN,2021
Naklo,14.0,22.0,14.0,11.0,40.0,8.0,15.0,124.0,JUN,2021
Nazarje,14.0,6.0,4.0,4.0,13.0,8.0,13.0,62.0,JUN,2021
Nova Gorica,94.0,105.0,109.0,78.0,213.0,87.0,189.0,875.0,JUN,2021
Novo mesto,136.0,125.0,87.0,94.0,254.0,104.0,293.0,1093.0,JUN,2021
Odranci,3.0,6.0,11.0,7.0,6.0,4.0,16.0,53.0,JUN,2021
Oplotnica,12.0,12.0,13.0,14.0,20.0,10.0,14.0,95.0,JUN,2021
Ormož,54.0,53.0,40.0,28.0,106.0,25.0,80.0,386.0,JUN,2021
Osilnica,0.0,3.0,0.0,2.0,2.0,0.0,4.0,11.0,JUN,2021
Pesnica,34.0,27.0,32.0,18.0,67.0,17.0,43.0,238.0,JUN,2021
Piran,64.0,100.0,105.0,75.0,209.0,56.0,133.0,742.0,JUN,2021
Pivka,24.0,23.0,16.0,17.0,37.0,14.0,41.0,172.0,JUN,2021
Podčetrtek,11.0,23.0,14.0,7.0,40.0,13.0,38.0,146.0,JUN,2021
Podlehnik,4.0,10.0,7.0,5.0,20.0,8.0,17.0,71.0,JUN,2021
Podvelka,4.0,9.0,9.0,11.0,16.0,8.0,25.0,82.0,JUN,2021
Poljčane,19.0,13.0,20.0,15.0,40.0,11.0,20.0,138.0,JUN,2021
Polzela,18.0,23.0,27.0,14.0,47.0,19.0,45.0,193.0,JUN,2021
Postojna,63.0,70.0,56.0,36.0,141.0,43.0,120.0,529.0,JUN,2021
Prebold,18.0,21.0,17.0,9.0,46.0,18.0,43.0,172.0,JUN,2021
Preddvor,6.0,9.0,10.0,11.0,24.0,10.0,7.0,77.0,JUN,2021
Prevalje,34.0,33.0,27.0,9.0,30.0,14.0,47.0,194.0,JUN,2021
Ptuj,102.0,110.0,110.0,79.0,229.0,91.0,154.0,875.0,JUN,2021
Puconci,37.0,19.0,33.0,12.0,42.0,22.0,87.0,252.0,JUN,2021
Rače - Fram,37.0,33.0,42.0,17.0,61.0,16.0,57.0,263.0,JUN,2021
Radeče,16.0,22.0,10.0,8.0,42.0,16.0,27.0,141.0,JUN,2021
Radenci,17.0,24.0,15.0,8.0,36.0,13.0,33.0,146.0,JUN,2021
Radlje ob Dravi,21.0,26.0,19.0,12.0,53.0,23.0,59.0,213.0,JUN,2021
Radovljica,60.0,76.0,58.0,57.0,151.0,31.0,52.0,485.0,JUN,2021
Ravne na Koroškem,55.0,62.0,35.0,24.0,73.0,24.0,72.0,345.0,JUN,2021
Razkrižje,8.0,6.0,4.0,1.0,7.0,1.0,10.0,37.0,JUN,2021
Rečica ob Savinji,9.0,7.0,6.0,4.0,15.0,6.0,8.0,55.0,JUN,2021
Renče - Vogrsko,17.0,12.0,7.0,13.0,30.0,9.0,18.0,106.0,JUN,2021
Ribnica,29.0,19.0,25.0,23.0,53.0,19.0,58.0,226.0,JUN,2021
Ribnica na Pohorju,3.0,5.0,5.0,5.0,8.0,8.0,13.0,47.0,JUN,2021
Rogaška Slatina,55.0,62.0,56.0,38.0,117.0,59.0,160.0,547.0,JUN,2021
Rogašovci,13.0,14.0,16.0,7.0,27.0,19.0,80.0,176.0,JUN,2021
Rogatec,17.0,21.0,20.0,21.0,51.0,7.0,60.0,197.0,JUN,2021
Ruše,41.0,48.0,37.0,14.0,91.0,28.0,59.0,318.0,JUN,2021
Selnica ob Dravi,27.0,20.0,25.0,10.0,50.0,17.0,21.0,170.0,JUN,2021
Semič,15.0,24.0,9.0,13.0,31.0,13.0,51.0,156.0,JUN,2021
Sevnica,63.0,97.0,49.0,52.0,136.0,49.0,158.0,604.0,JUN,2021
Sežana,47.0,59.0,47.0,41.0,120.0,33.0,86.0,433.0,JUN,2021
Slovenj Gradec,74.0,78.0,38.0,30.0,116.0,39.0,108.0,483.0,JUN,2021
Slovenska Bistrica,102.0,112.0,102.0,73.0,201.0,73.0,110.0,773.0,JUN,2021
Slovenske Konjice,71.0,66.0,73.0,40.0,138.0,52.0,232.0,672.0,JUN,2021
Sodražica,6.0,5.0,8.0,3.0,12.0,2.0,9.0,45.0,JUN,2021
Solčava,2.0,2.0,2.0,0.0,3.0,0.0,1.0,10.0,JUN,2021
Središče ob Dravi,10.0,10.0,12.0,4.0,20.0,6.0,9.0,71.0,JUN,2021
Starše,9.0,15.0,18.0,8.0,35.0,13.0,33.0,131.0,JUN,2021
Straža,12.0,16.0,10.0,12.0,16.0,10.0,17.0,93.0,JUN,2021
Sveta Ana,11.0,14.0,5.0,7.0,9.0,2.0,7.0,55.0,JUN,2021
Sveta Trojica v Slovenskih goricah,13.0,3.0,5.0,1.0,11.0,7.0,5.0,45.0,JUN,2021
Sveti Andraž v Slovenskih goricah,3.0,8.0,7.0,3.0,7.0,4.0,5.0,37.0,JUN,2021
Sveti Jurij ob Ščavnici,14.0,16.0,8.0,8.0,21.0,9.0,27.0,103.0,JUN,2021
Sveti Jurij v Slovenskih goricah,7.0,11.0,6.0,2.0,2.0,2.0,0.0,30.0,JUN,2021
Sveti Tomaž,5.0,7.0,12.0,6.0,17.0,7.0,17.0,71.0,JUN,2021
Šalovci,7.0,6.0,2.0,3.0,7.0,2.0,12.0,39.0,JUN,2021
Šempeter - Vrtojba,27.0,24.0,13.0,12.0,39.0,15.0,29.0,159.0,JUN,2021
Šenčur,25.0,17.0,21.0,19.0,52.0,14.0,20.0,168.0,JUN,2021
Šentilj,41.0,39.0,47.0,22.0,82.0,33.0,45.0,309.0,JUN,2021
Šentjernej,19.0,21.0,26.0,17.0,58.0,24.0,68.0,233.0,JUN,2021
Šentjur,89.0,95.0,59.0,34.0,137.0,58.0,205.0,677.0,JUN,2021
Šentrupert,6.0,2.0,4.0,5.0,15.0,3.0,5.0,40.0,JUN,2021
Škocjan,13.0,12.0,12.0,13.0,33.0,6.0,43.0,132.0,JUN,2021
Škofja Loka,81.0,61.0,50.0,43.0,142.0,41.0,33.0,451.0,JUN,2021
Škofljica,33.0,45.0,39.0,22.0,79.0,32.0,67.0,317.0,JUN,2021
Šmarje pri Jelšah,38.0,46.0,49.0,31.0,101.0,45.0,137.0,447.0,JUN,2021
Šmarješke Toplice,4.0,6.0,6.0,4.0,18.0,6.0,10.0,54.0,JUN,2021
Šmartno ob Paki,18.0,15.0,15.0,14.0,26.0,8.0,12.0,108.0,JUN,2021
Šmartno pri Litiji,25.0,23.0,11.0,15.0,30.0,8.0,31.0,143.0,JUN,2021
Šoštanj,27.0,42.0,45.0,25.0,65.0,22.0,41.0,267.0,JUN,2021
Štore,21.0,15.0,17.0,10.0,41.0,10.0,27.0,141.0,JUN,2021
Tabor,5.0,9.0,5.0,8.0,12.0,3.0,13.0,55.0,JUN,2021
Tišina,12.0,19.0,27.0,15.0,26.0,17.0,36.0,152.0,JUN,2021
Tolmin,24.0,32.0,25.0,15.0,72.0,20.0,60.0,248.0,JUN,2021
Trbovlje,88.0,67.0,80.0,63.0,203.0,103.0,244.0,848.0,JUN,2021
Trebnje,42.0,49.0,33.0,22.0,61.0,27.0,100.0,334.0,JUN,2021
Trnovska vas,5.0,3.0,5.0,2.0,6.0,2.0,1.0,24.0,JUN,2021
Trzin,3.0,11.0,11.0,5.0,31.0,15.0,21.0,97.0,JUN,2021
Tržič,42.0,42.0,37.0,32.0,97.0,22.0,32.0,304.0,JUN,2021
Turnišče,13.0,16.0,14.0,5.0,20.0,10.0,47.0,125.0,JUN,2021
Velenje,153.0,184.0,122.0,106.0,332.0,88.0,237.0,1222.0,JUN,2021
Velika Polana,2.0,5.0,6.0,3.0,11.0,2.0,16.0,45.0,JUN,2021
Velike Lašče,15.0,16.0,7.0,15.0,29.0,10.0,25.0,117.0,JUN,2021
Veržej,5.0,5.0,6.0,4.0,6.0,6.0,3.0,35.0,JUN,2021
Videm,25.0,18.0,22.0,24.0,49.0,20.0,29.0,187.0,JUN,2021
Vipava,12.0,10.0,18.0,11.0,31.0,4.0,32.0,118.0,JUN,2021
Vitanje,9.0,12.0,6.0,5.0,8.0,8.0,26.0,74.0,JUN,2021
Vodice,16.0,12.0,13.0,9.0,28.0,12.0,36.0,126.0,JUN,2021
Vojnik,42.0,42.0,25.0,16.0,63.0,28.0,34.0,250.0,JUN,2021
Vransko,6.0,6.0,9.0,9.0,18.0,4.0,19.0,71.0,JUN,2021
Vrhnika,57.0,60.0,46.0,35.0,156.0,53.0,119.0,526.0,JUN,2021
Vuzenica,16.0,10.0,8.0,4.0,24.0,5.0,20.0,87.0,JUN,2021
Zagorje ob Savi,58.0,53.0,53.0,39.0,132.0,50.0,98.0,483.0,JUN,2021
Zavrč,7.0,10.0,7.0,10.0,17.0,5.0,13.0,69.0,JUN,2021
Zreče,33.0,31.0,48.0,24.0,44.0,33.0,78.0,291.0,JUN,2021
Žalec,111.0,110.0,85.0,59.0,189.0,68.0,229.0,851.0,JUN,2021
Železniki,19.0,14.0,18.0,6.0,20.0,3.0,8.0,88.0,JUN,2021
Žetale,6.0,4.0,7.0,9.0,6.0,3.0,7.0,42.0,JUN,2021
Žiri,15.0,19.0,10.0,10.0,33.0,1.0,7.0,95.0,JUN,2021
Žirovnica,15.0,9.0,13.0,4.0,27.0,9.0,8.0,85.0,JUN,2021
Žužemberk,15.0,10.0,16.0,8.0,29.0,9.0,27.0,114.0,JUN,2021
Občina izven RS,135.0,91.0,57.0,53.0,137.0,39.0,19.0,531.0,JUN,2021
Ajdovščina,67.0,41.0,55.0,46.0,121.0,30.0,144.0,504.0,JUL,2021
Ankaran,19.0,6.0,7.0,7.0,29.0,9.0,15.0,92.0,JUL,2021
Apače,20.0,11.0,10.0,8.0,18.0,17.0,38.0,122.0,JUL,2021
Beltinci,43.0,15.0,26.0,21.0,58.0,22.0,83.0,268.0,JUL,2021
Benedikt,9.0,10.0,8.0,8.0,8.0,1.0,3.0,47.0,JUL,2021
Bistrica ob Sotli,5.0,5.0,8.0,7.0,13.0,6.0,14.0,58.0,JUL,2021
Bled,27.0,19.0,23.0,25.0,68.0,9.0,15.0,186.0,JUL,2021
Bloke,5.0,5.0,6.0,5.0,8.0,4.0,3.0,36.0,JUL,2021
Bohinj,7.0,7.0,22.0,14.0,25.0,3.0,9.0,87.0,JUL,2021
Borovnica,14.0,12.0,16.0,11.0,34.0,13.0,40.0,140.0,JUL,2021
Bovec,7.0,3.0,3.0,9.0,12.0,4.0,8.0,46.0,JUL,2021
Braslovče,17.0,11.0,22.0,12.0,30.0,14.0,29.0,135.0,JUL,2021
Brda,22.0,14.0,13.0,3.0,31.0,13.0,16.0,112.0,JUL,2021
Brezovica,40.0,29.0,38.0,37.0,90.0,39.0,79.0,352.0,JUL,2021
Brežice,115.0,76.0,86.0,96.0,189.0,94.0,367.0,1023.0,JUL,2021
Cankova,12.0,5.0,9.0,9.0,18.0,5.0,27.0,85.0,JUL,2021
Celje,335.0,187.0,237.0,199.0,494.0,168.0,445.0,2065.0,JUL,2021
Cerklje na Gorenjskem,27.0,5.0,19.0,14.0,48.0,11.0,16.0,140.0,JUL,2021
Cerknica,48.0,22.0,32.0,30.0,53.0,21.0,44.0,250.0,JUL,2021
Cerkno,11.0,9.0,4.0,9.0,11.0,6.0,7.0,57.0,JUL,2021
Cerkvenjak,10.0,5.0,9.0,4.0,8.0,4.0,3.0,43.0,JUL,2021
Cirkulane,12.0,5.0,6.0,15.0,22.0,10.0,12.0,82.0,JUL,2021
Črenšovci,31.0,20.0,19.0,14.0,20.0,17.0,88.0,209.0,JUL,2021
Črna na Koroškem,17.0,6.0,9.0,1.0,16.0,8.0,14.0,71.0,JUL,2021
Črnomelj,68.0,41.0,61.0,39.0,130.0,59.0,264.0,662.0,JUL,2021
Destrnik,18.0,5.0,10.0,5.0,15.0,6.0,14.0,73.0,JUL,2021
Divača,19.0,5.0,15.0,22.0,34.0,8.0,25.0,128.0,JUL,2021
Dobje,2.0,2.0,2.0,0.0,1.0,2.0,9.0,18.0,JUL,2021
Dobrepolje,12.0,7.0,10.0,11.0,20.0,11.0,24.0,95.0,JUL,2021
Dobrna,9.0,2.0,6.0,6.0,15.0,7.0,9.0,54.0,JUL,2021
Dobrova - Polhov Gradec,24.0,10.0,25.0,14.0,40.0,10.0,30.0,153.0,JUL,2021
